encoder,task,design,fold,repeat,n_train,n_test,n_eval_samples,pearson_pooled,pearson_within,test_slide,test_source
uni_v2,LUNG,random,1,4.0,3262,1944,2,0.8061172962188721,0.7419537603855133,,
uni_v2,LUNG,blocked,1,4.0,3168,2038,2,0.7873587608337402,0.7242364287376404,,
uni_v2,LYMPH_IDC,patient,0,,14972,4992,1,0.3233126103878021,0.3233126103878021,,
uni_v2,LYMPH_IDC,random,0,0.0,14972,4992,4,0.6830224394798279,0.36564090847969055,,
uni_v2,LYMPH_IDC,blocked,0,0.0,14815,5149,4,0.668302059173584,0.34722286090254784,,
uni_v2,LYMPH_IDC,random,0,1.0,14972,4992,4,0.6852623224258423,0.3677103891968727,,
uni_v2,LYMPH_IDC,blocked,0,1.0,14810,5154,4,0.6842105388641357,0.3666030764579773,,
uni_v2,LYMPH_IDC,random,0,2.0,14972,4992,4,0.684156060218811,0.3691008612513542,,
uni_v2,LYMPH_IDC,blocked,0,2.0,14569,5395,4,0.667288064956665,0.3283635564148426,,
uni_v2,LYMPH_IDC,random,0,3.0,14972,4992,4,0.6871970295906067,0.3708122819662094,,
uni_v2,LYMPH_IDC,blocked,0,3.0,14702,5262,4,0.6631133556365967,0.32518239691853523,,
uni_v2,LYMPH_IDC,random,0,4.0,14972,4992,4,0.6811615824699402,0.36227554827928543,,
uni_v2,LYMPH_IDC,blocked,0,4.0,14695,5269,4,0.671141505241394,0.3213423080742359,,
uni_v2,LYMPH_IDC,patient,1,,14972,4992,1,0.21904443204402924,0.21904443204402924,,
uni_v2,LYMPH_IDC,random,1,0.0,14972,4992,4,0.6824191212654114,0.3657388612627983,,
uni_v2,LYMPH_IDC,blocked,1,0.0,14815,5149,4,0.710387110710144,0.3677549362182617,,
uni_v2,LYMPH_IDC,random,1,1.0,14972,4992,4,0.6868288516998291,0.3667609840631485,,
uni_v2,LYMPH_IDC,blocked,1,1.0,14563,5401,4,0.6631731986999512,0.3132633715867996,,
uni_v2,LYMPH_IDC,random,1,2.0,14972,4992,4,0.6822230815887451,0.3629588335752487,,
uni_v2,LYMPH_IDC,blocked,1,2.0,14680,5284,4,0.6313700675964355,0.3119019344449043,,
uni_v2,LYMPH_IDC,random,1,3.0,14972,4992,4,0.6871750354766846,0.3669033944606781,,
uni_v2,LYMPH_IDC,blocked,1,3.0,14599,5365,4,0.666007399559021,0.3483167737722397,,
uni_v2,LYMPH_IDC,random,1,4.0,14972,4992,4,0.687833309173584,0.36307916790246964,,
uni_v2,LYMPH_IDC,blocked,1,4.0,14687,5277,4,0.6661570072174072,0.34312009811401367,,
uni_v2,LYMPH_IDC,patient,2,,14976,4988,1,0.2957427501678467,0.2957427501678467,,
uni_v2,LYMPH_IDC,random,2,0.0,14976,4988,4,0.682607889175415,0.36525943130254745,,
uni_v2,LYMPH_IDC,blocked,2,0.0,14585,5379,4,0.6638690233230591,0.32319126278162,,
uni_v2,LYMPH_IDC,random,2,1.0,14976,4988,4,0.6833294630050659,0.3664970323443413,,
uni_v2,LYMPH_IDC,blocked,2,1.0,14706,5258,4,0.6625639200210571,0.3102279230952263,,
uni_v2,LYMPH_IDC,random,2,2.0,14976,4988,4,0.6856650710105896,0.36540231853723526,,
uni_v2,LYMPH_IDC,blocked,2,2.0,14570,5394,4,0.6802834272384644,0.35935547202825546,,
uni_v2,LYMPH_IDC,random,2,3.0,14976,4988,4,0.685249924659729,0.3666135221719742,,
uni_v2,LYMPH_IDC,blocked,2,3.0,14709,5255,4,0.6537988185882568,0.34514299407601357,,
uni_v2,LYMPH_IDC,random,2,4.0,14976,4988,4,0.6835101246833801,0.3664887994527817,,
uni_v2,LYMPH_IDC,blocked,2,4.0,14829,5135,4,0.7070814371109009,0.37696780264377594,,
uni_v2,LYMPH_IDC,patient,3,,14972,4992,1,0.2529012858867645,0.2529012858867645,,
