setting,variant,n_L,label_unit,arm,estimand,population,gene,estimator,variance,n_draws,n_finite,frac_nonfinite,coverage,width_mean,width_median,nominal,theta_full,cluster_variance_form,df_cluster,status
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,BTF3,classical,boot,200,200.0,0.0,0.795,0.16031554326752598,0.21053325641577564,0.9,0.11755323563373594,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,BTF3,pp,iid,200,200.0,0.0,0.04,0.0029677810996828536,0.003346351387526425,0.9,0.11755323563373594,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,BTF3,pp,cluster,200,200.0,0.0,0.8,0.14878434798264759,0.18100661935218373,0.9,0.11755323563373594,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,BTF3,pp,boot,200,200.0,0.0,0.785,0.12913802273193398,0.15575203056571052,0.9,0.11755323563373594,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CD109,classical,iid,200,200.0,0.0,0.03,0.001896103639333529,0.0018743908892181471,0.9,0.11112050369690918,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CD109,classical,cluster,200,200.0,0.0,0.97,0.10861008509034303,0.11055849162572663,0.9,0.11112050369690918,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CD109,classical,boot,200,200.0,0.0,0.965,0.09459345544531786,0.09641031893795027,0.9,0.11112050369690918,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CD109,pp,iid,200,200.0,0.0,0.025,0.0017904803227601538,0.00180011186370449,0.9,0.11112050369690918,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CD109,pp,cluster,200,200.0,0.0,0.96,0.10103163915208249,0.10370801628631895,0.9,0.11112050369690918,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CD109,pp,boot,200,200.0,0.0,0.95,0.08754758010998248,0.08971425527574833,0.9,0.11112050369690918,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CD14,classical,iid,200,200.0,0.0,0.055,0.0027523979778904238,0.0028864328125223215,0.9,0.06617573364524051,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CD14,classical,cluster,200,200.0,0.0,0.95,0.14074786782216017,0.149776508213614,0.9,0.06617573364524051,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CD14,classical,boot,200,200.0,0.0,0.92,0.12276149210592897,0.1272813144066295,0.9,0.06617573364524051,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CD14,pp,iid,200,200.0,0.0,0.03,0.0025423257179266155,0.002611847254939778,0.9,0.06617573364524051,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CD14,pp,cluster,200,200.0,0.0,0.94,0.13220426621245043,0.13508243759036065,0.9,0.06617573364524051,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CD14,pp,boot,200,200.0,0.0,0.92,0.11520201421273214,0.11759702911742981,0.9,0.06617573364524051,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CHST15,classical,iid,200,200.0,0.0,0.045,0.0012657628029232007,0.0012829799105940898,0.9,0.07426577639937325,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CHST15,classical,cluster,200,200.0,0.0,0.98,0.06795732397715826,0.07016264338368171,0.9,0.07426577639937325,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CHST15,classical,boot,200,200.0,0.0,0.95,0.05909568103889127,0.060347872844419004,0.9,0.07426577639937325,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CHST15,pp,iid,200,200.0,0.0,0.025,0.0011676551449348938,0.0011890841771203114,0.9,0.07426577639937325,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CHST15,pp,cluster,200,200.0,0.0,0.945,0.06448494664198329,0.06624270986812844,0.9,0.07426577639937325,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CHST15,pp,boot,200,200.0,0.0,0.94,0.05606616651587183,0.05755971991876466,0.9,0.07426577639937325,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CIB1,classical,iid,200,200.0,0.0,0.03,0.002777763621844766,0.0032349752216195293,0.9,0.14576884245659089,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CIB1,classical,cluster,200,200.0,0.0,0.935,0.1406054094758936,0.16692421460887916,0.9,0.14576884245659089,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CIB1,classical,boot,200,200.0,0.0,0.92,0.12147971701951807,0.14268980772979786,0.9,0.14576884245659089,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CIB1,pp,iid,200,200.0,0.0,0.035,0.0024327814260159323,0.0028019977871864554,0.9,0.14576884245659089,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CIB1,pp,cluster,200,200.0,0.0,0.94,0.12724501280558745,0.149981803166287,0.9,0.14576884245659089,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CIB1,pp,boot,200,200.0,0.0,0.93,0.11028241349079597,0.12808039825748524,0.9,0.14576884245659089,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CKB,classical,iid,200,200.0,0.0,0.05,0.002171596983001612,0.0021864277515746267,0.9,0.1021309806946623,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CKB,classical,cluster,200,200.0,0.0,0.945,0.12252673533390804,0.1257423298498846,0.9,0.1021309806946623,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CKB,classical,boot,200,200.0,0.0,0.925,0.1066714363395046,0.10909748457176781,0.9,0.1021309806946623,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CKB,pp,iid,200,200.0,0.0,0.055,0.0020454373762644634,0.0020876063076040036,0.9,0.1021309806946623,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CKB,pp,cluster,200,200.0,0.0,0.955,0.1147558263789399,0.12144030040489431,0.9,0.1021309806946623,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CKB,pp,boot,200,200.0,0.0,0.92,0.09991130431722209,0.10344647486863018,0.9,0.1021309806946623,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CPD,classical,iid,200,200.0,0.0,0.06,0.0020671788124839107,0.002097565229337184,0.9,0.11571489654125071,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CPD,classical,cluster,200,200.0,0.0,0.95,0.11948679338049661,0.13350063383679106,0.9,0.11571489654125071,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CPD,classical,boot,200,200.0,0.0,0.94,0.10326272244599721,0.109407868631892,0.9,0.11571489654125071,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CPD,pp,iid,200,200.0,0.0,0.035,0.0019804490613304607,0.0020335021887821075,0.9,0.11571489654125071,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CPD,pp,cluster,200,200.0,0.0,0.92,0.11552742411448033,0.13350063383679106,0.9,0.11571489654125071,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CPD,pp,boot,200,200.0,0.0,0.91,0.09982894027746277,0.109407868631892,0.9,0.11571489654125071,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CPE,classical,iid,200,200.0,0.0,0.035,0.0030489895919773124,0.003086137203940187,0.9,0.1254835611386656,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CPE,classical,cluster,200,200.0,0.0,0.985,0.18092731639073065,0.18297088791493066,0.9,0.1254835611386656,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CPE,classical,boot,200,200.0,0.0,0.97,0.15745031094661852,0.15869010989517432,0.9,0.1254835611386656,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CPE,pp,iid,200,200.0,0.0,0.035,0.0030193736540333055,0.003046524499172254,0.9,0.1254835611386656,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CPE,pp,cluster,200,200.0,0.0,0.98,0.1782372421733637,0.17993543779643795,0.9,0.1254835611386656,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,CPE,pp,boot,200,200.0,0.0,0.955,0.15486873118317285,0.1563464314870894,0.9,0.1254835611386656,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,DERL1,classical,iid,200,200.0,0.0,0.025,0.0023014019629426364,0.0023825673308155992,0.9,0.13149757468344073,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,DERL1,classical,cluster,200,200.0,0.0,0.945,0.12658412700795313,0.12933060831144946,0.9,0.13149757468344073,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,DERL1,classical,boot,200,200.0,0.0,0.92,0.10992921570152323,0.11236378344060838,0.9,0.13149757468344073,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,DERL1,pp,iid,200,200.0,0.0,0.035,0.002266280857822916,0.0023479112402799845,0.9,0.13149757468344073,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,DERL1,pp,cluster,200,200.0,0.0,0.93,0.12535817141797756,0.12803257075923546,0.9,0.13149757468344073,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,DERL1,pp,boot,200,200.0,0.0,0.915,0.10894573982165266,0.11034804545915276,0.9,0.13149757468344073,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,DNAJB12,classical,iid,200,200.0,0.0,0.015,0.0014943061839800258,0.0018463189982151906,0.9,0.04674040829795374,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,DNAJB12,classical,cluster,200,200.0,0.0,0.88,0.0731848128115938,0.09551342984369052,0.9,0.04674040829795374,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,DNAJB12,classical,boot,200,200.0,0.0,0.85,0.06322329209064638,0.08083635300298457,0.9,0.04674040829795374,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,DNAJB12,pp,iid,200,200.0,0.0,0.03,0.001273645300393362,0.001436328767905025,0.9,0.04674040829795374,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,DNAJB12,pp,cluster,200,200.0,0.0,0.9,0.06329774296636284,0.07837178881482464,0.9,0.04674040829795374,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,DNAJB12,pp,boot,200,200.0,0.0,0.86,0.05488030880668896,0.0666580395875761,0.9,0.04674040829795374,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,EGFL7,classical,iid,200,200.0,0.0,0.015,0.0031264900475077495,0.004390519798641274,0.9,0.07139622997369766,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,EGFL7,classical,cluster,200,200.0,0.0,0.835,0.1607246669295112,0.22703036419958558,0.9,0.07139622997369766,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,EGFL7,classical,boot,200,200.0,0.0,0.815,0.13789003389675572,0.18844139072455296,0.9,0.07139622997369766,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,EGFL7,pp,iid,200,200.0,0.0,0.025,0.0026670020638440047,0.0033530371290346264,0.9,0.07139622997369766,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,EGFL7,pp,cluster,200,200.0,0.0,0.83,0.13397099421845168,0.17045190810592847,0.9,0.07139622997369766,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,EGFL7,pp,boot,200,200.0,0.0,0.8,0.11626764200209401,0.14408374325055684,0.9,0.07139622997369766,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,FLNB,classical,iid,200,200.0,0.0,0.035,0.002269256208886389,0.002311116008680017,0.9,0.0986275208825093,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,FLNB,classical,cluster,200,200.0,0.0,0.955,0.12017023940693615,0.1252985398316236,0.9,0.0986275208825093,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,FLNB,classical,boot,200,200.0,0.0,0.93,0.10469230281156597,0.10838232350932249,0.9,0.0986275208825093,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,FLNB,pp,iid,200,200.0,0.0,0.02,0.001978997335537533,0.0020102300893789643,0.9,0.0986275208825093,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,FLNB,pp,cluster,200,200.0,0.0,0.95,0.10766738080074587,0.11218753560124116,0.9,0.0986275208825093,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,FLNB,pp,boot,200,200.0,0.0,0.92,0.09344068329500008,0.09669471381091028,0.9,0.0986275208825093,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,GADD45B,classical,iid,200,200.0,0.0,0.055,0.002510480585196687,0.0029794595073836944,0.9,0.04262290686076381,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,GADD45B,classical,cluster,200,200.0,0.0,0.945,0.12334794397737987,0.13808993455091878,0.9,0.04262290686076381,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,GADD45B,classical,boot,200,200.0,0.0,0.915,0.10718683325163834,0.11610823268451514,0.9,0.04262290686076381,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,GADD45B,pp,iid,200,200.0,0.0,0.03,0.002402748042219002,0.0029729428674894337,0.9,0.04262290686076381,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,GADD45B,pp,cluster,200,200.0,0.0,0.945,0.11711934774213197,0.13697101997769498,0.9,0.04262290686076381,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,GADD45B,pp,boot,200,200.0,0.0,0.915,0.10159086173295437,0.11545442015747434,0.9,0.04262290686076381,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,GPNMB,classical,iid,200,200.0,0.0,0.035,0.001400964555944087,0.0015759218053327372,0.9,0.012065634245364838,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,GPNMB,classical,cluster,200,200.0,0.0,0.94,0.07222652011792614,0.08257506652114908,0.9,0.012065634245364838,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,GPNMB,classical,boot,200,200.0,0.0,0.925,0.06291292298214896,0.07002480553144719,0.9,0.012065634245364838,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,GPNMB,pp,iid,200,200.0,0.0,0.045,0.0011945246629476295,0.0012357770156608168,0.9,0.012065634245364838,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,GPNMB,pp,cluster,200,200.0,0.0,0.93,0.06447841352896327,0.06867872497308093,0.9,0.012065634245364838,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,GPNMB,pp,boot,200,200.0,0.0,0.915,0.0564487204376646,0.059046022656325955,0.9,0.012065634245364838,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,H3F3A,classical,iid,200,200.0,0.0,0.01,0.0042742774384611874,0.005448074536008735,0.9,0.097351965023583,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,H3F3A,classical,cluster,200,200.0,0.0,0.805,0.21523329850898815,0.28497981278134643,0.9,0.097351965023583,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,H3F3A,classical,boot,200,200.0,0.0,0.795,0.18552786511152985,0.2400513241993851,0.9,0.097351965023583,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,H3F3A,pp,iid,200,200.0,0.0,0.03,0.0031508001064030748,0.0032681038377239124,0.9,0.097351965023583,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,H3F3A,pp,cluster,200,200.0,0.0,0.825,0.15743658168692115,0.17808596132544535,0.9,0.097351965023583,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,H3F3A,pp,boot,200,200.0,0.0,0.795,0.1367355898404426,0.15347270866446688,0.9,0.097351965023583,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HMOX1,classical,iid,200,200.0,0.0,0.045,0.002928129545198803,0.003121979809951242,0.9,0.06025591996348885,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HMOX1,classical,cluster,200,200.0,0.0,0.935,0.1432568155204876,0.15921073614057712,0.9,0.06025591996348885,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HMOX1,classical,boot,200,200.0,0.0,0.89,0.12395899566060901,0.1342367326908873,0.9,0.06025591996348885,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HMOX1,pp,iid,200,200.0,0.0,0.05,0.0022885373489588434,0.0024112055845598203,0.9,0.06025591996348885,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HMOX1,pp,cluster,200,200.0,0.0,0.945,0.11753668012006425,0.12229632273691765,0.9,0.06025591996348885,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HMOX1,pp,boot,200,200.0,0.0,0.93,0.10204155454730461,0.10629659295825974,0.9,0.06025591996348885,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HNRNPK,classical,iid,200,200.0,0.0,0.025,0.004115598654721304,0.005171700371897903,0.9,0.13572769170648505,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HNRNPK,classical,cluster,200,200.0,0.0,0.8,0.20557283584548444,0.26821163203227183,0.9,0.13572769170648505,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HNRNPK,classical,boot,200,200.0,0.0,0.8,0.17762727015515242,0.22758002884549178,0.9,0.13572769170648505,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HNRNPK,pp,iid,200,200.0,0.0,0.04,0.0030137049953526474,0.0031927241838220766,0.9,0.13572769170648505,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HNRNPK,pp,cluster,200,200.0,0.0,0.815,0.15518317754765446,0.1806858853654749,0.9,0.13572769170648505,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HNRNPK,pp,boot,200,200.0,0.0,0.795,0.1350605810283912,0.15270404834949597,0.9,0.13572769170648505,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HSPA1A,classical,iid,200,200.0,0.0,0.035,0.0029197435411394833,0.003069276765524251,0.9,0.039663884779495694,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HSPA1A,classical,cluster,200,200.0,0.0,0.995,0.17807310571239243,0.179258348924961,0.9,0.039663884779495694,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HSPA1A,classical,boot,200,200.0,0.0,0.92,0.15597687030370644,0.15827971137298485,0.9,0.039663884779495694,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HSPA1A,pp,iid,200,200.0,0.0,0.035,0.002689751060343884,0.0027402874886493546,0.9,0.039663884779495694,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HSPA1A,pp,cluster,200,200.0,0.0,0.98,0.16582122276299083,0.16481501746148344,0.9,0.039663884779495694,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HSPA1A,pp,boot,200,200.0,0.0,0.905,0.14523457204924242,0.143619169666045,0.9,0.039663884779495694,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HTRA1,classical,iid,200,200.0,0.0,0.02,0.004018550665655869,0.00428061402034946,0.9,0.12089363312145575,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HTRA1,classical,cluster,200,200.0,0.0,0.96,0.21279667664500707,0.2189009749811559,0.9,0.12089363312145575,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HTRA1,classical,boot,200,200.0,0.0,0.94,0.18479198611458247,0.19114371138472303,0.9,0.12089363312145575,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HTRA1,pp,iid,200,200.0,0.0,0.015,0.003979054343824941,0.004265726217204863,0.9,0.12089363312145575,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HTRA1,pp,cluster,200,200.0,0.0,0.955,0.21132054060874167,0.21862262276828232,0.9,0.12089363312145575,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,HTRA1,pp,boot,200,200.0,0.0,0.925,0.1834304236714165,0.19000882550088888,0.9,0.12089363312145575,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IFI27,classical,iid,200,200.0,0.0,0.01,0.004062221452418009,0.004611592512539897,0.9,0.15644225573891782,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IFI27,classical,cluster,200,200.0,0.0,0.91,0.21308582693423297,0.24011038931103826,0.9,0.15644225573891782,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IFI27,classical,boot,200,200.0,0.0,0.91,0.18459123057651725,0.20219202524937402,0.9,0.15644225573891782,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IFI27,pp,iid,200,200.0,0.0,0.045,0.0033899193266328466,0.003580312830257948,0.9,0.15644225573891782,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IFI27,pp,cluster,200,200.0,0.0,0.905,0.178964916430021,0.19329248802207066,0.9,0.15644225573891782,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IFI27,pp,boot,200,200.0,0.0,0.88,0.1553236799561259,0.16361778214264106,0.9,0.15644225573891782,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IFI6,classical,iid,200,200.0,0.0,0.05,0.0033755401253107897,0.0036759741550483893,0.9,0.09147174769950663,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IFI6,classical,cluster,200,200.0,0.0,0.91,0.17529607953912246,0.188155105514693,0.9,0.09147174769950663,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IFI6,classical,boot,200,200.0,0.0,0.91,0.15192550711057515,0.16087057570314597,0.9,0.09147174769950663,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IFI6,pp,iid,200,200.0,0.0,0.045,0.0026620299741521862,0.002823158375982071,0.9,0.09147174769950663,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IFI6,pp,cluster,200,200.0,0.0,0.905,0.14225424979168105,0.1523618793833572,0.9,0.09147174769950663,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IFI6,pp,boot,200,200.0,0.0,0.905,0.12358787041078073,0.13001348664660184,0.9,0.09147174769950663,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IRF7,classical,iid,200,200.0,0.0,0.025,0.0013429615827013173,0.0015334717685759128,0.9,0.04614834634799429,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IRF7,classical,cluster,200,200.0,0.0,0.945,0.06689675219277479,0.07993790846683506,0.9,0.04614834634799429,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IRF7,classical,boot,200,200.0,0.0,0.865,0.05777897671244147,0.06841275613530531,0.9,0.04614834634799429,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IRF7,pp,iid,200,200.0,0.0,0.03,0.0011538814018475564,0.0012457210202178395,0.9,0.04614834634799429,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IRF7,pp,cluster,200,200.0,0.0,0.97,0.05925069283521127,0.06760495046344452,0.9,0.04614834634799429,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,IRF7,pp,boot,200,200.0,0.0,0.935,0.051417896631162814,0.058717807822025805,0.9,0.04614834634799429,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,ISG15,classical,iid,200,200.0,0.0,0.045,0.0018825059859682042,0.0024176695471526816,0.9,0.054931415298964094,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,ISG15,classical,cluster,200,200.0,0.0,0.91,0.09698204021565524,0.12347648631307867,0.9,0.054931415298964094,separate,11.0,ok
CCRCC_merged,CCRCC_merged,12,donor,hoptimus0,theta3,donor,ISG15,classical,boot,200,200.0,0.0,0.89,0.08365500827022647,0.10390881609035553,0.9,0.054931415298964094,separate,11.0,ok
