encoder,task,gene,random_minus_patient,blocked_minus_patient,novel_slide,same_patient_other_slide,replicate_leak,var_donor,var_slide,var_spot,frac_donor,frac_slide,n_donors,df_donor,donor_label_status,notes
hoptimus0,IDC,ADIPOQ,0.091013014,0.053839147,,,0.028121144,0.0637615457126839,0.0592496764015803,0.5256032182241677,0.0983042339905579,0.0913480686163342,3,2,contradicted;unverifiable,
hoptimus0,IDC,ANKRD30A,0.10154569,0.08791286,,,-0.04843855,0.0,5.563113736055632,2.325070671288995,0.0,0.7052464101721381,3,2,contradicted;unverifiable,
hoptimus0,IDC,AQP1,0.076695144,0.061529458,,,0.06281495,0.3761629115454603,0.4271923368486157,2.0785165898242464,0.1305272866603317,0.1482343285302796,3,2,contradicted;unverifiable,
hoptimus0,IDC,AQP3,0.244008,0.21165603,,,0.11523855,0.0,2.132359266265387,1.6042474808484506,0.0,0.5706672953776647,3,2,contradicted;unverifiable,
hoptimus0,IDC,CCR7,0.042543054,0.019645989,,,0.086879134,0.3873169150652942,0.0397105309183905,0.4759290836121828,0.4289430358719971,0.0439783418324286,3,2,contradicted;unverifiable,
hoptimus0,IDC,CD3E,0.049276173,0.030373156,,,0.10518682,1.023394553591029,0.2269352946184288,1.379023335068691,0.3892191281488898,0.0863084107763328,3,2,contradicted;unverifiable,
hoptimus0,IDC,CEACAM6,0.15049815,0.11807668,,,0.2514262,1.993600785673154,0.2442671810510441,1.442891438937013,0.5416275735400922,0.0663632566353964,3,2,contradicted;unverifiable,
hoptimus0,IDC,CEACAM8,0.08801603,0.0778054,,,0.05761563,0.192476775745518,0.0014985592203197,0.1848666909722235,0.5080660606988386,0.0039556308902347,3,2,contradicted;unverifiable,
hoptimus0,IDC,CLIC6,0.04304868,0.024424732,,,0.5300053,2.014193681567941,0.6223254081783323,3.9233559205887225,0.3070475700214723,0.0948684856339285,3,2,contradicted;unverifiable,
hoptimus0,IDC,CYTIP,0.082920015,0.063492596,,,0.10281658,0.6428426543762795,0.0055542658574182,0.972624891336488,0.3965663199519793,0.0034263979779754,3,2,contradicted;unverifiable,
hoptimus0,IDC,DST,0.10824722,0.096854925,,,0.057294846,0.4319731241615063,0.0291803325907097,2.488304357385726,0.1464584853836134,0.0098934565026957,3,2,contradicted;unverifiable,
hoptimus0,IDC,ERBB2,0.07287437,0.06441975,,,0.043709576,2.48630870499829,0.0005559388997321,3.7547033500305824,0.398346810836125,8.907039068915224e-05,3,2,contradicted;unverifiable,
hoptimus0,IDC,ESR1,0.18787128,0.16415131,,,0.44390786,0.4109217809894688,0.0938170227027528,2.981131044860202,0.1178821352610488,0.0269135185129508,3,2,contradicted;unverifiable,
