encoder,task,label_set,design,arm,fold,slide,n_genes,n_test,coverage,width_mean,sum_miss_above,sum_miss_below,abs_b_over_sy,b_over_sy_signed,log_w_ratio,w_star_over_w_hat,w_hat,calibration_unit,miss_asymmetry,shortfall,group,uses_test_labels,scope,n,r2,intercept,coef_level,t_level,p_level,share_level,coef_scale,t_scale,p_scale,share_scale,n_tasks,n_folds,mean_shortfall,mean_abs_b_over_sy,mean_miss_asymmetry,mean_w_star_over_w_hat,superseded_label_set
hoptimus0,LYMPH_IDC,shipped,donor,anchor_a1,Patient_6,NCBI683,50.0,4992.0,0.8424131944444445,2.6743605573867297,11.479767628205128,12.158253205128204,0.8998830477233783,-0.060502949462477223,-0.32932102691746773,0.7325717217436382,1.3371802786933646,donor,-0.02870314658350352,0.05758680555555551,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,LYMPH_IDC,shipped,donor,anchor_a1,Patient_7,NCBI682,50.0,4988.0,0.6207805399625769,1.7935515148874541,53.06916599839615,3.8137530072173216,0.8731514626352996,0.4885308002473522,0.5130050648107843,1.6646765318360055,0.8967757574437271,donor,0.8659086743828683,0.27921946003742315,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,LYMPH_IDC,shipped,donor,anchor_a1,Patient_8,NCBI681,50.0,4992.0,0.8794524572649572,2.7217923905910584,11.721153846153847,6.360977564102564,0.9297780835846694,-0.200956290196973,-0.1599611303832631,0.8375911870452416,1.3608961952955292,donor,0.29643498105599014,0.02054754273504278,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PAAD,shipped,donor,anchor_a1,TENX116,TENX116,50.0,2010.0,0.9030348258706468,3.0472415825801256,2.9323383084577115,1.9159203980099502,0.3287648763297675,0.15346353319962852,-0.0792155335654668,0.912663080667758,1.5236207912900628,donor,0.20964597229348386,-0.00303482587064674,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PAAD,shipped,donor,anchor_a1,TENX126,TENX126,50.0,1951.0,0.9192106611993849,3.4770683486763097,2.157867760123014,1.8815991799077396,0.5056370762360192,0.19166791813891831,-0.09334394102800779,0.8741234379993298,1.7385341743381548,donor,0.0683923359979698,-0.01921066119938486,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PAAD,shipped,donor,anchor_a1,TENX140,TENX140,50.0,3610.0,0.8504819944598339,2.7852722185547947,4.610803324099723,2.865096952908587,0.4462871237286754,-0.03994854281575597,0.07681454069522084,1.0930560044578395,1.3926361092773973,donor,0.23351119015858904,0.049518005540166166,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient1,MEND154,50.0,2736.0,0.8063011695906432,1.903896768125807,21.84722222222222,7.207602339181286,0.3073280153187056,0.13540945471340765,0.2370327333096597,1.2685753078740254,0.9519483840629035,slide,0.5038619266862908,0.09369883040935678,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient1,MEND156,50.0,3554.0,0.7174451322453573,1.9038967681258112,33.51631963984243,8.866910523353967,0.27828937508456764,0.2539020243135223,0.6287737415536907,1.939045729232459,0.9519483840629056,slide,0.5815840138086703,0.1825548677546427,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient1,MEND157,50.0,3190.0,0.8124576802507837,1.9038967681258085,20.103448275862068,8.027899686520376,0.2293194493288786,0.0761752687218751,0.2234528030713168,1.2632086624645331,0.9519483840629043,slide,0.4292559533759012,0.08754231974921634,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient1,MEND158,50.0,3092.0,0.8069793014230272,1.9038967681258077,7.994178525226391,20.958926261319533,0.45413626737801926,-0.2664915643795575,0.19601567587593055,1.280871088331942,0.9519483840629038,slide,-0.4477843682629044,0.09302069857697282,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient1,MEND159,50.0,3856.0,0.827304633471646,1.9038967681258134,9.118775933609959,16.785529045643155,0.7364530766511124,-0.3087242496217472,0.07662033457554651,1.1567256748487416,0.9519483840629067,slide,-0.2959644398169933,0.07269536652835407,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient1,MEND160,50.0,4079.0,0.8325226771267468,1.903896768125815,3.6084824711939203,21.513115959794067,0.7406062686601338,-0.4015126032703174,0.11547560007623808,1.1667125884368783,0.9519483840629075,slide,-0.7127187204184599,0.06747732287325325,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient1,MEND161,50.0,2775.0,0.7384000000000001,1.9038967681258065,28.361801801801803,10.878198198198199,0.2368660709398388,0.13176467984648693,0.36768362240932123,1.4595094313829957,0.9519483840629033,slide,0.4455556473905098,0.16159999999999997,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient1,MEND162,50.0,2609.0,0.9601482049316468,1.903896768125807,2.628593330778076,3.3491759294748946,0.4310361848184054,-0.17691264202687632,-0.41207755984478195,0.6871050942224108,0.9519483840629035,slide,-0.1205437291613234,-0.06014820493164674,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND139,50.0,3749.0,0.9173948608517827,2.6659805088158133,8.72952787409976,3.6612429981328356,0.3818196688578592,0.1502761113585216,-0.13127576229753668,0.844356928778724,1.3329902544079066,slide,0.40903709125352505,-0.017394860851782656,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND140,50.0,1935.0,0.9076761412575365,2.665980508815807,13.514728682170542,0.3338501291989664,0.5736483773635435,0.38284900081238865,-0.07470595717838588,0.8901362542938899,1.3329902544079035,slide,0.9517856476471247,-0.007676141257536462,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND141,50.0,1794.0,0.9339650687476774,2.6659805088158075,9.786510590858416,0.11872909698996656,0.4578922760439884,0.274051323775071,-0.20382935680590242,0.7859774837302691,1.3329902544079038,slide,0.9760270118176703,-0.03396506874767735,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND142,50.0,2997.0,0.9357357357357359,2.6659805088158133,9.393393393393394,0.24624624624624625,0.5220493818815695,0.2786890531001106,-0.21001660541658754,0.7787415535215313,1.3329902544079066,slide,0.9489096573208724,-0.03573573573573585,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND143,50.0,3816.0,0.9448759608665269,2.6659805088158133,8.191037735849056,0.07756813417190776,0.6398075541180188,0.2237738756724953,-0.3519606493169602,0.6751393304153552,1.3329902544079066,slide,0.9812379171552624,-0.0448759608665269,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND144,50.0,4074.0,0.9436737031582393,2.665980508815811,8.413107511045656,0.035837015218458515,0.698649031883632,0.25201533156194234,-0.3317427514244729,0.6932242108909578,1.3329902544079055,slide,0.9915168066006217,-0.04367370315823926,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND145,50.0,1418.0,0.90054536906441,2.665980508815808,14.858956276445697,0.059238363892806775,0.6403575903491883,0.3408829948964345,-0.09108436619722507,0.8791390772647619,1.332990254407904,slide,0.9920582395764395,-0.0005453690644099396,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND146,50.0,1964.0,0.9381907671418872,2.665980508815807,9.188900203665987,0.08248472505091649,0.5931881288919081,0.25157140491800867,-0.282443527234519,0.7260200474977283,1.3329902544079035,slide,0.9822066011313088,-0.03819076714188718,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND147,50.0,2335.0,0.9423982869379015,2.6659805088158097,6.980728051391863,1.6595289079229123,0.38143439043326616,0.03508000284507977,-0.2467277735991167,0.7555988337603458,1.3329902544079049,slide,0.6158612143742255,-0.042398286937901486,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND148,50.0,1633.0,0.9799795876709533,2.665980508815808,2.5419473361910594,0.46111451316595226,0.45269098641962463,-0.03499403000486127,-0.6113823863361386,0.5384022398277655,1.332990254407904,slide,0.6929037520391518,-0.07997958767095326,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND149,50.0,1851.0,0.93068251395642,2.6659805088158075,10.239870340356564,0.157752566180443,0.750098567234186,0.38483965428203853,-0.16641626506047472,0.820295123657911,1.3329902544079038,slide,0.9696560324223215,-0.030682513956419966,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND150,50.0,1751.0,0.8637350085665334,2.6659805088158075,19.883495145631066,0.5562535693889206,0.685407530488707,0.5176916100564248,0.034112126832994576,1.0241410783632119,1.3329902544079038,slide,0.9455713886560491,0.03626499143346662,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND151,50.0,2600.0,0.9521512820512821,2.6659805088158115,4.241538461538462,2.935769230769231,0.2860859298480963,0.051224892468665434,-0.2633711111104163,0.7409705084242484,1.3329902544079058,slide,0.18193022881946308,-0.052151282051282055,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND152,50.0,3082.0,0.9250248756218906,2.6659805088158133,7.357884490590526,3.8883841661258924,0.4227364404779925,0.031048747459651065,-0.17212830694246137,0.8350017783409647,1.3329902544079066,slide,0.30850235134589304,-0.025024875621890597,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,PRAD,shipped,donor,anchor_a1,PRAD_patient2,MEND153,50.0,1820.0,0.917978021978022,2.6659805088158075,7.65,4.653296703296704,0.3944962324550963,0.021410886190821043,-0.1575536591146269,0.8295553861528815,1.3329902544079038,slide,0.2435691318327974,-0.017978021978022007,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,READ,shipped,donor,anchor_a1,READ_specimen1,ZEN48,50.0,2385.0,0.8990272536687631,2.0714998294823714,2.158909853249476,2.889727463312369,0.44884731290294405,-0.08380843864527435,-0.1430848495347754,0.8520208966078396,1.0357499147411857,slide,-0.14475541898513414,0.0009727463312368956,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,READ,shipped,donor,anchor_a1,READ_specimen1,ZEN49,50.0,2203.0,0.8929369042215162,2.0714998294823763,2.226963231956423,3.1261915569677714,0.5109571869847078,-0.1223520013282533,-0.1071922361154148,0.8838940063063062,1.0357499147411882,slide,-0.16798100568133642,0.007063095778483852,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,READ,shipped,donor,anchor_a1,READ_specimen7,ZEN36,50.0,1691.0,0.7376581904198699,1.2919095542832832,11.757539917208753,1.3595505617977528,0.4257138105923,0.16443161088361832,0.44372007994888685,1.607237209401012,0.6459547771416416,slide,0.7927054686443351,0.16234180958013011,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
hoptimus0,READ,shipped,donor,anchor_a1,READ_specimen7,ZEN40,50.0,2128.0,0.7941447368421052,1.291909554283281,6.3806390977443606,3.9121240601503757,0.5334073257932762,-0.08778449461562268,0.24776582806844072,1.3036276740655035,0.6459547771416405,slide,0.23983016025202028,0.10585526315789484,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT1,INT1,50.0,1084.0,0.7853997539975399,2.023307075202905,3.4280442804428044,28.7619926199262,1.2517655007505886,-0.3910138908805654,0.007489989295889983,1.037023065237165,1.0116535376014526,donor,-0.7870120937697026,0.1146002460024601,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT10,INT10,50.0,1983.0,0.8049789880652211,2.2389039357361598,27.433182047402926,1.8199697428139183,0.5136615170748563,0.38551492561850415,0.1655815063321152,1.2078104053170438,1.1194519678680799,donor,0.8755710320812289,0.09502101193477897,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT11,INT11,50.0,1439.0,0.863080843178133,2.104649447188839,13.567755385684503,6.970118137595552,0.4045649130223376,0.0627058742891849,0.02360052096462153,1.0346860306538341,1.0523247235944195,donor,0.3212424714082696,0.03691915682186697,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT12,INT12,50.0,1451.0,0.8939444061566735,2.291266076375865,4.0868366643694,11.821502412129565,0.596270167095208,-0.24106603687616893,-0.05057852498857325,0.9511147786698992,1.1456330381879325,donor,-0.4862019668154053,0.0060555938433265455,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT13,INT13,50.0,4359.0,0.9158201422344575,2.2381272738748965,11.652672631337463,0.9743060334939206,0.36653491508029984,0.15280184900317414,-0.12713213205843107,0.8900221066831115,1.1190636369374483,donor,0.8456786758961501,-0.01582014223445749,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT14,INT14,50.0,4562.0,0.970866578985825,2.188958550076028,3.5004384042086802,0.86957474791758,0.28246154581560834,-0.05999061391402873,-0.3492052974893819,0.7061509182632382,1.094479275038014,donor,0.6020264847512039,-0.07086657898582494,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT15,INT15,50.0,4940.0,0.9312456140350878,2.125363394090691,7.282793522267206,3.0303643724696356,0.4541920431566634,-0.03638349871879212,-0.18047187716834925,0.8374720474828222,1.0626816970453454,donor,0.4123304610673838,-0.031245614035087743,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT16,INT16,50.0,3206.0,0.9385901434809731,2.086823663244947,6.994697442295696,2.2167810355583284,0.3707375877529214,-0.015315588780958652,-0.23410699551022973,0.8158362298597909,1.0434118316224734,donor,0.5186915887850466,-0.038590143480973116,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT17,INT17,50.0,3585.0,0.9329019060901906,2.045113490093178,8.846861924686193,1.2178521617852163,0.35769283770904237,0.04008564588926895,-0.19603748273027796,0.8294501099340239,1.022556745046589,donor,0.7579956765146056,-0.032901906090190614,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT18,INT18,50.0,4915.0,0.8728789420142421,2.25315220938652,13.525127161749745,5.543031536113937,0.5457536314770457,0.09559723689504798,-0.053549958152285186,0.9687342209458059,1.12657610469326,donor,0.4186086214255228,0.027121057985757924,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT19,INT19,50.0,4948.0,0.9716127728375102,2.1703135984494866,2.8116410670978174,1.4464430072756669,0.30380592485486546,-0.0849310357146673,-0.3722150619486065,0.6898674209430528,1.0851567992247433,donor,0.32061322321894725,-0.07161277283751022,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT2,INT2,50.0,2580.0,0.9470077519379845,2.249886680093385,5.658139534883721,2.2906976744186047,0.4763657824598229,-0.06338923005140608,-0.24233992449784622,0.7977650213538746,1.1249433400466926,donor,0.4236395552954944,-0.047007751937984454,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT20,INT20,50.0,4860.0,0.9624170096021948,2.059923659431772,3.8209876543209877,1.8164609053497942,0.39090595737772776,-0.10658422093865186,-0.32204340810951426,0.7269354892647438,1.029961829715886,donor,0.3555733995182131,-0.06241700960219476,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT21,INT21,50.0,4975.0,0.9206927973199329,2.2958779688388296,9.292462311557788,2.6036180904522612,0.3584285782084934,0.028628518337004163,-0.18861121894196356,0.8371349087817803,1.1479389844194148,donor,0.5622729500025344,-0.0206927973199329,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT22,INT22,50.0,3829.0,0.8608897014015844,2.029555815210616,14.834160355184121,6.032384434578219,0.5562162384377288,0.0911360027091225,-0.02647914936411149,0.9908018040280048,1.014777907605308,donor,0.4218128113344514,0.03911029859841564,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT23,INT23,50.0,4755.0,0.8645383806519453,2.3074677222997297,18.89106203995794,1.428180862250263,0.7026234399528126,0.2635390021221799,-0.060360165245282066,0.9681150154028701,1.1537338611498649,donor,0.8594257798753857,0.035461619348054696,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT24,INT24,50.0,4510.0,0.92280118255728,2.145535817521096,10.147450110864744,1.4323725055432373,0.27496935142123263,0.0036225525975717887,-0.15054840825573346,0.8922419914369045,1.072767908760548,donor,0.7526089037817139,-0.02280118255728003,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT3,INT3,50.0,2007.0,0.95715661850191,2.4030907580728513,4.685600398604883,1.7409068261086198,0.44531132159154896,-0.04658036361096776,-0.34161116023212723,0.7240713356561701,1.2015453790364257,donor,0.4582105752829897,-0.057156618501910006,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT4,INT4,50.0,1349.0,0.9076352853965901,2.1518164484495474,1.9369903632320238,11.917716827279467,1.0882598319157493,-0.4012951354625438,-0.13784053385670678,0.9018809582982632,1.0759082242247737,donor,-0.7203852327447833,-0.007635285396590086,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT5,INT5,50.0,1186.0,0.26328274311410904,2.002151629469958,109.78077571669478,0.7268128161888702,2.0485299339264627,1.5647607691793726,0.8654340999072826,2.3906902213617487,1.001075814734979,donor,0.9868459202514841,0.636717256885891,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT6,INT6,50.0,1678.0,0.8732300357568533,2.2725719771030066,6.296185935637664,12.719308700834327,0.5789508736612599,-0.17682622200377035,-0.03347466544793299,0.9726983031482344,1.1362859885515033,donor,-0.33778362793029965,0.026769964243146704,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT7,INT7,50.0,2374.0,0.8369615276607695,2.0305777470954096,20.826453243470937,3.6293176074136477,0.6290302750011082,0.16577879803533443,0.03534423446486561,1.072547427557595,1.0152888735477048,donor,0.7031933583657722,0.06303847233923054,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT8,INT8,50.0,1949.0,0.7218505216350265,2.048446542580308,40.047716777834786,1.6747049769112365,0.7605037551400368,0.5072557785418075,0.2628369588145924,1.3285581075980644,1.024223271290154,donor,0.9197215834327386,0.17814947836497352,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT9,INT9,50.0,1696.0,0.866191037735849,2.3183857628576505,3.339622641509434,16.73172169811321,0.6913885793964044,-0.3057019805471003,-0.021751095564452295,0.9894277433856267,1.1591928814288253,donor,-0.6672248171322817,0.03380896226415098,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,COAD,shipped,donor,anchor_a1,COAD_Oliveira_P1,TENX149,50.0,3620.0,0.9061915285451196,4.036742845604634,4.203314917127072,9.867955801104973,0.4883477182424079,-0.37911244882508705,-0.09512282243961344,0.8951214570850131,2.018371422802317,donor,-0.402567827555067,-0.006191528545119618,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,COAD,shipped,donor,anchor_a1,COAD_Oliveira_P2,TENX148,50.0,3535.0,0.8295426685525695,3.5293642067812727,20.498161244695897,5.070438472418671,0.4947281880250239,0.38146456477439106,0.11823677232809353,1.1867363454067652,1.7646821033906364,donor,0.6033855175084362,0.0704573314474305,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,COAD,shipped,donor,anchor_a1,COAD_Oliveira_P5,TENX147,50.0,3417.0,0.8985620915032679,3.968627808194907,11.824407374890255,3.3912788996195493,0.24215137155133082,0.24601795214163175,-0.0579060671030798,0.903253175140357,1.9843139040974536,donor,0.5542391137098016,0.0014379084967320876,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,COAD,shipped,donor,anchor_a1,COAD_donor_TENX111,TENX111,50.0,5079.0,0.8412679661350659,3.459292741497662,11.797401063201418,12.012404016538689,1.0633200778074579,-0.1504341145548003,-0.01913752322358801,1.0785481171404256,1.729646370748831,donor,-0.009030017365417987,0.058732033864934086,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,IDC,audited,donor,anchor_a1,IDC_JanesickSample1,TENX95,50.0,7760.0,0.8895206185567011,6.717391020021386,4.29909793814433,1.2248711340206186,1.0920432188015432,1.0407160842696133,-0.17360970859776184,0.8513773676590329,3.358695510010693,donor,0.5565249848364671,0.010479381443298963,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,True
resnet50,IDC,audited,donor,anchor_a1,IDC_JanesickSample1,TENX99,50.0,20761.0,0.9176446221280286,6.717391020021234,1.8538124367805018,2.2639564568180726,1.0920945030587657,0.12365666371935374,-0.28352663287171975,0.74644673978739,3.358695510010617,donor,-0.09960345775479894,-0.01764462212802853,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,True
resnet50,IDC,audited,donor,anchor_a1,NCBI783,NCBI783,50.0,3005.0,0.7924392678868553,5.809595212231334,1.06955074875208,9.308485856905158,1.1974655508268444,-1.3493347682912602,0.052015718331774694,1.03956064212159,2.904797606115667,donor,-0.7938818700699031,0.10756073211314476,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,True
resnet50,IDC,audited,donor,anchor_a1,NCBI785,NCBI785,50.0,4010.0,0.831715710723192,5.13918040904157,6.503990024937655,1.9102244389027432,1.0426848897251155,0.4935331586424951,0.023517656501475286,1.0245301995980736,2.569590204520785,donor,0.5459529948727068,0.06828428927680807,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,True
resnet50,IDC,shipped,donor,anchor_a1,IDC_shipped_patient_1,TENX99,50.0,20761.0,0.8667796991153284,4.7820111019985445,4.197003997880642,15.786041134820096,1.188181277329117,-0.626514652096342,-0.1201211233438075,0.9160038162993758,2.3910055509992723,donor,-0.579943500101237,0.03322030088467165,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,IDC,shipped,donor,anchor_a1,IDC_shipped_patient_2,TENX95,50.0,7760.0,0.8987792096219931,5.186099729584811,13.578092783505154,1.6050257731958764,0.6454695323788946,0.657763985384774,-0.26679526688360655,0.8043268488743982,2.5930498647924054,donor,0.7885775880360886,0.0012207903780069307,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,IDC,shipped,donor,anchor_a1,NCBI783,NCBI783,50.0,3005.0,0.842216306156406,4.3514493936454395,13.13144758735441,10.536106489184693,0.547159375393999,0.060627010742281384,0.08117363024286232,1.0427048020499783,2.17572469682272,donor,0.10965818815820923,0.05778369384359405,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,IDC,shipped,donor,anchor_a1,NCBI785,NCBI785,50.0,4010.0,0.7598453865336658,4.449980089744766,31.421695760598503,4.601496259351621,1.0327425322700694,0.7074659843543646,0.18438307772149973,1.1496585544749174,2.224990044872383,donor,0.7445259011581622,0.14015461346633418,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,LYMPH_IDC,shipped,donor,anchor_a1,Patient_3,NCBI684,50.0,4992.0,0.8901095085470084,2.508397509354898,9.716145833333334,6.767427884615385,0.590042418591007,-0.051303119573537365,-0.17980807535048351,0.8263657301114029,1.254198754677449,donor,0.17888826774907032,0.00989049145299159,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,LYMPH_IDC,shipped,donor,anchor_a1,Patient_6,NCBI683,50.0,4992.0,0.8700801282051281,2.7317025819357785,10.976762820512821,8.511217948717949,0.9968433701031841,-0.13020926153028659,-0.35092694283704984,0.7257612042933863,1.3658512909678893,donor,0.12651617943341148,0.029919871794871877,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,LYMPH_IDC,shipped,donor,anchor_a1,Patient_7,NCBI682,50.0,4988.0,0.6273469660518578,1.8561653887544372,52.497995188452286,3.3999599037690458,0.9237263619238903,0.4495366481757328,0.5032122101004965,1.6296478292885694,0.9280826943772186,donor,0.8783511884053813,0.2726530339481422,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,LYMPH_IDC,shipped,donor,anchor_a1,Patient_8,NCBI681,50.0,4992.0,0.8996380876068376,2.811418664890455,11.938501602564102,3.1157852564102564,0.8075962567523742,-0.13609118115422342,-0.22566728047295867,0.7801249347937248,1.4057093324452274,donor,0.5860600657343217,0.0003619123931624113,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PAAD,shipped,donor,anchor_a1,TENX116,TENX116,50.0,2010.0,0.811273631840796,3.2353237266720436,8.958208955223881,0.47810945273631844,0.7438618915598344,0.6896103761590058,0.09172265863199906,1.1164123542659943,1.6176618633360218,donor,0.8986661042863923,0.08872636815920398,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PAAD,shipped,donor,anchor_a1,TENX126,TENX126,50.0,1951.0,0.938216299333675,4.127755819716823,1.105074320861097,1.9841107124551511,0.5169926345517477,0.04200867252958179,-0.19074184088283794,0.8348139503763622,2.0638779098584115,donor,-0.2845528455284553,-0.038216299333674986,A2b_anchor_a1,True,slide,,,,,,,,,,,,,,,,,,False
