task,label_set,design,score,stratum,stratum_value,agg_unit,n_cells,coverage_mean,coverage_sd,width_mean,width_median,detail,superseded_label_set
IDC,audited,patient,abs,gene,CD3E,cell_gene,48,0.7836030671993891,0.20803624430021525,3.5067311078310013,3.4475842714309692,,True
IDC,audited,patient,abs,gene,CEACAM6,cell_gene,48,0.7547999254117409,0.2580893457189264,5.024706517656644,5.035950660705566,,True
IDC,audited,patient,abs,gene,CEACAM8,cell_gene,48,0.826360447332263,0.17701238386179535,2.117535817126433,2.3605414628982544,,True
IDC,audited,patient,abs,gene,CLIC6,cell_gene,48,0.8244148014734188,0.14291430188952572,7.4607982486486435,7.788815498352051,,True
IDC,audited,patient,abs,gene,CYTIP,cell_gene,48,0.7625089371576905,0.2740395170564612,2.9176104217767715,3.090597629547119,,True
IDC,audited,patient,abs,gene,DST,cell_gene,48,0.8458568075050911,0.15352529265353732,2.9157700488964715,2.812492609024048,,True
IDC,audited,patient,abs,gene,ERBB2,cell_gene,48,0.7145891712668041,0.2806661092043027,4.738408491015434,4.575303554534912,,True
IDC,audited,patient,abs,gene,ESR1,cell_gene,48,0.8965408764779568,0.11045840926525602,5.203953171769778,5.093750715255737,,True
IDC,audited,patient,abs,gene,FASN,cell_gene,48,0.8566818659504255,0.1011009318172119,4.590994755427043,4.402119398117065,,True
IDC,audited,patient,abs,gene,GATA3,cell_gene,48,0.8701767350236574,0.12456270848689818,5.075649753212929,4.8614161014556885,,True
IDC,audited,patient,abs,gene,IL2RG,cell_gene,48,0.7690008608624339,0.2660733738724972,3.073384091258049,3.127131223678589,,True
IDC,audited,patient,abs,gene,IL7R,cell_gene,48,0.7813765316580733,0.23723985413815432,3.5821812649567923,3.634996175765991,,True
IDC,audited,patient,abs,gene,KIT,cell_gene,48,0.8737646378576756,0.06786546208032111,3.5693241705497107,3.501418948173523,,True
IDC,audited,patient,abs,gene,KLF5,cell_gene,48,0.7735405893375477,0.16204188552218965,3.4521752993265786,3.5869094133377075,,True
IDC,audited,patient,abs,gene,KRT14,cell_gene,48,0.859611081580321,0.08812632783224227,3.849409823616346,3.776063323020935,,True
IDC,audited,patient,abs,gene,KRT5,cell_gene,48,0.8924854720632235,0.08805188276363177,4.230853299299876,4.028731346130371,,True
IDC,audited,patient,abs,gene,KRT6B,cell_gene,48,0.8461956468721231,0.13814624195696884,3.318085258205732,3.436676502227783,,True
IDC,audited,patient,abs,gene,MMP1,cell_gene,48,0.8798836842179298,0.06192246810633333,3.4772111972173056,3.3490599393844604,,True
IDC,audited,patient,abs,gene,MMP12,cell_gene,48,0.8765696610013644,0.07317945243679622,2.065998174250126,2.060681700706482,,True
IDC,audited,patient,abs,gene,MS4A1,cell_gene,48,0.8860617789129416,0.07784466617345245,3.568011000752449,3.5874500274658203,,True
IDC,audited,patient,abs,gene,MUC6,cell_gene,48,0.8663995812336603,0.16010867620447758,5.201663325230281,5.776564359664917,,True
IDC,audited,patient,abs,gene,MYBPC1,cell_gene,48,0.5895965341478586,0.3030318973971881,7.70903064807256,6.923584699630737,,True
IDC,audited,patient,abs,gene,MYH11,cell_gene,48,0.8999337268372377,0.04319294248373826,3.833437164624532,3.6661041975021362,,True
IDC,audited,patient,abs,gene,MYLK,cell_gene,48,0.8683048598468304,0.08038571553942013,3.328981245557467,3.2595386505126953,,True
IDC,audited,patient,abs,gene,OPRPN,cell_gene,48,0.8606474188466867,0.1103084893167617,2.1904013554255166,2.2022534608840942,,True
IDC,audited,patient,abs,gene,OXTR,cell_gene,48,0.881960661460956,0.03795347370999318,2.609175994992256,2.608879804611206,,True
IDC,audited,patient,abs,gene,PIGR,cell_gene,48,0.9089674813052019,0.08759849535042236,3.0569217999776206,3.229176878929138,,True
IDC,audited,patient,abs,gene,PTGDS,cell_gene,48,0.8661547973752022,0.1110253048830056,5.196268950899442,4.951240539550781,,True
IDC,audited,patient,abs,gene,PTN,cell_gene,48,0.8521274675925573,0.11786816871101462,3.7059744546810784,3.5822579860687256,,True
IDC,audited,patient,abs,gene,PTPRC,cell_gene,48,0.7992645107830564,0.22979317648182124,3.0129379580418267,3.0592623949050903,,True
IDC,audited,patient,abs,gene,SCD,cell_gene,48,0.819297214349111,0.18069974320039403,4.7485970457394915,4.634846448898315,,True
IDC,audited,patient,abs,gene,SCGB2A1,cell_gene,48,0.7881493493914604,0.16583477279681652,3.446228255828222,3.3778717517852783,,True
IDC,audited,patient,abs,gene,SERHL2,cell_gene,48,0.8323860242962837,0.15118015749710362,6.40508929391702,7.100417852401733,,True
IDC,audited,patient,abs,gene,SERPINA3,cell_gene,48,0.7831210674097141,0.24451750651780257,7.392304241657257,7.702259302139282,,True
IDC,audited,patient,abs,gene,SFRP1,cell_gene,48,0.8395736689368883,0.10223395085536949,5.128586659828822,5.059518337249756,,True
IDC,audited,patient,abs,gene,SLAMF7,cell_gene,48,0.8178150684883198,0.1864906168151595,3.3051861375570297,3.376258611679077,,True
IDC,audited,patient,abs,gene,TACSTD2,cell_gene,48,0.8390732208887736,0.14007490664863756,3.989042028784752,3.9566570520401,,True
IDC,audited,patient,abs,gene,TCL1A,cell_gene,48,0.874320775270462,0.13490740333238654,2.952566921710968,3.2172024250030518,,True
IDC,audited,patient,abs,gene,TENT5C,cell_gene,48,0.6864235699176788,0.2164788868855469,4.250292564431827,4.5274128913879395,,True
IDC,audited,patient,abs,gene,TOP2A,cell_gene,48,0.8696957007050514,0.05611547051404803,3.4934221704800925,3.4774242639541626,,True
IDC,audited,patient,abs,gene,TPSAB1,cell_gene,48,0.7856955000509819,0.18621542309777395,4.27766111989816,4.1955413818359375,,True
IDC,audited,patient,abs,gene,TRAC,cell_gene,48,0.6959738706549009,0.2065460131383693,4.217325776815414,4.031047701835632,,True
IDC,audited,patient,abs,gene,VWF,cell_gene,48,0.8767816697557768,0.04868887825256558,4.115960876146953,3.9284145832061768,,True
IDC,audited,patient,scaled,gene,ABCC11,cell_gene,48,0.8365497812628746,0.1158737377698968,28.233855565388996,7.302866697311401,,True
IDC,audited,patient,scaled,gene,ADH1B,cell_gene,48,0.8696712044378122,0.08363539142136561,13.512723381320635,5.100437164306641,,True
IDC,audited,patient,scaled,gene,ADIPOQ,cell_gene,48,0.8904307372868061,0.07196675376792092,13.20531696577867,3.8696353435516357,,True
IDC,audited,patient,scaled,gene,ANKRD30A,cell_gene,48,0.6393856657668948,0.27417162560141983,33.8033057252566,10.048453330993652,,True
IDC,audited,patient,scaled,gene,AQP1,cell_gene,48,0.86036766320467,0.07049321160407387,6.640443439284961,4.741838693618774,,True
IDC,audited,patient,scaled,gene,AQP3,cell_gene,48,0.7584326571474472,0.20611701644876693,9.9096048027277,6.6272218227386475,,True
IDC,audited,patient,scaled,gene,CCR7,cell_gene,48,0.8438610173761845,0.142675843604056,16.384807402888935,3.558552384376526,,True
IDC,audited,patient,scaled,gene,CD3E,cell_gene,48,0.8039061985909939,0.16249200459060517,13.97017120818297,5.131134033203125,,True
IDC,audited,patient,scaled,gene,CEACAM6,cell_gene,48,0.777016726632913,0.2074274196200764,14.594528575738272,6.510353088378906,,True
IDC,audited,patient,scaled,gene,CEACAM8,cell_gene,48,0.837115648513039,0.13419543407936782,11.033194308479628,2.3468680381774902,,True
IDC,audited,patient,scaled,gene,CLIC6,cell_gene,48,0.8282752335071564,0.12943678360443553,12.869592070579529,10.563481330871582,,True
IDC,audited,patient,scaled,gene,CYTIP,cell_gene,48,0.8302766860773166,0.17105187282969803,17.988415136933327,4.118637800216675,,True
IDC,audited,patient,scaled,gene,DST,cell_gene,48,0.8551817468057076,0.13695309686418522,9.072972166041533,3.434848189353943,,True
IDC,audited,patient,scaled,gene,ERBB2,cell_gene,48,0.7571782047549883,0.22654092241554005,8.475914592544237,5.636961221694946,,True
IDC,audited,patient,scaled,gene,ESR1,cell_gene,48,0.8850530485312144,0.08991933438394303,6.907716199755669,6.310101509094238,,True
IDC,audited,patient,scaled,gene,FASN,cell_gene,48,0.8462621532380581,0.10642960683074927,30.225970953702927,5.417646884918213,,True
IDC,audited,patient,scaled,gene,GATA3,cell_gene,48,0.8537312559783459,0.15238346577614875,25.590061888098717,6.705337285995483,,True
IDC,audited,patient,scaled,gene,IL2RG,cell_gene,48,0.7881830415378014,0.2026943300723213,21.131960086524487,4.059938669204712,,True
IDC,audited,patient,scaled,gene,IL7R,cell_gene,48,0.8082198823491732,0.18805638328736016,14.078614071011543,4.4535722732543945,,True
IDC,audited,patient,scaled,gene,KIT,cell_gene,48,0.8423455686618885,0.12226543709776654,19.604366794228554,4.268484115600586,,True
IDC,audited,patient,scaled,gene,KLF5,cell_gene,48,0.8002573320021232,0.1557634528937662,6.112016913791497,4.063121795654297,,True
IDC,audited,patient,scaled,gene,KRT14,cell_gene,48,0.8611408484478792,0.11807941401243577,23.502017825841904,4.633887767791748,,True
IDC,audited,patient,scaled,gene,KRT5,cell_gene,48,0.864308400079608,0.11973939206218384,60.85003672540188,5.4257800579071045,,True
IDC,audited,patient,scaled,gene,KRT6B,cell_gene,48,0.8334352349241575,0.16088727870371594,12.495549537241459,3.9179781675338745,,True
IDC,audited,patient,scaled,gene,MMP1,cell_gene,48,0.8310956476877133,0.11753601029739308,51.17974196126064,3.7695735692977905,,True
IDC,audited,patient,scaled,gene,MMP12,cell_gene,48,0.8509872655073801,0.07603850649752662,14.891279210646948,2.436442017555237,,True
IDC,audited,patient,scaled,gene,MS4A1,cell_gene,48,0.8689559275905291,0.07023955889969444,8.336568598945936,3.922727346420288,,True
IDC,audited,patient,scaled,gene,MUC6,cell_gene,48,0.8531164396554232,0.18925858020552766,120.7343571682771,6.9496636390686035,,True
IDC,audited,patient,scaled,gene,MYBPC1,cell_gene,48,0.6240047638614973,0.25212116947351587,19.717381060123444,9.867056846618652,,True
IDC,audited,patient,scaled,gene,MYH11,cell_gene,48,0.8916222341358662,0.07462669818031037,26.826343456904095,4.516478776931763,,True
IDC,audited,patient,scaled,gene,MYLK,cell_gene,48,0.8480277818938097,0.0884638243496147,6.6046971182028456,3.688177704811096,,True
IDC,audited,patient,scaled,gene,OPRPN,cell_gene,48,0.8588285967707634,0.07423904642592025,25.261095864077408,3.4025375843048096,,True
IDC,audited,patient,scaled,gene,OXTR,cell_gene,48,0.867890531818072,0.060144375036047464,8.127666513125101,2.907039761543274,,True
IDC,audited,patient,scaled,gene,PIGR,cell_gene,48,0.8875165196756521,0.10581512321572997,27.624340516825516,4.4863433837890625,,True
IDC,audited,patient,scaled,gene,PTGDS,cell_gene,48,0.8633143777648608,0.11445370208899766,21.880125761032104,6.855231046676636,,True
IDC,audited,patient,scaled,gene,PTN,cell_gene,48,0.8606323835750421,0.12040935175152141,21.102278436223667,4.497267007827759,,True
IDC,audited,patient,scaled,gene,PTPRC,cell_gene,48,0.8455152300496896,0.1337365284713153,13.578359055022398,3.8032041788101196,,True
IDC,audited,patient,scaled,gene,SCD,cell_gene,48,0.8383416626602411,0.15601666904994546,40.11314285794894,6.59856915473938,,True
IDC,audited,patient,scaled,gene,SCGB2A1,cell_gene,48,0.8180589576562246,0.15914366955605308,36.949222219487034,5.0405802726745605,,True
IDC,audited,patient,scaled,gene,SERHL2,cell_gene,48,0.8491479679942131,0.15803051707573135,8.695903018116951,8.096031904220581,,True
IDC,audited,patient,scaled,gene,SERPINA3,cell_gene,48,0.8053745261083046,0.16051654532421492,34.717738856871925,9.478227615356445,,True
IDC,audited,patient,scaled,gene,SFRP1,cell_gene,48,0.826745248089234,0.13455865854119,46.830641239881516,6.258787155151367,,True
IDC,audited,patient,scaled,gene,SLAMF7,cell_gene,48,0.7893995412935814,0.21078248883701756,19.24611045916875,4.3346967697143555,,True
IDC,audited,patient,scaled,gene,TACSTD2,cell_gene,48,0.858660692969958,0.10976008254974552,30.61702706416448,4.627846956253052,,True
IDC,audited,patient,scaled,gene,TCL1A,cell_gene,48,0.8813377643624941,0.07800686219834618,28.212878378729027,5.2557244300842285,,True
IDC,audited,patient,scaled,gene,TENT5C,cell_gene,48,0.7234565472851197,0.18037312460568827,5.814056033889453,5.28202486038208,,True
IDC,audited,patient,scaled,gene,TOP2A,cell_gene,48,0.8558865450322628,0.0665242436699331,7.9159241716067,3.988148808479309,,True
IDC,audited,patient,scaled,gene,TPSAB1,cell_gene,48,0.7561369249597192,0.23370750775792315,249.05257866034904,6.190250635147095,,True
IDC,audited,patient,scaled,gene,TRAC,cell_gene,48,0.7491345175852379,0.17433204251035894,41.568666805823646,5.728468656539917,,True
IDC,audited,patient,scaled,gene,VWF,cell_gene,48,0.8685919443766276,0.06907838386976366,27.26680434246858,5.001661062240601,,True
IDC,audited,random,abs,gene,ABCC11,cell_gene,48,0.8693178755541643,0.007246429566477417,2.5275062769651413,2.4527876377105713,,True
IDC,audited,random,abs,gene,ADH1B,cell_gene,48,0.8682143017649651,0.005020062359115587,2.518948664267858,2.4798673391342163,,True
IDC,audited,random,abs,gene,ADIPOQ,cell_gene,48,0.8570713922381401,0.0035106406358400583,1.7595190480351448,1.7585757374763489,,True
IDC,audited,random,abs,gene,ANKRD30A,cell_gene,48,0.8694974643488725,0.0032347135341537956,2.556647782524427,2.4226908683776855,,True
IDC,audited,random,abs,gene,AQP1,cell_gene,48,0.9043777026236057,0.005827102428208649,3.0548142393430076,2.980112910270691,,True
IDC,audited,random,abs,gene,AQP3,cell_gene,48,0.8781624349455038,0.004268286664487013,2.420156866312027,2.337082028388977,,True
IDC,audited,random,abs,gene,CCR7,cell_gene,48,0.8482240835825602,0.00299891001891235,1.7126315409938495,1.695310652256012,,True
IDC,audited,random,abs,gene,CD3E,cell_gene,48,0.9054612380762895,0.00393326403615675,2.3807186583677926,2.3263837099075317,,True
IDC,audited,random,abs,gene,CEACAM6,cell_gene,48,0.878665262212356,0.007102026276801869,2.6014791379372277,2.5497517585754395,,True
IDC,audited,random,abs,gene,CEACAM8,cell_gene,48,0.8488957745333513,0.0047776409026863845,1.2967631320158641,1.2882831692695618,,True
IDC,audited,random,abs,gene,CLIC6,cell_gene,48,0.8884651213884354,0.006881375664733179,2.318784316380819,2.1792670488357544,,True
IDC,audited,random,abs,gene,CYTIP,cell_gene,48,0.9042210504412651,0.0040989050326276765,2.122257130841414,2.0844130516052246,,True
IDC,audited,random,abs,gene,DST,cell_gene,48,0.869902695218722,0.006958267480295502,1.464592049519221,1.4180161356925964,,True
IDC,audited,random,abs,gene,ERBB2,cell_gene,48,0.8643957401315371,0.0062402958900794,1.768254776795705,1.6868898272514343,,True
IDC,audited,random,abs,gene,ESR1,cell_gene,48,0.8592863827943802,0.003650049458070933,2.110213195284208,2.032653331756592,,True
IDC,audited,random,abs,gene,FASN,cell_gene,48,0.8709899572034677,0.005000324807878055,2.0524256552259126,1.9869348406791687,,True
IDC,audited,random,abs,gene,GATA3,cell_gene,48,0.8875085065762202,0.004198266031340562,2.0856853127479553,2.012127995491028,,True
IDC,audited,random,abs,gene,IL2RG,cell_gene,48,0.899364838997523,0.004938526773535415,2.1351675589879355,2.0988762378692627,,True
IDC,audited,random,abs,gene,IL7R,cell_gene,48,0.8963821542759737,0.0048485338627758424,2.412041808168093,2.380930781364441,,True
IDC,audited,random,abs,gene,KIT,cell_gene,48,0.8949782351652781,0.004338414418387183,2.895556405186653,2.886262893676758,,True
IDC,audited,random,abs,gene,KLF5,cell_gene,48,0.8885987574855486,0.003682524546862789,1.9803618639707565,1.9466222524642944,,True
IDC,audited,random,abs,gene,KRT14,cell_gene,48,0.8698289866248766,0.006595403035732288,2.5734436909357705,2.5453290939331055,,True
IDC,audited,random,abs,gene,KRT5,cell_gene,48,0.8468622888127962,0.006043964740815682,2.2386660327514014,2.230288505554199,,True
IDC,audited,random,abs,gene,KRT6B,cell_gene,48,0.8543546932439009,0.005633331275243465,2.084091621140639,2.090884208679199,,True
IDC,audited,random,abs,gene,MMP1,cell_gene,48,0.9100808327396711,0.0026328008974729417,2.889305825034777,2.865510106086731,,True
IDC,audited,random,abs,gene,MMP12,cell_gene,48,0.8868662926057974,0.003274023769862366,1.7227342252930005,1.72146338224411,,True
IDC,audited,random,abs,gene,MS4A1,cell_gene,48,0.8449024545649687,0.004412203616602143,2.12524821360906,2.106226325035095,,True
IDC,audited,random,abs,gene,MUC6,cell_gene,48,0.8544728221992651,0.005736105705182052,1.7916096597909927,1.7346701622009277,,True
IDC,audited,random,abs,gene,MYBPC1,cell_gene,48,0.8701419519881407,0.0038317129705899805,2.619039863348007,2.4479551315307617,,True
IDC,audited,random,abs,gene,MYH11,cell_gene,48,0.8817574692269167,0.008234441711622305,2.844616581996282,2.803807854652405,,True
IDC,audited,random,abs,gene,MYLK,cell_gene,48,0.8639599482218424,0.004468547382043235,2.100795532266299,2.0409107208251953,,True
IDC,audited,random,abs,gene,OPRPN,cell_gene,48,0.8428631698091825,0.004832165543244262,1.4947893420855205,1.490567922592163,,True
IDC,audited,random,abs,gene,OXTR,cell_gene,48,0.8817390265564123,0.004614370459597268,1.914171777665615,1.9145898818969727,,True
IDC,audited,random,abs,gene,PIGR,cell_gene,48,0.8511368284622828,0.004664641108013108,1.7127669577797253,1.7078033089637756,,True
IDC,audited,random,abs,gene,PTGDS,cell_gene,48,0.8990012270708879,0.0053648870078018985,2.9452020625273385,2.883117437362671,,True
IDC,audited,random,abs,gene,PTN,cell_gene,48,0.880250254025062,0.007010036555412313,2.5208695083856583,2.4847899675369263,,True
IDC,audited,random,abs,gene,PTPRC,cell_gene,48,0.8912280760705471,0.0033587600191207928,1.8891756236553192,1.8442501425743103,,True
IDC,audited,random,abs,gene,SCD,cell_gene,48,0.870492788652579,0.00431373398884375,2.2543398986260095,2.193475604057312,,True
IDC,audited,random,abs,gene,SCGB2A1,cell_gene,48,0.9304729389647642,0.0024807580735342924,2.7907520880301795,2.738311767578125,,True
IDC,audited,random,abs,gene,SERHL2,cell_gene,48,0.8444327947994074,0.01148057062358075,2.1981085389852524,2.117089033126831,,True
IDC,audited,random,abs,gene,SERPINA3,cell_gene,48,0.8883499863247076,0.0037085622409194223,3.193942666053772,3.066591262817383,,True
IDC,audited,random,abs,gene,SFRP1,cell_gene,48,0.8488471383849779,0.006005719519697022,2.5178006092707315,2.466984272003174,,True
IDC,audited,random,abs,gene,SLAMF7,cell_gene,48,0.883151096602281,0.0047417773847647305,2.36482601861159,2.3314138650894165,,True
IDC,audited,random,abs,gene,TACSTD2,cell_gene,48,0.8791739555696646,0.004782141032424566,2.0771624023715654,1.988986849784851,,True
IDC,audited,random,abs,gene,TCL1A,cell_gene,48,0.8275382270415624,0.004195661315363078,1.4231076041857402,1.4169734716415405,,True
IDC,audited,random,abs,gene,TENT5C,cell_gene,48,0.8685978402694067,0.005820881247553204,2.0334451024731,1.9983261823654175,,True
IDC,audited,random,abs,gene,TOP2A,cell_gene,48,0.8967984169721603,0.004246799916447396,2.6489427338043847,2.5963109731674194,,True
IDC,audited,random,abs,gene,TPSAB1,cell_gene,48,0.9284838375945886,0.003172019435740224,3.537904476126035,3.5227798223495483,,True
IDC,audited,random,abs,gene,TRAC,cell_gene,48,0.9115153141319752,0.0037664370348472176,2.427072286605835,2.380127787590027,,True
IDC,audited,random,abs,gene,VWF,cell_gene,48,0.90701749548316,0.003709465984682095,3.1994273215532303,3.1047369241714478,,True
IDC,audited,random,scaled,gene,ABCC11,cell_gene,48,0.8955417734881242,0.0041559274066317094,2.8501650393009186,2.745912790298462,,True
IDC,audited,random,scaled,gene,ADH1B,cell_gene,48,0.8897645473480225,0.003963697566281126,2.817500571409861,2.7694549560546875,,True
IDC,audited,random,scaled,gene,ADIPOQ,cell_gene,48,0.8932153470814228,0.003592393923045401,2.0517110799749694,2.0303322076797485,,True
IDC,audited,random,scaled,gene,ANKRD30A,cell_gene,48,0.891885889073213,0.0040093286199951545,2.896859402457873,2.7313414812088013,,True
IDC,audited,random,scaled,gene,AQP1,cell_gene,48,0.8877799212932587,0.0052666415586598275,3.1109222571055093,3.017149329185486,,True
IDC,audited,random,scaled,gene,AQP3,cell_gene,48,0.8905944575866064,0.004140029657445275,2.651202847560247,2.5314033031463623,,True
IDC,audited,random,scaled,gene,CCR7,cell_gene,48,0.8888281223674616,0.0037195666594429266,1.9835827027757962,1.956110954284668,,True
IDC,audited,random,scaled,gene,CD3E,cell_gene,48,0.887673158198595,0.004047959954539638,2.4052953074375787,2.3259634971618652,,True
IDC,audited,random,scaled,gene,CEACAM6,cell_gene,48,0.8954843506217003,0.0038745652442269745,2.873817279934883,2.8063783645629883,,True
IDC,audited,random,scaled,gene,CEACAM8,cell_gene,48,0.9048980971177419,0.0034128213968798067,1.592887170612812,1.5809130668640137,,True
IDC,audited,random,scaled,gene,CLIC6,cell_gene,48,0.8951665200293064,0.004669282635163293,2.4929574181636176,2.3123055696487427,,True
IDC,audited,random,scaled,gene,CYTIP,cell_gene,48,0.8877196672062079,0.003768212075122191,2.146802311142286,2.0840948820114136,,True
IDC,audited,random,scaled,gene,DST,cell_gene,48,0.8939807886878649,0.004793846949644701,1.7437041675051053,1.6484782099723816,,True
IDC,audited,random,scaled,gene,ERBB2,cell_gene,48,0.8953055714567503,0.003875094271896902,2.070039505759875,1.9886059165000916,,True
IDC,audited,random,scaled,gene,ESR1,cell_gene,48,0.8953184075653553,0.0033192782703639285,2.431941111882528,2.33255136013031,,True
IDC,audited,random,scaled,gene,FASN,cell_gene,48,0.8930515646934509,0.0039060047457193233,2.3093727429707847,2.2346959114074707,,True
IDC,audited,random,scaled,gene,GATA3,cell_gene,48,0.8921403648952643,0.004529858392062058,2.271026626229286,2.1732540130615234,,True
IDC,audited,random,scaled,gene,IL2RG,cell_gene,48,0.8873119043807188,0.003916588036886314,2.1914550960063934,2.1384772062301636,,True
IDC,audited,random,scaled,gene,IL7R,cell_gene,48,0.8892534598708153,0.004763056712577461,2.5088846683502197,2.461334466934204,,True
IDC,audited,random,scaled,gene,KIT,cell_gene,48,0.8906979908545812,0.0049707739906945944,3.0058430085579553,2.9852240085601807,,True
IDC,audited,random,scaled,gene,KLF5,cell_gene,48,0.8900665007531643,0.004090229396305926,2.1010064681371055,2.040325403213501,,True
IDC,audited,random,scaled,gene,KRT14,cell_gene,48,0.8992098396023115,0.004321432520293443,2.969069172938665,2.9360158443450928,,True
IDC,audited,random,scaled,gene,KRT5,cell_gene,48,0.9079372622072697,0.0036745859456329987,2.912708799044291,2.8283166885375977,,True
IDC,audited,random,scaled,gene,KRT6B,cell_gene,48,0.8981104791164398,0.005589476258868184,2.5909878263870874,2.566619038581848,,True
IDC,audited,random,scaled,gene,MMP1,cell_gene,48,0.890251395603021,0.005795980989485871,2.8112599502007165,2.7821335792541504,,True
IDC,audited,random,scaled,gene,MMP12,cell_gene,48,0.895713155468305,0.005119635810686474,2.0462136765321097,2.0332835912704468,,True
IDC,audited,random,scaled,gene,MS4A1,cell_gene,48,0.8998320947090784,0.004976968395835034,2.499028498927752,2.457157850265503,,True
IDC,audited,random,scaled,gene,MUC6,cell_gene,48,0.8920983100930849,0.003699404098791837,2.105586205919584,2.012551784515381,,True
IDC,audited,random,scaled,gene,MYBPC1,cell_gene,48,0.8943897671997547,0.004822129984988648,2.9736227045456567,2.7824357748031616,,True
IDC,audited,random,scaled,gene,MYH11,cell_gene,48,0.8931612322727839,0.004117793410320735,3.097489188114802,3.0148370265960693,,True
IDC,audited,random,scaled,gene,MYLK,cell_gene,48,0.893754548082749,0.003876862614411306,2.438466707865397,2.3699289560317993,,True
IDC,audited,random,scaled,gene,OPRPN,cell_gene,48,0.903669148683548,0.004462315799103539,2.0523336430390677,2.019478678703308,,True
IDC,audited,random,scaled,gene,OXTR,cell_gene,48,0.8898993382851282,0.0035722347903892468,2.0673037096858025,2.052137613296509,,True
IDC,audited,random,scaled,gene,PIGR,cell_gene,48,0.9037822112441063,0.0034193907260613773,2.1416681706905365,2.1114481687545776,,True
IDC,audited,random,scaled,gene,PTGDS,cell_gene,48,0.8888423480093479,0.004124145965305827,3.0317992915709815,2.977695345878601,,True
IDC,audited,random,scaled,gene,PTN,cell_gene,48,0.8908988287051519,0.004590451639708747,2.796315679947535,2.757722496986389,,True
IDC,audited,random,scaled,gene,PTPRC,cell_gene,48,0.8888709569970766,0.004883462257711559,2.0154596815506616,1.9628768563270569,,True
IDC,audited,random,scaled,gene,SCD,cell_gene,48,0.893833015114069,0.004400763671301074,2.577158043781916,2.4931150674819946,,True
IDC,audited,random,scaled,gene,SCGB2A1,cell_gene,48,0.889958622554938,0.003987197249304899,2.5283827980359397,2.469511032104492,,True
IDC,audited,random,scaled,gene,SERHL2,cell_gene,48,0.8947398749490579,0.0038534802633087718,2.653822436928749,2.5266594886779785,,True
IDC,audited,random,scaled,gene,SERPINA3,cell_gene,48,0.8946684499581655,0.0036720694007629714,3.429821660121282,3.2749481201171875,,True
IDC,audited,random,scaled,gene,SFRP1,cell_gene,48,0.8904762491583824,0.005127088781254809,2.974830945332845,2.9123045206069946,,True
IDC,audited,random,scaled,gene,SLAMF7,cell_gene,48,0.8890586532652378,0.004897202946286906,2.5422597974538803,2.5026795864105225,,True
IDC,audited,random,scaled,gene,TACSTD2,cell_gene,48,0.8946216143667698,0.003638104105581211,2.3124330590168634,2.206882119178772,,True
IDC,audited,random,scaled,gene,TCL1A,cell_gene,48,0.9142520514627298,0.0032093174167763206,1.9329877669612567,1.928267776966095,,True
IDC,audited,random,scaled,gene,TENT5C,cell_gene,48,0.889525176336368,0.004296183853021835,2.2978817224502563,2.2455928325653076,,True
IDC,audited,random,scaled,gene,TOP2A,cell_gene,48,0.8904374924798807,0.004541474060282168,2.774552265803019,2.723014235496521,,True
IDC,audited,random,scaled,gene,TPSAB1,cell_gene,48,0.8804875699182352,0.00497524822357121,3.1704405595858893,3.1216365098953247,,True
IDC,audited,random,scaled,gene,TRAC,cell_gene,48,0.8856780442098776,0.004589440202834092,2.390004431207975,2.3210572004318237,,True
IDC,audited,random,scaled,gene,VWF,cell_gene,48,0.8867532548805078,0.005475868646968044,3.2185891369978585,3.1333742141723633,,True
IDC,audited,slide_out,abs,gene,ABCC11,cell_gene,48,0.8347801727553209,0.1327585475720858,5.27140570183595,5.350633144378662,,True
IDC,audited,slide_out,abs,gene,ADH1B,cell_gene,48,0.8690869212150574,0.1399936223703772,4.508458559711774,4.382378339767456,,True
IDC,audited,slide_out,abs,gene,ADIPOQ,cell_gene,48,0.880090981721878,0.08480895907073822,2.773115428785483,2.785814046859741,,True
IDC,audited,slide_out,abs,gene,ANKRD30A,cell_gene,48,0.6773363351821899,0.31332556163611275,8.032441327969233,8.743584632873535,,True
IDC,audited,slide_out,abs,gene,AQP1,cell_gene,48,0.8789930331210295,0.07239819247670372,4.180328205227852,4.100270748138428,,True
IDC,audited,slide_out,abs,gene,AQP3,cell_gene,48,0.7104746991147598,0.27278474521825424,5.734130973617236,6.097939729690552,,True
IDC,audited,slide_out,abs,gene,CCR7,cell_gene,48,0.844116261228919,0.18858791342572304,2.834818827609221,3.04392147064209,,True
IDC,audited,slide_out,abs,gene,CD3E,cell_gene,48,0.8313585687428713,0.20288149886654733,4.096410969893138,4.202564716339111,,True
IDC,audited,slide_out,abs,gene,CEACAM6,cell_gene,48,0.7919636697818836,0.2737190860868298,5.85918157796065,6.041922092437744,,True
IDC,audited,slide_out,abs,gene,CEACAM8,cell_gene,48,0.8276771996170282,0.22138564856373685,2.742374079922835,3.188083052635193,,True
IDC,audited,slide_out,abs,gene,CLIC6,cell_gene,48,0.7631222872684399,0.26202198000376364,7.660243143637975,7.407365322113037,,True
IDC,audited,slide_out,abs,gene,CYTIP,cell_gene,48,0.7885361493875583,0.2840393194554905,3.502264673511187,3.553865671157837,,True
IDC,audited,slide_out,abs,gene,DST,cell_gene,48,0.8261371962726116,0.1959934082189661,3.056660676995913,3.120639681816101,,True
