task,label_set,encoder,design,score,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean
PRAD,shipped,hoptimus0,slide_out,abs,MEND148,predicted_value_decile,2,33228,32862,0.9889851932105453,2.100738525390625,0.31830570101737976
PRAD,shipped,hoptimus0,slide_out,abs,MEND148,predicted_value_decile,3,19819,19534,0.9856198597305615,2.0788886547088623,0.36946815252304077
PRAD,shipped,hoptimus0,slide_out,abs,MEND148,predicted_value_decile,4,11171,10934,0.9787843523408827,2.0514564514160156,0.4471968114376068
PRAD,shipped,hoptimus0,slide_out,abs,MEND148,predicted_value_decile,5,6888,6672,0.9686411149825784,2.041926145553589,0.555744469165802
PRAD,shipped,hoptimus0,slide_out,abs,MEND148,predicted_value_decile,6,5325,5044,0.9472300469483568,2.0092966556549072,0.6972315311431885
PRAD,shipped,hoptimus0,slide_out,abs,MEND148,predicted_value_decile,7,3815,3404,0.892267365661861,1.9582574367523193,0.846798837184906
PRAD,shipped,hoptimus0,slide_out,abs,MEND148,predicted_value_decile,8,2831,2145,0.7576827975980219,1.9328051805496216,1.0436292886734009
PRAD,shipped,hoptimus0,slide_out,abs,MEND148,predicted_value_decile,9,1854,1239,0.6682847896440129,1.9013519287109375,1.3111954927444458
PRAD,shipped,hoptimus0,slide_out,abs,MEND149,predicted_value_decile,0,61195,58067,0.9488847128033336,1.849459171295166,0.05129997804760933
PRAD,shipped,hoptimus0,slide_out,abs,MEND149,predicted_value_decile,1,51532,49799,0.9663704106186447,1.9200254678726196,0.2569378614425659
PRAD,shipped,hoptimus0,slide_out,abs,MEND149,predicted_value_decile,2,41061,39894,0.9715788704610214,2.0101444721221924,0.397452175617218
PRAD,shipped,hoptimus0,slide_out,abs,MEND149,predicted_value_decile,3,35167,34248,0.9738675462791822,2.028071880340576,0.4800071120262146
PRAD,shipped,hoptimus0,slide_out,abs,MEND149,predicted_value_decile,4,29464,28557,0.9692166711919631,1.9904435873031616,0.524315595626831
PRAD,shipped,hoptimus0,slide_out,abs,MEND149,predicted_value_decile,5,20352,19576,0.96187106918239,1.9417064189910889,0.5915355682373047
PRAD,shipped,hoptimus0,slide_out,abs,MEND149,predicted_value_decile,6,12972,12171,0.9382516188714154,1.951442837715149,0.7577012181282043
PRAD,shipped,hoptimus0,slide_out,abs,MEND149,predicted_value_decile,7,11376,10093,0.8872187060478199,1.939782977104187,0.9140198230743408
PRAD,shipped,hoptimus0,slide_out,abs,MEND149,predicted_value_decile,8,9367,7622,0.8137076972349738,1.9159616231918335,1.0819801092147827
PRAD,shipped,hoptimus0,slide_out,abs,MEND149,predicted_value_decile,9,5164,3755,0.72714949651433,1.852160096168518,1.366864800453186
PRAD,shipped,hoptimus0,slide_out,abs,MEND150,predicted_value_decile,0,17891,17064,0.9537756413839361,2.116325616836548,0.07631269097328186
PRAD,shipped,hoptimus0,slide_out,abs,MEND150,predicted_value_decile,1,24745,23709,0.9581329561527582,2.189854621887207,0.22727255523204803
PRAD,shipped,hoptimus0,slide_out,abs,MEND150,predicted_value_decile,2,24276,23196,0.9555116164112704,2.243135929107666,0.3435710668563843
PRAD,shipped,hoptimus0,slide_out,abs,MEND150,predicted_value_decile,3,22737,21622,0.9509609886968378,2.276366710662842,0.44850191473960876
PRAD,shipped,hoptimus0,slide_out,abs,MEND150,predicted_value_decile,4,21238,20241,0.9530558432997457,2.3273208141326904,0.5806528329849243
PRAD,shipped,hoptimus0,slide_out,abs,MEND150,predicted_value_decile,5,21624,20300,0.938771735109138,2.3438949584960938,0.7069945335388184
PRAD,shipped,hoptimus0,slide_out,abs,MEND150,predicted_value_decile,6,26656,24555,0.9211809723889556,2.313509941101074,0.8166979551315308
PRAD,shipped,hoptimus0,slide_out,abs,MEND150,predicted_value_decile,7,35218,31213,0.8862797433130786,2.273164749145508,0.9544108510017395
PRAD,shipped,hoptimus0,slide_out,abs,MEND150,predicted_value_decile,8,44808,38336,0.8555615068737725,2.2197670936584473,1.1171934604644775
PRAD,shipped,hoptimus0,slide_out,abs,MEND150,predicted_value_decile,9,23457,18706,0.7974591806283838,2.2001187801361084,1.3843101263046265
PRAD,shipped,hoptimus0,slide_out,abs,MEND151,predicted_value_decile,0,28741,28199,0.9811419226888417,2.1934070587158203,0.08282972872257233
PRAD,shipped,hoptimus0,slide_out,abs,MEND151,predicted_value_decile,1,33154,32819,0.98989563853532,2.1910107135772705,0.25747624039649963
PRAD,shipped,hoptimus0,slide_out,abs,MEND151,predicted_value_decile,2,32027,31644,0.9880413401192744,2.169034481048584,0.3498133718967438
PRAD,shipped,hoptimus0,slide_out,abs,MEND151,predicted_value_decile,3,30257,29883,0.9876392239812275,2.1597540378570557,0.4312777817249298
PRAD,shipped,hoptimus0,slide_out,abs,MEND151,predicted_value_decile,4,30586,30125,0.9849277447198065,2.1642823219299316,0.5189003944396973
PRAD,shipped,hoptimus0,slide_out,abs,MEND151,predicted_value_decile,5,34632,34059,0.9834546084546084,2.175684690475464,0.6226353049278259
PRAD,shipped,hoptimus0,slide_out,abs,MEND151,predicted_value_decile,6,44374,43581,0.982129174741966,2.175384044647217,0.7521936893463135
PRAD,shipped,hoptimus0,slide_out,abs,MEND151,predicted_value_decile,7,59905,58079,0.9695184041398881,2.1633288860321045,0.9090434908866882
PRAD,shipped,hoptimus0,slide_out,abs,MEND151,predicted_value_decile,8,63714,58110,0.9120444486298145,2.174333333969116,1.137447476387024
PRAD,shipped,hoptimus0,slide_out,abs,MEND151,predicted_value_decile,9,32610,27006,0.8281508739650414,2.228490114212036,1.5403436422348022
PRAD,shipped,hoptimus0,slide_out,abs,MEND152,predicted_value_decile,0,39541,36440,0.92157507397385,2.1149120330810547,0.08323279023170471
PRAD,shipped,hoptimus0,slide_out,abs,MEND152,predicted_value_decile,1,35431,32759,0.9245858146820581,2.1288907527923584,0.26768574118614197
PRAD,shipped,hoptimus0,slide_out,abs,MEND152,predicted_value_decile,2,33981,31351,0.9226038080103587,2.137096881866455,0.3727129101753235
PRAD,shipped,hoptimus0,slide_out,abs,MEND152,predicted_value_decile,3,35893,33139,0.9232719471763297,2.140918493270874,0.4617201089859009
PRAD,shipped,hoptimus0,slide_out,abs,MEND152,predicted_value_decile,4,43227,39821,0.9212066532491267,2.137455463409424,0.5324162840843201
PRAD,shipped,hoptimus0,slide_out,abs,MEND152,predicted_value_decile,5,58000,53814,0.9278275862068965,2.132303237915039,0.6102606654167175
PRAD,shipped,hoptimus0,slide_out,abs,MEND152,predicted_value_decile,6,74489,70161,0.9418974613701352,2.150747537612915,0.7370611429214478
PRAD,shipped,hoptimus0,slide_out,abs,MEND152,predicted_value_decile,7,70338,66033,0.9387955301543973,2.215712785720825,0.9420936703681946
PRAD,shipped,hoptimus0,slide_out,abs,MEND152,predicted_value_decile,8,49392,43534,0.8813977972141237,2.2971296310424805,1.2295846939086914
PRAD,shipped,hoptimus0,slide_out,abs,MEND152,predicted_value_decile,9,22008,16677,0.7577699018538713,2.277937889099121,1.5637298822402954
PRAD,shipped,hoptimus0,slide_out,abs,MEND153,predicted_value_decile,0,9356,9005,0.9624839675074818,2.3137614727020264,0.10159832239151001
PRAD,shipped,hoptimus0,slide_out,abs,MEND153,predicted_value_decile,1,10749,10428,0.9701367569076194,2.323603391647339,0.28721001744270325
PRAD,shipped,hoptimus0,slide_out,abs,MEND153,predicted_value_decile,2,11879,11477,0.966158767573028,2.330087423324585,0.3775418996810913
PRAD,shipped,hoptimus0,slide_out,abs,MEND153,predicted_value_decile,3,14153,13603,0.9611389811347417,2.2940564155578613,0.4414949119091034
PRAD,shipped,hoptimus0,slide_out,abs,MEND153,predicted_value_decile,4,19111,18169,0.9507090157500916,2.2525246143341064,0.5020173788070679
PRAD,shipped,hoptimus0,slide_out,abs,MEND153,predicted_value_decile,5,28782,27345,0.9500729622680842,2.1902260780334473,0.5621510148048401
PRAD,shipped,hoptimus0,slide_out,abs,MEND153,predicted_value_decile,6,45542,43033,0.9449079970137455,2.1817116737365723,0.6787951588630676
PRAD,shipped,hoptimus0,slide_out,abs,MEND153,predicted_value_decile,7,59654,56220,0.9424347068092668,2.2978265285491943,0.904803454875946
PRAD,shipped,hoptimus0,slide_out,abs,MEND153,predicted_value_decile,8,53209,50120,0.9419459114059652,2.533005475997925,1.2743173837661743
PRAD,shipped,hoptimus0,slide_out,abs,MEND153,predicted_value_decile,9,20565,18551,0.9020666180403598,2.5618011951446533,1.6888630390167236
PRAD,shipped,hoptimus0,slide_out,abs,MEND154,predicted_value_decile,0,36729,33296,0.9065316235127556,1.9560152292251587,0.06406372785568237
PRAD,shipped,hoptimus0,slide_out,abs,MEND154,predicted_value_decile,1,28229,26677,0.9450210776152184,2.0151281356811523,0.23726169764995575
PRAD,shipped,hoptimus0,slide_out,abs,MEND154,predicted_value_decile,2,25927,24749,0.9545647394607938,2.0345425605773926,0.33086371421813965
PRAD,shipped,hoptimus0,slide_out,abs,MEND154,predicted_value_decile,3,24872,23653,0.9509890640077195,2.0376505851745605,0.41801968216896057
PRAD,shipped,hoptimus0,slide_out,abs,MEND154,predicted_value_decile,4,24689,23410,0.9481955526752804,2.0402801036834717,0.5177880525588989
PRAD,shipped,hoptimus0,slide_out,abs,MEND154,predicted_value_decile,5,26964,25217,0.935209909508975,2.0363848209381104,0.6273926496505737
PRAD,shipped,hoptimus0,slide_out,abs,MEND154,predicted_value_decile,6,31568,28488,0.9024328433857071,2.0448620319366455,0.7623156905174255
PRAD,shipped,hoptimus0,slide_out,abs,MEND154,predicted_value_decile,7,40224,34382,0.8547633253778838,2.03153657913208,0.9265855550765991
PRAD,shipped,hoptimus0,slide_out,abs,MEND154,predicted_value_decile,8,57749,44603,0.7723596945401652,2.0095267295837402,1.149463415145874
PRAD,shipped,hoptimus0,slide_out,abs,MEND154,predicted_value_decile,9,113449,80974,0.7137480277481512,1.9314746856689453,1.6494190692901611
PRAD,shipped,hoptimus0,slide_out,abs,MEND156,predicted_value_decile,0,20940,18637,0.8900191021967526,1.9171009063720703,0.14374452829360962
PRAD,shipped,hoptimus0,slide_out,abs,MEND156,predicted_value_decile,1,28432,24834,0.8734524479459763,1.8768000602722168,0.25876307487487793
PRAD,shipped,hoptimus0,slide_out,abs,MEND156,predicted_value_decile,2,31982,27599,0.8629541617159653,1.8853241205215454,0.34451717138290405
PRAD,shipped,hoptimus0,slide_out,abs,MEND156,predicted_value_decile,3,36174,30232,0.8357383756289047,1.8954311609268188,0.42634785175323486
PRAD,shipped,hoptimus0,slide_out,abs,MEND156,predicted_value_decile,4,43594,34890,0.8003394962609534,1.907327651977539,0.5162243843078613
PRAD,shipped,hoptimus0,slide_out,abs,MEND156,predicted_value_decile,5,58147,44608,0.7671590967719745,1.906416654586792,0.6177285313606262
PRAD,shipped,hoptimus0,slide_out,abs,MEND156,predicted_value_decile,6,80041,58219,0.7273647255781412,1.8986544609069824,0.7549344897270203
PRAD,shipped,hoptimus0,slide_out,abs,MEND156,predicted_value_decile,7,92775,63514,0.6846025330099703,1.901899814605713,0.9313355684280396
PRAD,shipped,hoptimus0,slide_out,abs,MEND156,predicted_value_decile,8,89105,52500,0.58919252567196,1.92969810962677,1.1625418663024902
PRAD,shipped,hoptimus0,slide_out,abs,MEND156,predicted_value_decile,9,51910,31301,0.6029859371989983,1.8899188041687012,1.4089998006820679
PRAD,shipped,hoptimus0,slide_out,abs,MEND157,predicted_value_decile,0,16986,16210,0.9543153184975862,1.8975640535354614,0.06587386131286621
PRAD,shipped,hoptimus0,slide_out,abs,MEND157,predicted_value_decile,1,28164,26876,0.9542678596790228,1.8832850456237793,0.22640621662139893
PRAD,shipped,hoptimus0,slide_out,abs,MEND157,predicted_value_decile,2,35082,33559,0.9565874237500712,1.883327841758728,0.3295424282550812
PRAD,shipped,hoptimus0,slide_out,abs,MEND157,predicted_value_decile,3,39413,37534,0.9523253748763099,1.893626093864441,0.4244159460067749
PRAD,shipped,hoptimus0,slide_out,abs,MEND157,predicted_value_decile,4,43101,40773,0.9459873320804622,1.9052038192749023,0.5193825960159302
PRAD,shipped,hoptimus0,slide_out,abs,MEND157,predicted_value_decile,5,47096,44023,0.9347502972651606,1.933963656425476,0.6404566168785095
PRAD,shipped,hoptimus0,slide_out,abs,MEND157,predicted_value_decile,6,53705,48243,0.8982962480215995,1.954910159111023,0.7896310091018677
PRAD,shipped,hoptimus0,slide_out,abs,MEND157,predicted_value_decile,7,63036,50909,0.8076178691541341,1.9441457986831665,0.9612578749656677
PRAD,shipped,hoptimus0,slide_out,abs,MEND157,predicted_value_decile,8,75534,50698,0.6711944289988614,1.8883106708526611,1.153004765510559
PRAD,shipped,hoptimus0,slide_out,abs,MEND157,predicted_value_decile,9,76383,47087,0.6164591597606798,1.800811767578125,1.477674961090088
PRAD,shipped,hoptimus0,slide_out,abs,MEND158,predicted_value_decile,0,116871,110368,0.9443574539449479,2.205082416534424,0.07262802124023438
PRAD,shipped,hoptimus0,slide_out,abs,MEND158,predicted_value_decile,1,58377,55090,0.9436935779502201,2.248741626739502,0.26345929503440857
PRAD,shipped,hoptimus0,slide_out,abs,MEND158,predicted_value_decile,2,40067,37323,0.9315147128559662,2.307088851928711,0.3742164373397827
PRAD,shipped,hoptimus0,slide_out,abs,MEND158,predicted_value_decile,3,33733,30691,0.9098212432929179,2.327467679977417,0.4663617014884949
PRAD,shipped,hoptimus0,slide_out,abs,MEND158,predicted_value_decile,4,34290,30609,0.8926509186351707,2.310349225997925,0.5375876426696777
PRAD,shipped,hoptimus0,slide_out,abs,MEND158,predicted_value_decile,5,39735,35301,0.8884107210268025,2.2889418601989746,0.6246366500854492
PRAD,shipped,hoptimus0,slide_out,abs,MEND158,predicted_value_decile,6,44795,40189,0.8971760241098337,2.2405972480773926,0.7445065975189209
PRAD,shipped,hoptimus0,slide_out,abs,MEND158,predicted_value_decile,7,42782,37222,0.8700388013650601,2.2018096446990967,0.897301197052002
PRAD,shipped,hoptimus0,slide_out,abs,MEND158,predicted_value_decile,8,35811,27495,0.7677808494596632,2.1833200454711914,1.075335144996643
PRAD,shipped,hoptimus0,slide_out,abs,MEND158,predicted_value_decile,9,17339,9802,0.5653151854201511,2.2136876583099365,1.3211044073104858
PRAD,shipped,hoptimus0,slide_out,abs,MEND159,predicted_value_decile,0,51201,46809,0.9142204253823167,1.9081069231033325,0.027036746963858604
