head,encoder,task,gene,pearson_mean
pca_ridge,hoptimus1,LYMPH_IDC,SHANK2,0.3756
pca_ridge,hoptimus1,LYMPH_IDC,ANO8,0.3718
pca_ridge,hoptimus1,LYMPH_IDC,CD22,0.3667
pca_ridge,hoptimus1,LYMPH_IDC,AKR1E2,0.3566
pca_ridge,hoptimus1,LYMPH_IDC,ANKS1B,0.3492
pca_ridge,hoptimus1,LYMPH_IDC,POLD3,0.3354
pca_ridge,hoptimus1,LYMPH_IDC,GTPBP3,0.3311
pca_ridge,hoptimus1,LYMPH_IDC,CD72,0.3282
pca_ridge,hoptimus1,LYMPH_IDC,NARS2,0.3271
pca_ridge,hoptimus1,LYMPH_IDC,CROT,0.3256
pca_ridge,hoptimus1,LYMPH_IDC,PATZ1,0.3207
pca_ridge,hoptimus1,LYMPH_IDC,CCNO,0.313
pca_ridge,hoptimus1,LYMPH_IDC,EPHB3,0.3099
pca_ridge,hoptimus1,LYMPH_IDC,MX1,0.3084
pca_ridge,hoptimus1,LYMPH_IDC,SERPINI1,0.3044
pca_ridge,hoptimus1,LYMPH_IDC,HAUS8,0.3007
pca_ridge,hoptimus1,LYMPH_IDC,SPP1,0.2869
pca_ridge,hoptimus1,LYMPH_IDC,MAPK8IP2,0.277
pca_ridge,hoptimus1,LYMPH_IDC,TCF7,0.2725
pca_ridge,hoptimus1,LYMPH_IDC,IGHV3-11,0.2661
pca_ridge,hoptimus1,LYMPH_IDC,SCRN1,0.2638
pca_ridge,hoptimus1,LYMPH_IDC,ZMAT5,0.2637
pca_ridge,hoptimus1,LYMPH_IDC,CXCL10,0.2576
pca_ridge,hoptimus1,LYMPH_IDC,IFI44L,0.2243
pca_ridge,hoptimus1,LYMPH_IDC,MYH11,0.2205
pca_ridge,hoptimus1,LYMPH_IDC,CXCL11,0.2111
pca_ridge,hoptimus1,LYMPH_IDC,DAPK1,0.2017
pca_ridge,hoptimus1,LYMPH_IDC,CLNS1A,0.201
pca_ridge,hoptimus1,LYMPH_IDC,CCL28,0.1976
pca_ridge,hoptimus1,LYMPH_IDC,SNCG,0.1946
pca_ridge,hoptimus1,LYMPH_IDC,TMEM64,0.1935
pca_ridge,hoptimus1,LYMPH_IDC,NUDT1,0.1882
pca_ridge,hoptimus1,LYMPH_IDC,MX2,0.1672
pca_ridge,hoptimus1,LYMPH_IDC,AREG,0.1663
pca_ridge,hoptimus1,LYMPH_IDC,IFIT2,0.1504
pca_ridge,hoptimus1,LYMPH_IDC,OASL,0.1304
pca_ridge,hoptimus1,LYMPH_IDC,IGLV9-49,0.1289
pca_ridge,hoptimus1,LYMPH_IDC,RSAD2,0.1204
pca_ridge,hoptimus1,LYMPH_IDC,CSTA,0.0994
pca_ridge,hoptimus1,LYMPH_IDC,HAAO,0.0848
pca_ridge,hoptimus1,LYMPH_IDC,IGHV6-1,0.0622
pca_ridge,hoptimus1,PAAD,EPCAM,0.872
pca_ridge,hoptimus1,PAAD,CD3E,0.7022
pca_ridge,hoptimus1,PAAD,IL7R,0.6907
pca_ridge,hoptimus1,PAAD,CD2,0.6891
pca_ridge,hoptimus1,PAAD,CD8A,0.6837
pca_ridge,hoptimus1,PAAD,CCL5,0.6581
pca_ridge,hoptimus1,PAAD,CXCL6,0.6519
pca_ridge,hoptimus1,PAAD,PTPRC,0.6485
pca_ridge,hoptimus1,PAAD,ANPEP,0.6401
pca_ridge,hoptimus1,PAAD,GZMK,0.6368
pca_ridge,hoptimus1,PAAD,CXCL2,0.5963
pca_ridge,hoptimus1,PAAD,CD79A,0.5753
pca_ridge,hoptimus1,PAAD,AIF1,0.5726
pca_ridge,hoptimus1,PAAD,MS4A1,0.5691
pca_ridge,hoptimus1,PAAD,IRF8,0.5647
pca_ridge,hoptimus1,PAAD,LIF,0.5591
pca_ridge,hoptimus1,PAAD,GZMA,0.541
pca_ridge,hoptimus1,PAAD,CXCR4,0.5391
pca_ridge,hoptimus1,PAAD,MKI67,0.5389
pca_ridge,hoptimus1,PAAD,SELL,0.5256
pca_ridge,hoptimus1,PAAD,CD27,0.5224
pca_ridge,hoptimus1,PAAD,GPR183,0.5213
pca_ridge,hoptimus1,PAAD,ACE2,0.5207
pca_ridge,hoptimus1,PAAD,CDK1,0.5181
pca_ridge,hoptimus1,PAAD,PLA2G7,0.5009
pca_ridge,hoptimus1,PAAD,UBE2C,0.5009
pca_ridge,hoptimus1,PAAD,CD14,0.4976
pca_ridge,hoptimus1,PAAD,ACTA2,0.4951
pca_ridge,hoptimus1,PAAD,FCGR3A,0.4937
pca_ridge,hoptimus1,PAAD,CPA3,0.4847
pca_ridge,hoptimus1,PAAD,BANK1,0.4796
pca_ridge,hoptimus1,PAAD,VSIG4,0.4727
pca_ridge,hoptimus1,PAAD,DERL3,0.4694
pca_ridge,hoptimus1,PAAD,CCR7,0.4638
pca_ridge,hoptimus1,PAAD,CCL19,0.46
pca_ridge,hoptimus1,PAAD,TNFRSF17,0.457
pca_ridge,hoptimus1,PAAD,DMBT1,0.4111
pca_ridge,hoptimus1,PAAD,CD19,0.4064
pca_ridge,hoptimus1,PAAD,CD1C,0.4025
pca_ridge,hoptimus1,PAAD,FOXP3,0.3828
pca_ridge,hoptimus1,PAAD,LILRA4,0.3546
pca_ridge,hoptimus1,PAAD,MARCO,0.334
pca_ridge,hoptimus1,PAAD,KLRC1,0.3291
pca_ridge,hoptimus1,PAAD,CXCL9,0.32
pca_ridge,hoptimus1,PAAD,TCL1A,0.3137
pca_ridge,hoptimus1,PAAD,HPGDS,0.3063
pca_ridge,hoptimus1,PAAD,CD1A,0.2978
pca_ridge,hoptimus1,PAAD,ESR1,0.2585
pca_ridge,hoptimus1,PAAD,CXCL10,0.2355
pca_ridge,hoptimus1,PAAD,PDCD1,0.1559
pca_ridge,hoptimus1,PRAD,SEC11C,0.6265
pca_ridge,hoptimus1,PRAD,XBP1,0.5693
pca_ridge,hoptimus1,PRAD,SPON2,0.5578
pca_ridge,hoptimus1,PRAD,AMD1,0.5406
pca_ridge,hoptimus1,PRAD,SNHG8,0.5214
pca_ridge,hoptimus1,PRAD,MPC2,0.5174
pca_ridge,hoptimus1,PRAD,COX5A,0.4874
pca_ridge,hoptimus1,PRAD,RPL37A,0.4697
pca_ridge,hoptimus1,PRAD,PERP,0.4645
pca_ridge,hoptimus1,PRAD,PDIA4,0.4528
pca_ridge,hoptimus1,PRAD,MT1X,0.4405
pca_ridge,hoptimus1,PRAD,PCBD1,0.4339
pca_ridge,hoptimus1,PRAD,COX17,0.4305
pca_ridge,hoptimus1,PRAD,RPS29,0.4254
pca_ridge,hoptimus1,PRAD,GLO1,0.4228
pca_ridge,hoptimus1,PRAD,ZFAS1,0.418
pca_ridge,hoptimus1,PRAD,SGK1,0.41
pca_ridge,hoptimus1,PRAD,MAOA,0.4068
pca_ridge,hoptimus1,PRAD,MT1E,0.4006
pca_ridge,hoptimus1,PRAD,COX7B,0.3987
pca_ridge,hoptimus1,PRAD,GNG5,0.3965
pca_ridge,hoptimus1,PRAD,RPN1,0.3896
pca_ridge,hoptimus1,PRAD,C1orf43,0.3864
pca_ridge,hoptimus1,PRAD,CAT,0.3779
pca_ridge,hoptimus1,PRAD,REXO2,0.3757
pca_ridge,hoptimus1,PRAD,TXNL4A,0.371
pca_ridge,hoptimus1,PRAD,EIF3H,0.367
pca_ridge,hoptimus1,PRAD,TMCO1,0.363
pca_ridge,hoptimus1,PRAD,HSPD1,0.3568
pca_ridge,hoptimus1,PRAD,HLA-DRA,0.3528
pca_ridge,hoptimus1,PRAD,SLIRP,0.3488
pca_ridge,hoptimus1,PRAD,SVIP,0.3468
pca_ridge,hoptimus1,PRAD,C8orf59,0.3426
pca_ridge,hoptimus1,PRAD,SNRPE,0.3337
pca_ridge,hoptimus1,PRAD,SELENOT,0.3307
pca_ridge,hoptimus1,PRAD,IMPDH2,0.33
pca_ridge,hoptimus1,PRAD,CCDC47,0.3281
pca_ridge,hoptimus1,PRAD,NUDT4,0.3211
pca_ridge,hoptimus1,PRAD,C6orf48,0.3151
pca_ridge,hoptimus1,PRAD,MRPL33,0.2999
pca_ridge,hoptimus1,PRAD,SPCS3,0.2994
pca_ridge,hoptimus1,PRAD,DNAJC3,0.2974
pca_ridge,hoptimus1,PRAD,SNHG9,0.2823
pca_ridge,hoptimus1,PRAD,EIF3E,0.271
pca_ridge,hoptimus1,PRAD,SRRM1,0.2462
pca_ridge,hoptimus1,PRAD,MIF,0.2349
pca_ridge,hoptimus1,PRAD,RSL24D1,0.2225
pca_ridge,hoptimus1,PRAD,NUCB2,0.2162
pca_ridge,hoptimus1,PRAD,SOD2,0.2096
pca_ridge,hoptimus1,PRAD,TOB1,0.1997
pca_ridge,hoptimus1,READ,CD177,0.6309
pca_ridge,hoptimus1,READ,CA2,0.6016
pca_ridge,hoptimus1,READ,GUCA2A,0.5494
pca_ridge,hoptimus1,READ,MMP28,0.495
pca_ridge,hoptimus1,READ,SLC26A3,0.4748
pca_ridge,hoptimus1,READ,CA1,0.469
pca_ridge,hoptimus1,READ,MT1M,0.4435
pca_ridge,hoptimus1,READ,PADI2,0.4421
pca_ridge,hoptimus1,READ,SECTM1,0.3828
pca_ridge,hoptimus1,READ,BTNL3,0.3818
pca_ridge,hoptimus1,READ,SMPDL3A,0.3409
pca_ridge,hoptimus1,READ,SLC26A2,0.3307
pca_ridge,hoptimus1,READ,ADAMDEC1,0.2922
pca_ridge,hoptimus1,READ,MT1F,0.2847
pca_ridge,hoptimus1,READ,ANGPTL2,0.2779
pca_ridge,hoptimus1,READ,APOC1,0.2703
pca_ridge,hoptimus1,READ,CLCA1,0.2632
pca_ridge,hoptimus1,READ,ITGB2,0.2519
pca_ridge,hoptimus1,READ,SPHK1,0.2422
pca_ridge,hoptimus1,READ,IGHG2,0.2156
pca_ridge,hoptimus1,READ,UBD,0.215
pca_ridge,hoptimus1,READ,MXI1,0.208
pca_ridge,hoptimus1,READ,EGLN3,0.2072
pca_ridge,hoptimus1,READ,LOX,0.2016
pca_ridge,hoptimus1,READ,EFEMP1,0.1955
pca_ridge,hoptimus1,READ,FRZB,0.1939
pca_ridge,hoptimus1,READ,CXCL9,0.1884
pca_ridge,hoptimus1,READ,CHI3L1,0.1866
pca_ridge,hoptimus1,READ,CCL21,0.185
pca_ridge,hoptimus1,READ,MMP7,0.1843
pca_ridge,hoptimus1,READ,LAMA3,0.1816
pca_ridge,hoptimus1,READ,HMOX1,0.1807
pca_ridge,hoptimus1,READ,P3H3,0.1806
pca_ridge,hoptimus1,READ,PDE9A,0.1792
pca_ridge,hoptimus1,READ,IGHG4,0.1751
pca_ridge,hoptimus1,READ,CXCL8,0.1704
pca_ridge,hoptimus1,READ,CLU,0.1638
pca_ridge,hoptimus1,READ,PTGDS,0.1517
pca_ridge,hoptimus1,READ,MMP9,0.1414
pca_ridge,hoptimus1,READ,CEMIP,0.1358
pca_ridge,hoptimus1,READ,SGK1,0.124
pca_ridge,hoptimus1,READ,PLAAT3,0.1201
pca_ridge,hoptimus1,READ,SPP1,0.1162
pca_ridge,hoptimus1,READ,CXCL10,0.1161
pca_ridge,hoptimus1,READ,ITIH5,0.107
pca_ridge,hoptimus1,READ,TSPAN9,0.0877
pca_ridge,hoptimus1,READ,CCL14,0.0874
pca_ridge,hoptimus1,READ,TPSB2,0.0646
pca_ridge,hoptimus1,READ,AC010883.3,0.0181
pca_ridge,hoptimus1,READ,PRRG3,-0.0044
pca_ridge,hoptimus1,SKCM,AQP3,0.8687
pca_ridge,hoptimus1,SKCM,VIM,0.8616
pca_ridge,hoptimus1,SKCM,KRTDAP,0.8607
pca_ridge,hoptimus1,SKCM,MAL2,0.851
pca_ridge,hoptimus1,SKCM,TYRP1,0.8441
pca_ridge,hoptimus1,SKCM,SERPINB5,0.8408
pca_ridge,hoptimus1,SKCM,LY6D,0.8306
pca_ridge,hoptimus1,SKCM,S100A14,0.8212
pca_ridge,hoptimus1,SKCM,SBSN,0.8191
pca_ridge,hoptimus1,SKCM,KRT17,0.8134
pca_ridge,hoptimus1,SKCM,KRT16,0.8119
pca_ridge,hoptimus1,SKCM,SLPI,0.8085
pca_ridge,hoptimus1,SKCM,DSP,0.8006
pca_ridge,hoptimus1,SKCM,LYZ,0.7956
pca_ridge,hoptimus1,SKCM,RHOV,0.7925
pca_ridge,hoptimus1,SKCM,CAPNS2,0.7696
pca_ridge,hoptimus1,SKCM,MIR205HG,0.7654
pca_ridge,hoptimus1,SKCM,COL17A1,0.7619
pca_ridge,hoptimus1,SKCM,BIRC3,0.7555
pca_ridge,hoptimus1,SKCM,WDFY4,0.7539
pca_ridge,hoptimus1,SKCM,LCK,0.7523
pca_ridge,hoptimus1,SKCM,SERPINB2,0.7418
pca_ridge,hoptimus1,SKCM,TP63,0.7397
pca_ridge,hoptimus1,SKCM,CD52,0.7369
pca_ridge,hoptimus1,SKCM,GZMK,0.7348
pca_ridge,hoptimus1,SKCM,DMKN,0.7318
pca_ridge,hoptimus1,SKCM,DSC1,0.7298
pca_ridge,hoptimus1,SKCM,KRT5,0.7209
pca_ridge,hoptimus1,SKCM,POSTN,0.7085
pca_ridge,hoptimus1,SKCM,ACER1,0.7004
pca_ridge,hoptimus1,SKCM,KRT2,0.6968
pca_ridge,hoptimus1,SKCM,AHNAK2,0.6908
pca_ridge,hoptimus1,SKCM,DEFB1,0.6899
pca_ridge,hoptimus1,SKCM,FGFBP1,0.6884
pca_ridge,hoptimus1,SKCM,LAMB3,0.6788
pca_ridge,hoptimus1,SKCM,CRABP2,0.6735
pca_ridge,hoptimus1,SKCM,ITM2A,0.6634
pca_ridge,hoptimus1,SKCM,IDO1,0.5922
pca_ridge,hoptimus1,SKCM,VWF,0.5782
pca_ridge,hoptimus1,SKCM,MMRN1,0.5129
pca_ridge,hoptimus1,SKCM,CCL19,0.5075
pca_ridge,hoptimus1,SKCM,HAPLN1,0.3669
pca_ridge,hoptimus1,SKCM,IL1B,0.3392
pca_ridge,hoptimus1,SKCM,MGP,0.3361
pca_ridge,hoptimus1,SKCM,SELE,0.3162
pca_ridge,hoptimus1,SKCM,MYH11,0.293
pca_ridge,hoptimus1,SKCM,TFF3,0.2918
pca_ridge,hoptimus1,SKCM,CD1B,0.2856
pca_ridge,hoptimus1,SKCM,CCL22,0.1277
pca_ridge,hoptimus1,SKCM,HBD,0.0931
pca_ridge,phikon,CCRCC,CPE,0.4195
pca_ridge,phikon,CCRCC,TMEM91,0.4043
pca_ridge,phikon,CCRCC,SLC39A14,0.3445
pca_ridge,phikon,CCRCC,CD109,0.3399
pca_ridge,phikon,CCRCC,SCARB1,0.3391
pca_ridge,phikon,CCRCC,VMP1,0.3382
pca_ridge,phikon,CCRCC,STK39,0.3278
pca_ridge,phikon,CCRCC,KRTCAP2,0.3208
pca_ridge,phikon,CCRCC,BTF3,0.3203
pca_ridge,phikon,CCRCC,DERL1,0.3187
pca_ridge,phikon,CCRCC,CKB,0.2954
pca_ridge,phikon,CCRCC,SEMA4B,0.2954
pca_ridge,phikon,CCRCC,PTGS1,0.2905
pca_ridge,phikon,CCRCC,HMOX1,0.2881
pca_ridge,phikon,CCRCC,HNRNPK,0.2809
pca_ridge,phikon,CCRCC,SLC15A4,0.2729
pca_ridge,phikon,CCRCC,YWHAE,0.2689
pca_ridge,phikon,CCRCC,NAMPT,0.2633
pca_ridge,phikon,CCRCC,H3F3A,0.258
pca_ridge,phikon,CCRCC,NOL3,0.2579
pca_ridge,phikon,CCRCC,LAPTM4B,0.2576
pca_ridge,phikon,CCRCC,CIB1,0.2555
pca_ridge,phikon,CCRCC,LY6E,0.2529
pca_ridge,phikon,CCRCC,BLVRB,0.2488
pca_ridge,phikon,CCRCC,NT5DC2,0.242
pca_ridge,phikon,CCRCC,NOTCH3,0.2359
pca_ridge,phikon,CCRCC,TFRC,0.2344
pca_ridge,phikon,CCRCC,CHST15,0.2286
pca_ridge,phikon,CCRCC,TRBC1,0.226
pca_ridge,phikon,CCRCC,FLNB,0.2252
pca_ridge,phikon,CCRCC,S100A9,0.2164
pca_ridge,phikon,CCRCC,EGFL7,0.2144
pca_ridge,phikon,CCRCC,LRRC41,0.2123
pca_ridge,phikon,CCRCC,PARP10,0.2121
pca_ridge,phikon,CCRCC,PXN,0.2027
pca_ridge,phikon,CCRCC,AKAP8,0.2013
pca_ridge,phikon,CCRCC,CPD,0.1971
pca_ridge,phikon,CCRCC,HTRA1,0.1969
pca_ridge,phikon,CCRCC,RXRA,0.1949
pca_ridge,phikon,CCRCC,GPNMB,0.1902
pca_ridge,phikon,CCRCC,IRF7,0.1714
pca_ridge,phikon,CCRCC,TM2D3,0.1629
pca_ridge,phikon,CCRCC,GADD45B,0.1593
pca_ridge,phikon,CCRCC,IFI27,0.1584
pca_ridge,phikon,CCRCC,ISG15,0.1566
pca_ridge,phikon,CCRCC,CD14,0.1431
pca_ridge,phikon,CCRCC,IFI6,0.1388
pca_ridge,phikon,CCRCC,TP53INP1,0.1348
pca_ridge,phikon,CCRCC,DNAJB12,0.1164
pca_ridge,phikon,CCRCC,HSPA1A,0.0843
pca_ridge,phikon,COAD,TYMS,0.7762
pca_ridge,phikon,COAD,CCL20,0.5436
pca_ridge,phikon,COAD,CCR7,0.5235
pca_ridge,phikon,COAD,CEACAM6,0.5222
pca_ridge,phikon,COAD,MS4A1,0.4898
pca_ridge,phikon,COAD,SPIB,0.4756
pca_ridge,phikon,COAD,BANK1,0.442
pca_ridge,phikon,COAD,CXCL13,0.44
pca_ridge,phikon,COAD,RETNLB,0.4385
pca_ridge,phikon,COAD,DMBT1,0.4243
pca_ridge,phikon,COAD,CXCL10,0.4135
pca_ridge,phikon,COAD,FCRL1,0.4119
pca_ridge,phikon,COAD,COL11A1,0.4078
pca_ridge,phikon,COAD,MS4A12,0.3858
pca_ridge,phikon,COAD,TCL1A,0.3521
pca_ridge,phikon,COAD,PI3,0.3486
pca_ridge,phikon,COAD,HEPACAM2,0.3466
pca_ridge,phikon,COAD,LCN2,0.332
pca_ridge,phikon,COAD,GUCA2B,0.323
pca_ridge,phikon,COAD,UGT2B17,0.3123
pca_ridge,phikon,COAD,IL1B,0.3096
pca_ridge,phikon,COAD,TMIGD1,0.3044
pca_ridge,phikon,COAD,OLFM4,0.2937
pca_ridge,phikon,COAD,CLCA1,0.2873
pca_ridge,phikon,COAD,AREG,0.2815
pca_ridge,phikon,COAD,DUOX2,0.2755
pca_ridge,phikon,COAD,NXPE4,0.2536
pca_ridge,phikon,COAD,OTOP2,0.2526
pca_ridge,phikon,COAD,INSL5,0.2483
pca_ridge,phikon,COAD,CHI3L2,0.2457
pca_ridge,phikon,COAD,CHGB,0.2307
pca_ridge,phikon,COAD,CLCA4,0.2104
pca_ridge,phikon,COAD,CD177,0.1749
pca_ridge,phikon,COAD,GCG,0.1655
pca_ridge,phikon,COAD,CEACAM7,0.1593
pca_ridge,phikon,COAD,AQP8,0.1542
pca_ridge,phikon,COAD,CTSE,0.1524
pca_ridge,phikon,COAD,ITLN1,0.1433
pca_ridge,phikon,COAD,CALB2,0.1262
pca_ridge,phikon,COAD,CA4,0.0976
pca_ridge,phikon,COAD,PRPH,0.0898
pca_ridge,phikon,COAD,MMP1,0.0819
pca_ridge,phikon,COAD,SCGN,0.0797
pca_ridge,phikon,COAD,CA1,0.0684
pca_ridge,phikon,COAD,SLC26A3,0.0546
pca_ridge,phikon,COAD,GATA2,0.0446
pca_ridge,phikon,COAD,GUCA2A,-0.0072
pca_ridge,phikon,COAD,CHGA,-0.0284
pca_ridge,phikon,COAD,SCG2,-0.1364
pca_ridge,phikon,COAD,MMP3,-0.202
pca_ridge,phikon,HCC,TAGLN,0.2361
pca_ridge,phikon,HCC,IGKC,0.2124
pca_ridge,phikon,HCC,AEBP1,0.2109
pca_ridge,phikon,HCC,MYL9,0.18
pca_ridge,phikon,HCC,PRELP,0.1698
pca_ridge,phikon,HCC,MGP,0.137
pca_ridge,phikon,HCC,ELN,0.1247
pca_ridge,phikon,HCC,JAG1,0.1213
pca_ridge,phikon,HCC,ACTA2,0.1203
pca_ridge,phikon,HCC,SPARCL1,0.12
pca_ridge,phikon,HCC,LTBP2,0.1183
pca_ridge,phikon,HCC,TPM2,0.1128
pca_ridge,phikon,HCC,ETNPPL,0.0987
pca_ridge,phikon,HCC,CXCL10,0.0945
pca_ridge,phikon,HCC,AC092069.1,0.0936
pca_ridge,phikon,HCC,PPP1R14A,0.0925
pca_ridge,phikon,HCC,FBLN2,0.089
pca_ridge,phikon,HCC,MFAP4,0.0838
pca_ridge,phikon,HCC,S100A4,0.0832
pca_ridge,phikon,HCC,RND1,0.0771
pca_ridge,phikon,HCC,MUSTN1,0.0698
pca_ridge,phikon,HCC,IGLC2,0.0639
pca_ridge,phikon,HCC,FBLN5,0.0578
pca_ridge,phikon,HCC,GJA4,0.0574
pca_ridge,phikon,HCC,CCN1,0.0547
pca_ridge,phikon,HCC,HAMP,0.0543
pca_ridge,phikon,HCC,ASPM,0.0525
pca_ridge,phikon,HCC,TRBC2,0.051
pca_ridge,phikon,HCC,PHKG1,0.0479
pca_ridge,phikon,HCC,NDUFA4L2,0.0472
pca_ridge,phikon,HCC,HBB,0.0448
pca_ridge,phikon,HCC,IGHG1,0.0428
pca_ridge,phikon,HCC,IGFBP5,0.0421
pca_ridge,phikon,HCC,TSPAN13,0.0419
pca_ridge,phikon,HCC,MCAM,0.0359
pca_ridge,phikon,HCC,LRRC75A,0.0278
pca_ridge,phikon,HCC,CCL21,0.0263
pca_ridge,phikon,HCC,IGHM,0.0221
pca_ridge,phikon,HCC,CXCL9,0.021
pca_ridge,phikon,HCC,C11orf96,0.0181
pca_ridge,phikon,HCC,TCEAL9,0.016
pca_ridge,phikon,HCC,BEST1,0.0108
pca_ridge,phikon,HCC,RBP7,0.0065
pca_ridge,phikon,HCC,IGLC1,0.005
pca_ridge,phikon,HCC,PTGDS,0.0003
pca_ridge,phikon,HCC,CAVIN3,-0.0024
pca_ridge,phikon,HCC,PDE9A,-0.0201
pca_ridge,phikon,HCC,IGHA1,-0.0507
pca_ridge,phikon,HCC,CYP2E1,-0.1612
pca_ridge,phikon,HCC,PDZK1IP1,-0.2424
pca_ridge,phikon,IDC,TACSTD2,0.8706
pca_ridge,phikon,IDC,GATA3,0.8288
pca_ridge,phikon,IDC,FASN,0.8135
pca_ridge,phikon,IDC,ERBB2,0.7964
pca_ridge,phikon,IDC,PTPRC,0.7279
pca_ridge,phikon,IDC,SERHL2,0.7213
pca_ridge,phikon,IDC,ABCC11,0.7159
pca_ridge,phikon,IDC,SCD,0.7115
pca_ridge,phikon,IDC,CD3E,0.7113
pca_ridge,phikon,IDC,KLF5,0.7068
pca_ridge,phikon,IDC,TOP2A,0.7031
pca_ridge,phikon,IDC,DST,0.6947
pca_ridge,phikon,IDC,IL2RG,0.6794
pca_ridge,phikon,IDC,CYTIP,0.6479
pca_ridge,phikon,IDC,IL7R,0.6373
pca_ridge,phikon,IDC,MYLK,0.6242
pca_ridge,phikon,IDC,ESR1,0.6226
pca_ridge,phikon,IDC,SLAMF7,0.622
pca_ridge,phikon,IDC,TRAC,0.6069
pca_ridge,phikon,IDC,CEACAM6,0.5908
pca_ridge,phikon,IDC,CCR7,0.5763
pca_ridge,phikon,IDC,CLIC6,0.5723
pca_ridge,phikon,IDC,TENT5C,0.5716
pca_ridge,phikon,IDC,SERPINA3,0.5635
pca_ridge,phikon,IDC,KRT5,0.5634
pca_ridge,phikon,IDC,KRT14,0.5453
pca_ridge,phikon,IDC,MS4A1,0.5336
pca_ridge,phikon,IDC,ANKRD30A,0.5309
pca_ridge,phikon,IDC,OXTR,0.5309
pca_ridge,phikon,IDC,PTN,0.5285
pca_ridge,phikon,IDC,AQP1,0.5261
pca_ridge,phikon,IDC,MYH11,0.5158
pca_ridge,phikon,IDC,VWF,0.5004
pca_ridge,phikon,IDC,ADIPOQ,0.4972
pca_ridge,phikon,IDC,KRT6B,0.4859
pca_ridge,phikon,IDC,PIGR,0.425
pca_ridge,phikon,IDC,SFRP1,0.4223
pca_ridge,phikon,IDC,SCGB2A1,0.4118
pca_ridge,phikon,IDC,AQP3,0.4041
pca_ridge,phikon,IDC,KIT,0.3882
pca_ridge,phikon,IDC,PTGDS,0.3878
pca_ridge,phikon,IDC,MYBPC1,0.3831
pca_ridge,phikon,IDC,TCL1A,0.3384
pca_ridge,phikon,IDC,CEACAM8,0.3073
pca_ridge,phikon,IDC,ADH1B,0.2578
pca_ridge,phikon,IDC,MMP12,0.2066
pca_ridge,phikon,IDC,OPRPN,0.2006
pca_ridge,phikon,IDC,MMP1,0.1981
pca_ridge,phikon,IDC,MUC6,0.1352
pca_ridge,phikon,IDC,TPSAB1,0.092
pca_ridge,phikon,LUNG,PTPRC,0.8743
pca_ridge,phikon,LUNG,MET,0.8414
pca_ridge,phikon,LUNG,CAPN8,0.8327
pca_ridge,phikon,LUNG,CD2,0.8263
pca_ridge,phikon,LUNG,GPRC5A,0.8057
pca_ridge,phikon,LUNG,PECAM1,0.7873
pca_ridge,phikon,LUNG,CTSK,0.7779
pca_ridge,phikon,LUNG,CXCR4,0.776
pca_ridge,phikon,LUNG,CDK1,0.7669
pca_ridge,phikon,LUNG,COL5A2,0.7553
pca_ridge,phikon,LUNG,MALL,0.7425
pca_ridge,phikon,LUNG,ACE2,0.7378
pca_ridge,phikon,LUNG,PLA2G7,0.7372
pca_ridge,phikon,LUNG,ALDH1A3,0.7339
pca_ridge,phikon,LUNG,CD163,0.721
pca_ridge,phikon,LUNG,TOP2A,0.6958
pca_ridge,phikon,LUNG,UBE2C,0.683
pca_ridge,phikon,LUNG,SNTN,0.6714
pca_ridge,phikon,LUNG,CCR7,0.6431
pca_ridge,phikon,LUNG,MZB1,0.6193
pca_ridge,phikon,LUNG,CD79A,0.6024
pca_ridge,phikon,LUNG,LIF,0.5867
pca_ridge,phikon,LUNG,FGFBP1,0.5704
pca_ridge,phikon,LUNG,MKI67,0.5658
pca_ridge,phikon,LUNG,MS4A1,0.5332
pca_ridge,phikon,LUNG,CD19,0.5256
pca_ridge,phikon,LUNG,CXCL9,0.52
pca_ridge,phikon,LUNG,SPIB,0.5187
pca_ridge,phikon,LUNG,CXCL10,0.4962
pca_ridge,phikon,LUNG,CNN1,0.4918
pca_ridge,phikon,LUNG,DNAAF1,0.4917
pca_ridge,phikon,LUNG,OGN,0.4849
pca_ridge,phikon,LUNG,MEDAG,0.4731
pca_ridge,phikon,LUNG,CD1A,0.4455
pca_ridge,phikon,LUNG,SRPX,0.4353
pca_ridge,phikon,LUNG,CCL19,0.4309
pca_ridge,phikon,LUNG,SOX2,0.3937
pca_ridge,phikon,LUNG,MCEMP1,0.3933
pca_ridge,phikon,LUNG,FCER1A,0.3689
pca_ridge,phikon,LUNG,INMT,0.3649
pca_ridge,phikon,LUNG,CD274,0.3496
pca_ridge,phikon,LUNG,CYP2A7,0.3463
pca_ridge,phikon,LUNG,PCSK2,0.3363
pca_ridge,phikon,LUNG,BBOX1,0.3351
pca_ridge,phikon,LUNG,MARCO,0.3324
pca_ridge,phikon,LUNG,TCL1A,0.3093
pca_ridge,phikon,LUNG,DMBT1,0.2341
pca_ridge,phikon,LUNG,SERPINB2,0.154
pca_ridge,phikon,LUNG,CTSG,0.1469
pca_ridge,phikon,LUNG,SNCG,0.0621
pca_ridge,phikon,LYMPH_IDC,CYP4Z1,0.4391
pca_ridge,phikon,LYMPH_IDC,FABP4,0.4134
pca_ridge,phikon,LYMPH_IDC,PDZK1IP1,0.4042
pca_ridge,phikon,LYMPH_IDC,PTRH2,0.3627
pca_ridge,phikon,LYMPH_IDC,ANKS1B,0.3594
pca_ridge,phikon,LYMPH_IDC,RSF1,0.3583
pca_ridge,phikon,LYMPH_IDC,SHANK2,0.3477
