key,value,unit,source,note
b2_spearman_widthratio_vs_gene_pearson_theta3_CCRCC_nL8_donor,-0.7039435985899649,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=3.04e-31"
b2_width_ratio_cluster_theta3_CCRCC_nL8_donor_hoptimus0,0.8679271059692268,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL8_donor_permuted,0.9831083700132018,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL8_donor_resnet50,0.886240855665479,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL8_donor_uni_v2,0.8394990852771619,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_CCRCC_nL8_spot,-0.6066466661666543,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=1.72e-21"
b2_width_ratio_cluster_theta3_CCRCC_nL8_spot_hoptimus0,0.7094737948618666,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL8_spot_permuted,0.7507953346187801,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL8_spot_resnet50,0.725791337153714,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL8_spot_uni_v2,0.7100604341048569,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_CCRCC_nL12_donor,-0.7131808295207381,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=2.23e-32"
b2_width_ratio_cluster_theta3_CCRCC_nL12_donor_hoptimus0,0.9040314997105322,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL12_donor_permuted,0.9875320952839979,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL12_donor_resnet50,0.9181969560430977,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL12_donor_uni_v2,0.8581266960556064,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_CCRCC_nL12_spot,-0.6091097277431936,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=1.07e-21"
b2_width_ratio_cluster_theta3_CCRCC_nL12_spot_hoptimus0,0.7883074493561957,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL12_spot_permuted,0.8188492856622025,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL12_spot_resnet50,0.7981467971483066,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL12_spot_uni_v2,0.7855403105541806,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_CCRCC_merged_nL6_donor,-0.6909202730068252,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=1.03e-29"
b2_width_ratio_cluster_theta3_CCRCC_merged_nL6_donor_hoptimus0,0.840860295674142,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL6_donor_permuted,0.9919898105403944,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL6_donor_resnet50,0.8547130542868174,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL6_donor_uni_v2,0.8240342307267318,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_CCRCC_merged_nL6_spot,-0.5992109802745069,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=7.03e-21"
b2_width_ratio_cluster_theta3_CCRCC_merged_nL6_spot_hoptimus0,0.6583748306872483,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL6_spot_permuted,0.7148916363383148,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL6_spot_resnet50,0.6822774232221299,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL6_spot_uni_v2,0.6614725165506005,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_CCRCC_merged_nL8_donor,-0.7170344258606467,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=7.25e-33"
b2_width_ratio_cluster_theta3_CCRCC_merged_nL8_donor_hoptimus0,0.8794440913955317,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL8_donor_permuted,0.994706434175484,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL8_donor_resnet50,0.8940390766076283,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL8_donor_uni_v2,0.8537812505553422,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_CCRCC_merged_nL8_spot,-0.6091412285307133,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=1.07e-21"
b2_width_ratio_cluster_theta3_CCRCC_merged_nL8_spot_hoptimus0,0.7152064695910384,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL8_spot_permuted,0.758969786212696,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL8_spot_resnet50,0.7308325579902945,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL8_spot_uni_v2,0.7156912525312836,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_CCRCC_merged_nL12_donor,-0.7181185301418568,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=5.27e-33"
b2_width_ratio_cluster_theta3_CCRCC_merged_nL12_donor_hoptimus0,0.9101699153144189,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL12_donor_permuted,0.9981994391186259,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL12_donor_resnet50,0.9198755958244856,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL12_donor_uni_v2,0.865636584281427,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_CCRCC_merged_nL12_spot,-0.6209810245256132,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=1.03e-22"
b2_width_ratio_cluster_theta3_CCRCC_merged_nL12_spot_hoptimus0,0.7948087341069708,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL12_spot_permuted,0.8275246663618965,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL12_spot_resnet50,0.8052644963224563,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_merged_nL12_spot_uni_v2,0.7969880836199696,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_IDC_nL2_donor,,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=nan"
b2_width_ratio_cluster_theta3_IDC_nL2_donor_hoptimus0,1.0,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_IDC_nL2_donor_permuted,1.0,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_IDC_nL2_donor_resnet50,1.0,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_IDC_nL2_donor_uni_v2,1.0,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_IDC_nL2_spot,-0.07882997074926874,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=0.267"
b2_width_ratio_cluster_theta3_IDC_nL2_spot_hoptimus0,0.9639870423149667,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_IDC_nL2_spot_permuted,0.8947835129978918,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_IDC_nL2_spot_resnet50,0.9422178135676479,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_IDC_nL2_spot_uni_v2,0.9747366727725388,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_LYMPH_IDC_nL2_donor,,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=nan"
b2_width_ratio_cluster_theta3_LYMPH_IDC_nL2_donor_hoptimus0,1.0,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_LYMPH_IDC_nL2_donor_permuted,1.0,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_LYMPH_IDC_nL2_donor_resnet50,1.0,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_LYMPH_IDC_nL2_donor_uni_v2,1.0,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_LYMPH_IDC_nL2_spot,0.06610965274131855,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=0.352"
b2_width_ratio_cluster_theta3_LYMPH_IDC_nL2_spot_hoptimus0,1.783109740604545,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_LYMPH_IDC_nL2_spot_permuted,2.0592447212351583,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_LYMPH_IDC_nL2_spot_resnet50,1.9082658922297542,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_LYMPH_IDC_nL2_spot_uni_v2,1.9263820449806526,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_nL1_donor_hoptimus0,,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_nL1_donor_permuted,,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_nL1_donor_resnet50,,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_nL1_donor_uni_v2,,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_nL1_spot_hoptimus0,,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_nL1_spot_permuted,,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_nL1_spot_resnet50,,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_nL1_spot_uni_v2,,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_PRAD_slidemask_nL4_spot,0.57395184879622,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=6.43e-19"
b2_width_ratio_cluster_theta3_PRAD_slidemask_nL4_spot_hoptimus0,1196775280102074.2,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_slidemask_nL4_spot_permuted,377198779548811.25,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_slidemask_nL4_spot_resnet50,1048910658577898.5,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_slidemask_nL4_spot_uni_v2,1193136852323458.0,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_PRAD_slidemask_nL8_spot,0.22054901372534316,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=0.0017"
b2_width_ratio_cluster_theta3_PRAD_slidemask_nL8_spot_hoptimus0,22295047228079.105,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_slidemask_nL8_spot_permuted,6712731727977.183,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_slidemask_nL8_spot_resnet50,16368856759253.277,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_slidemask_nL8_spot_uni_v2,19187080687764.805,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_PRAD_slidemask_nL12_spot,0.08300757518937973,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=0.243"
b2_width_ratio_cluster_theta3_PRAD_slidemask_nL12_spot_hoptimus0,1.403253516463194,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_slidemask_nL12_spot_permuted,1.272114061988477,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_slidemask_nL12_spot_resnet50,1.3223391012460788,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_PRAD_slidemask_nL12_spot_uni_v2,1.4121648749141118,ratio,b2_width_ratio.csv,
b2_n_settings,12.0,count,b2_coverage.csv,
b2_n_draws_per_setting,200.0,count,b2_coverage.csv,
