file,rows,rows_tagged,sha256_before,sha256_after,action
results/round3/H0_determinism/a1_by_task__resnet50__slideout.csv,6,2,1a1d08b1358d27b2955c3fe7e284bfd9f2a31ce3dd11571267281af6702c9e42,7850b9b9016c0df4b38afb47ba6e1ed46fa5d41c659edac487b67c9f4902a708,tagged
results/round3/H0_determinism/a1_cal_dispersion__resnet50__main.csv,236,22,b5f4a1180a6a643ee69a75a6fe779a787ac65e125275cd7088740bd57198f67b,4e054814fe2554decd7348580ad7d27c3ae15455d02817f03cdc415ab5d2de45,tagged
results/round3/H0_determinism/a1_cal_dispersion__resnet50__slideout.csv,62,8,dcd31d4bd2204ab534f17c17b8a57717571902e6a5e6e95d8e47d0733af8625d,b19f5a5c5ec6e4d478bfc66c80c06e587c8ca3e26d6df0570de3332243895a68,tagged
results/round3/H0_determinism/a1_calibration_units__resnet50__main.csv,394,35,19ea6a266635c582b08790ed82d5bb31288a3aa132fa5ad1121bdea00b1ba8fa,e5610137a8c0bbf5c564787f24a10e35333abd65beb0e02e256682f4e6e993b7,tagged
results/round3/H0_determinism/a1_calibration_units__resnet50__slideout.csv,93,12,c12c8efc7f2cf5bad65b12c8c93cac9d78dfd9ed28aa938ecde2fedcabefa555,466f1ad32dad2838c1200ab8e31895ba2a8194b40b3a2c32ff2401ef78810add,tagged
results/round3/H0_determinism/a1_sigma_diagnostics__resnet50__main.csv,394,35,0bd5ed5051643cb19da0734119eaf59c7f64dbf42cce36902068c577b8d6c097,08805b1112e553bd7958a233a8d29261878b78ba181375977d56a2aea9a7fd2a,tagged
results/round3/H0_determinism/a1_sigma_diagnostics__resnet50__slideout.csv,93,12,fa0aa1412202d7228dda6406a02eb33e42621f49c93a73567090fe43a476ade6,8794ac67f48546ae4df4e7671ef09b607e61b14f0655a0a0bf2f7eb665800016,tagged
results/round3/H0_determinism/h3_disjointness__resnet50__main.csv,394,35,bc035a53c0c932c3fba4b7a58e97e422e45154049ddd4629207246e49046ad2a,38008da6ac6aa5c054eedbab509abe9ab500b452e0270bc1542843ccef38b022,tagged
results/round3/H0_determinism/h3_disjointness__resnet50__slideout.csv,93,12,7f78d6ea1bc922c8f2f6436022b528cdeb1e43d7a00a0fc804db1a3e04140ea0,93262887dd8a6f6d7ff6fdbcc6aa227b991c5f126a82cb7d5876da0cad9164c4,tagged
results/round3/task_defs/task_def_validation.csv,11,1,0cefc7b90a701ece0356dd8e6800363261efa284dded937eb857f4185dcf41b7,21b36b5851938f33c7aa6f2194704893d497df537a60172b92397d969ba48566,tagged
