arm,task,encoder,design,method,fold,coverage,width_mean,width_median_of_cells,interval_score,miss_above,miss_below,width_mean_spotgene,width_median_spotgene,n_T,n_C,n_eff
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_21-015,0.9016123378899404,1.5884611709074294,1.5884611709074294,2.071882395821369,0.0870942867157378,0.0112933753943217,1.58846117090743,1.4883871366727213,15969.666666666666,12637.0,12637.0
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_21-019,0.8973760932944606,1.6572262699735356,1.6572262699735356,2.203440951027398,0.0968837058632977,0.0057402008422416,1.6572262699735356,1.4965249163266732,15072.666666666666,11810.333333333334,11810.333333333334
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_27-10066,0.8440164609053499,1.597323132264294,1.597323132264294,2.6554203534944887,0.1481152263374485,0.0078683127572016,1.597323132264294,1.438447397892871,15754.0,13727.666666666666,13727.666666666666
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_28-12265,0.9131784638299312,1.6020346069559128,1.6020346069559128,2.0817333870046784,0.0810616882750527,0.0057598478950159,1.6020346069559128,1.50530493395425,15799.666666666666,11470.333333333334,11470.333333333334
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_29-10012,0.8940261044176707,1.6715586904287727,1.6715586904287727,2.363882031228039,0.0951907630522088,0.0107831325301204,1.6715586904287727,1.5442812013893656,15576.0,14130.666666666666,14130.666666666666
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_29-10013,0.943011391778108,1.589017836692305,1.589017836692305,1.814812556184919,0.0256760772659732,0.0313125309559187,1.589017836692305,1.4935830934051648,16135.0,12195.333333333334,12195.333333333334
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_29-10280,0.9024682395644282,1.576811337713285,1.576811337713285,2.0198880253639007,0.0504174228675136,0.047114337568058,1.576811337713285,1.470345409711906,14987.0,13810.0,13810.0
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_29-10282,0.8818297331639137,1.5972797169900297,1.5972797169900297,2.1720553677635817,0.0739347734011012,0.0442354934349851,1.5972797169900297,1.5470660373233398,16135.0,11724.333333333334,11724.333333333334
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_29-10404,0.9162222222222222,1.6459665025068702,1.6459665025068702,2.076004496381082,0.0631407407407407,0.020637037037037,1.6459665025068702,1.5640907051994135,16135.0,11138.333333333334,11138.333333333334
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_30-10125,0.8696227390180878,1.5209222962554707,1.5209222962554707,2.1724709177388593,0.1027596899224806,0.0276175710594315,1.5209222962554707,1.391772556063796,16135.0,12317.333333333334,12317.333333333334
