encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,gene,gene_index,alpha_g,alpha_g_oos,n_T,n_C,deviance_ratio,score_residual,guard_pass,mean_count_T,var_count_T,mean_count_E,var_count_E,_source
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,HAUS8,20,0.0,6.840664027632491,9980,4992,0.7962386563182345,4.279757777974828e-08,True,0.245190380761523,0.2828959954180332,5.016238973536487,29.596487796900647,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,IFIT2,22,0.6425245809459668,11.253264972800851,9980,4992,0.8139739149198018,7.426958242722171e-09,True,0.1942885771543086,0.2659860155223765,1.018243785084202,4.269368320745405,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,MX1,27,0.1399153902633815,3.9599015500149983,9980,4992,0.5693466724181754,2.3080731263001133e-08,True,0.903006012024048,1.799590121218487,4.0166399358460305,26.569003185346865,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,MYH11,29,0.3319591769965925,4.961622976578911,9980,4992,0.5651905562599365,3.899266567333701e-12,True,0.4272545090180361,1.594767689502665,0.2243384121892542,0.361332527924649,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,NUDT1,31,0.028445686656352,81.031784223514,9980,4992,0.8261760606073905,2.2931158056176763e-08,True,0.158817635270541,0.1775001551354036,1.1698075380914197,2.4301530008495225,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,POLD3,36,0.0779152955314913,3.256632024276954,9980,4992,0.7394276810754565,1.570257967441953e-09,True,0.3529058116232464,0.4708954535988502,2.88672814755413,10.342290235285358,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,RAB38,39,0.0879276635173915,0.4692475713063198,9980,4992,0.2495177663484369,2.291852791940594e-12,True,3.0107214428857714,15.60094726982776,0.4163993584603047,0.6056022724038395,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,RSAD2,40,0.3453631318313223,13.032758073178652,9980,4992,0.8152145510039294,9.990572530017396e-10,True,0.1507014028056112,0.1857245305321535,1.3430232558139534,4.733925648546686,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,SNCG,45,0.1116869927399673,0.2561798249883431,9980,4992,0.2348506672133423,5.654764977348027e-10,True,2.9207414829659317,19.69639307676381,0.3564554931836407,0.5214000667975711,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,ZMAT5,49,0.0569426010939798,30.868411032127057,9980,4992,0.8213895356576922,1.0825727721414933e-11,True,0.2892785571142284,0.3364919135796395,2.103849238171612,6.7070796259528995,a4_nb_dispersion__hoptimus0__main9.csv
