task,label_set,encoder,design,score,subset,alpha,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean,n_finite_width,n_infinite_width,subset_difference_list
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,0,3954,3711,0.9385432473444613,1.619761658486659,0.01940833840879094,3954,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,1,3888,3716,0.9557613168724279,1.6156180424945346,0.19090327510127314,3888,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,2,3973,3766,0.9478983136169141,1.617423959382079,0.2904986159014756,3973,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,3,3966,3747,0.9447806354009077,1.6148573913420323,0.37322754891184445,3966,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,4,3958,3685,0.9310257705912077,1.6122695282892243,0.4542151514239357,3958,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,5,3987,3756,0.9420617005267118,1.6183758102505017,0.5450793080441121,3987,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,6,3969,3591,0.9047619047619048,1.6214280055193373,0.6476866860748929,3969,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,7,3967,3515,0.8860599949584068,1.6182051731472145,0.7712241716820015,3967,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,8,3872,3003,0.7755681818181818,1.614538145459388,1.0034143116848528,3872,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,9,3880,3056,0.7876288659793814,1.6140671562902706,1.5628065600837628,3880,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,2,predicted_value_decile,0,6356,5980,0.9408432976714916,1.620020391657489,0.019873440828317362,6356,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,2,predicted_value_decile,1,6506,6182,0.9501998155548724,1.6194714494312943,0.189797740036841,6506,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,2,predicted_value_decile,2,6481,6169,0.9518592809751582,1.6190242993943835,0.28918419361040926,6481,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,2,predicted_value_decile,3,6595,6201,0.9402577710386657,1.620098381823351,0.37670343151772173,6595,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,2,predicted_value_decile,4,6624,6145,0.9276871980676329,1.6193762148060085,0.4591970766224147,6624,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,2,predicted_value_decile,5,6402,6028,0.9415807560137457,1.6213744240081225,0.5457988287351608,6402,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,2,predicted_value_decile,6,6474,5829,0.9003707136237257,1.6217668148555762,0.643088655704549,6474,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,2,predicted_value_decile,7,6268,5601,0.8935864709636248,1.6161909949345883,0.7660874182354818,6268,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,2,predicted_value_decile,8,6269,4811,0.7674270218535651,1.6189680247048972,1.0100852782541074,6269,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,2,predicted_value_decile,9,6561,5151,0.7850937357110197,1.6188399610387136,1.5890239197530864,6561,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,3,predicted_value_decile,0,4161,3911,0.9399182888728671,1.6244562135754625,0.01953528747338568,4161,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,3,predicted_value_decile,1,4298,4093,0.9523033969288041,1.6184987476006283,0.1874579087475279,4298,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,3,predicted_value_decile,2,4252,4031,0.9480244590780809,1.6217949365739652,0.2899172218588311,4252,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,3,predicted_value_decile,3,4158,3908,0.9398749398749399,1.6250070459054835,0.377787007913961,4158,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,3,predicted_value_decile,4,4283,3989,0.9313565257996731,1.6259916110932757,0.4628188591707039,4283,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,3,predicted_value_decile,5,4217,3991,0.9464073986246146,1.621108802540313,0.5424285374859201,4217,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,3,predicted_value_decile,6,4421,3971,0.8982130739651663,1.617298608558584,0.6351762627940511,4421,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,3,predicted_value_decile,7,4269,3785,0.8866245022253455,1.6212793860901265,0.770836650305985,4269,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,3,predicted_value_decile,8,4275,3284,0.768187134502924,1.6222601425438596,1.0050963998538012,4275,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,3,predicted_value_decile,9,4398,3489,0.7933151432469304,1.6235153940711686,1.5600650331116417,4398,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,4,predicted_value_decile,0,8904,8367,0.9396900269541779,1.620737519654088,0.01953988362301178,8904,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,4,predicted_value_decile,1,8794,8421,0.9575847168523993,1.6232046752402205,0.1899771361777206,8794,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,4,predicted_value_decile,2,8741,8329,0.9528658048278229,1.62207511654845,0.2886115059865147,8741,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,4,predicted_value_decile,3,8802,8248,0.9370597591456488,1.6190576360486253,0.3734426535251221,8802,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,4,predicted_value_decile,4,8732,8112,0.9289967934035731,1.6246461470739808,0.4599826618776483,8732,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,4,predicted_value_decile,5,8815,8305,0.9421440726035167,1.6243618831537152,0.5471358967314237,8815,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,4,predicted_value_decile,6,8920,8002,0.897085201793722,1.6205286137191703,0.6402849548066144,8920,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,4,predicted_value_decile,7,8993,8039,0.8939174913821861,1.619934536757756,0.7672165156232625,8993,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,4,predicted_value_decile,8,9029,6913,0.7656440358843726,1.623445438829051,1.0073981450395946,9029,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,4,predicted_value_decile,9,8758,6904,0.7883078328385477,1.622019020110185,1.5626978102163736,8758,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,5,predicted_value_decile,0,10056,9480,0.9427207637231504,1.6268570808161793,0.020076290424987257,10056,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,5,predicted_value_decile,1,10120,9655,0.9540513833992095,1.629304980854743,0.19002925586323494,10120,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,5,predicted_value_decile,2,10201,9665,0.947456131751789,1.6255422262523282,0.28867746575090675,10201,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,5,predicted_value_decile,3,10055,9406,0.9354549975136748,1.6278720941074092,0.376195815592367,10055,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,5,predicted_value_decile,4,9990,9239,0.9248248248248249,1.6253742023273274,0.4571000199418168,9990,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,5,predicted_value_decile,5,10094,9504,0.9415494353081039,1.6224215034921736,0.5392736983294532,10094,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,5,predicted_value_decile,6,9650,8688,0.9003108808290156,1.625325554566062,0.6395921713082902,9650,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,5,predicted_value_decile,7,10021,8928,0.8909290489971061,1.6288871494860793,0.7737196223867379,10021,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,5,predicted_value_decile,8,9925,7653,0.7710831234256927,1.629831549118388,1.0121136059508815,9925,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,5,predicted_value_decile,9,9812,7769,0.7917855686913983,1.6271195347533631,1.5683094122630452,9812,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,full,0.1,0,predicted_value_decile,0,93475,87528,0.9363787108852635,1.6068059641615404,0.0012727251075811965,93475,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,random,abs,full,0.1,0,predicted_value_decile,1,91446,86963,0.9509765325984734,1.6061458059947948,0.1623089463317149,91446,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,random,abs,full,0.1,0,predicted_value_decile,2,90938,86422,0.9503397919461611,1.6079622929908288,0.25660958565176273,90938,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,random,abs,full,0.1,0,predicted_value_decile,3,91052,85656,0.940737161182621,1.6074159546193385,0.33801156379047137,91052,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
