task,label_set,encoder,design,score,subset,gene_subset,method,source,n_folds,n_genes,is_conformal,alpha_nominal,coverage_nominal,coverage_sd_nominal,width_mean_nominal,width_median_nominal,frac_infinite_nominal,target_coverage,n_grid_levels,matched_in_range,matched_uses_test_labels,width_mean_at_target,width_median_at_target,alpha_at_target,subset_difference_list,oracle_width_ratio_to_abs,abs_half_width_mean,b_s_over_sy_mean,width_is_half_width
CCRCC,shipped,hoptimus0,donor,nb_conformal,nb_matched,every_kth_16,nb_conformal,A4a,24,16,True,0.1,0.8707112022520497,0.14188158120711813,1.7072602660283314,1.62391379137623,0.0008680555555555555,0.9,7,True,True,1.8595864392633148,1.7726564210685773,0.06999077497093585,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable.",,,,False
CCRCC,shipped,hoptimus0,donor,scaled,cqr_matched,all,scaled,A4a,24,6,True,0.1,0.8615365653894692,0.14663155480425366,2.080111413855138,1.9568084782409079,0.0,0.9,7,True,True,2.409367852447746,2.257714988491339,0.0661309844073248,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,hoptimus0,donor,scaled,full,all,scaled,A4a,24,50,True,0.1,0.8713467096754922,0.12388128843688913,2.12029836834867,2.0320242477283283,0.0,0.9,7,True,True,2.389315286624045,2.289888458558046,0.07212437517552144,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,hoptimus0,donor,scaled,nb_matched,all,scaled,A4a,24,16,True,0.1,0.8694275236863217,0.136278020090286,2.245605588866222,2.1075897077100185,0.0,0.9,7,True,True,2.5473398286955184,2.388232856115374,0.07008600256551134,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable.",,,,False
CCRCC,shipped,hoptimus0,donor,scaled_clip,cqr_matched,all,scaled_clip,A4a,24,6,True,0.1,0.8614248265957715,0.1474235676857785,2.078108059457134,1.9547871549361113,0.0,0.9,7,True,True,2.407278704199272,2.255036172961822,0.06601670552222492,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,hoptimus0,donor,scaled_clip,full,all,scaled_clip,A4a,24,50,True,0.1,0.8709327724098381,0.12477262587785891,2.114429974384344,2.0268173353212995,0.0,0.9,7,True,True,2.385825109348261,2.2870007415577507,0.07179375185444502,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,hoptimus0,donor,scaled_clip,nb_matched,all,scaled_clip,A4a,24,16,True,0.1,0.8690083483239014,0.13692821163209962,2.2409808896559533,2.1065117343936435,0.0,0.9,7,True,True,2.546158645369131,2.3909125118091583,0.06974951118110526,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable.",,,,False
CCRCC,shipped,hoptimus0,patient,abs,cqr_matched,all,abs,A4a,6,6,True,0.1,0.8369736156285383,0.10310862385018144,2.0463178762002783,1.9919238340899081,0.0,0.9,7,True,True,2.648399937378718,2.5450152952322616,0.04547438562741564,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,hoptimus0,patient,abs,full,all,abs,A4a,6,50,True,0.1,0.8555883094612807,0.10258808512108304,2.2085478824346416,2.0759377564802577,0.0,0.9,7,True,True,2.725882316977523,2.617093576903869,0.05745414543018771,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,hoptimus0,patient,abs,nb_matched,all,abs,A4a,6,16,True,0.1,0.8551132547371076,0.11169055380713733,2.3414314666720935,2.1542867905514758,0.0,0.9,7,True,True,2.903443035855598,2.680737583683475,0.055573926773935266,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable.",,,,False
CCRCC,shipped,hoptimus0,patient,cqr,cqr_matched,every_kth_6,cqr,A4a,6,6,True,0.1,0.8801033701421114,0.04582491639660404,2.027209560854351,1.988952655897797,0.0,0.9,7,True,True,2.2705275770212183,2.2283501264538996,0.07479207495201316,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,hoptimus0,patient,cqr,full,every_kth_6,cqr,A4a,6,6,True,0.1,0.8801033701421114,0.04582491639660404,2.027209560854351,1.988952655897797,0.0,0.9,7,True,True,2.2705275770212183,2.2283501264538996,0.07479207495201316,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,hoptimus0,patient,nb,cqr_matched,every_kth_16,nb,A4a,6,6,False,0.1,0.7899511857217042,0.0484207256069781,1.3745149371567156,1.3168345086654034,0.0,0.9,7,False,True,,,,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,hoptimus0,patient,nb,full,every_kth_16,nb,A4a,6,16,False,0.1,0.7781364441876177,0.06526606756532113,1.4039514872941419,1.354094193371397,0.0,0.9,7,False,True,,,,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,hoptimus0,patient,nb,nb_matched,every_kth_16,nb,A4a,6,16,False,0.1,0.7781364441876177,0.06526606756532113,1.4039514872941419,1.354094193371397,0.0,0.9,7,False,True,,,,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable.",,,,False
CCRCC,shipped,hoptimus0,patient,nb_conformal,cqr_matched,every_kth_16,nb_conformal,A4a,6,6,True,0.1,0.8655660211609336,0.054227495321602655,1.623177090231905,1.5782704949843775,0.0,0.9,7,True,True,1.7982799833321306,1.741913504519306,0.06589864174752541,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,hoptimus0,patient,nb_conformal,full,every_kth_16,nb_conformal,A4a,6,16,True,0.1,0.8863842950513967,0.06523910242216983,1.8012223475410256,1.695395916989197,0.003472222222222222,0.9,7,True,True,1.885173050101171,1.7849018005887078,0.08448451935014355,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,hoptimus0,patient,nb_conformal,nb_matched,every_kth_16,nb_conformal,A4a,6,16,True,0.1,0.8863842950513967,0.06523910242216983,1.8012223475410256,1.695395916989197,0.003472222222222222,0.9,7,True,True,1.885173050101171,1.7849018005887078,0.08448451935014355,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable.",,,,False
CCRCC,shipped,hoptimus0,patient,scaled,cqr_matched,all,scaled,A4a,6,6,True,0.1,0.8602712096995916,0.06201571674193488,2.091193861041189,2.028012274941861,0.0,0.9,7,True,True,2.4243933960743735,2.3374592596736883,0.06442642425552156,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,hoptimus0,patient,scaled,full,all,scaled,A4a,6,50,True,0.1,0.8714728208047109,0.0630121729099581,2.2411486215159164,2.1359628055591013,0.0,0.9,7,True,True,2.544806557644877,2.4241003491245796,0.07194780701531343,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,hoptimus0,patient,scaled,nb_matched,all,scaled,A4a,6,16,True,0.1,0.8684398322324849,0.07516372803437492,2.379530283403187,2.208935568770076,0.0,0.9,7,True,True,2.736224739207824,2.5404191467030737,0.06826954147238104,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable.",,,,False
CCRCC,shipped,hoptimus0,patient,scaled_clip,cqr_matched,all,scaled_clip,A4a,6,6,True,0.1,0.8598781539678598,0.06278933282865401,2.0852311514733493,2.027800739556569,0.0,0.9,7,True,True,2.4189212166572363,2.3387451360592437,0.06422618660030714,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,hoptimus0,patient,scaled_clip,full,all,scaled_clip,A4a,6,50,True,0.1,0.8708364280486909,0.06434393256336236,2.2327115578404175,2.131219133654073,0.0,0.9,7,True,True,2.5382468305950936,2.4218143851096268,0.07158610208911835,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,hoptimus0,patient,scaled_clip,nb_matched,all,scaled_clip,A4a,6,16,True,0.1,0.8674439261156619,0.07682556535253428,2.3692917656694195,2.2072779031930696,0.0,0.9,7,True,True,2.731749942604314,2.545412970567678,0.06762582725119261,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable.",,,,False
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,all,abs,A4a,6,6,True,0.1,0.8822125135826027,0.00132118083091554,1.6209830292266691,1.6010701157105947,0.0,0.9,7,True,True,1.7093816242331341,1.691803567523062,0.08391806066982095,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,hoptimus0,random,abs,full,all,abs,A4a,6,50,True,0.1,0.8827673685178659,0.0015655352631767784,1.6048919071032015,1.570033662605627,0.0,0.9,7,True,True,1.694082142377324,1.659216774094948,0.0843608977466982,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,hoptimus0,random,abs,nb_matched,all,abs,A4a,6,16,True,0.1,0.8815346761025025,0.0019240633793728425,1.671763802913723,1.6659525397737136,0.0,0.9,7,True,True,1.7665311096800742,1.757877983611814,0.08333829272322056,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable.",,,,False
CCRCC,shipped,hoptimus0,random,cqr,cqr_matched,every_kth_6,cqr,A4a,6,6,True,0.1,0.900624415582918,0.002284220495523229,1.5694861042371622,1.3982650181648373,0.0,0.9,7,True,True,1.5667482733654812,1.3960815921782577,0.10185251377796233,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,hoptimus0,random,cqr,full,every_kth_6,cqr,A4a,6,6,True,0.1,0.900624415582918,0.002284220495523229,1.5694861042371622,1.3982650181648373,0.0,0.9,7,True,True,1.5667482733654812,1.3960815921782577,0.10185251377796233,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,hoptimus0,random,nb,cqr_matched,every_kth_16,nb,A4a,6,6,False,0.1,0.8828657709216984,0.0016957445880000724,1.3591419516674925,1.3862943611198906,0.0,0.9,7,True,True,1.4138763807857218,1.3862943611198906,0.08102619242929446,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,hoptimus0,random,nb,full,every_kth_16,nb,A4a,6,16,False,0.1,0.8870990430905039,0.0016127471501444484,1.4168963058139068,1.3862943611198906,0.0,0.9,7,True,True,1.4605873993614582,1.3862943611198906,0.08556298121947636,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,hoptimus0,random,nb,nb_matched,every_kth_16,nb,A4a,6,16,False,0.1,0.8870990430905039,0.0016127471501444484,1.4168963058139068,1.3862943611198906,0.0,0.9,7,True,True,1.4605873993614582,1.3862943611198906,0.08556298121947636,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable.",,,,False
CCRCC,shipped,hoptimus0,random,nb_conformal,cqr_matched,every_kth_16,nb_conformal,A4a,6,6,True,0.1,0.901529114560481,0.001357685839115788,1.415064713015319,1.3862943611198906,0.0,0.9,7,True,True,1.4105060545255372,1.3769131744344503,0.10163047815345058,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,hoptimus0,random,nb_conformal,full,every_kth_16,nb_conformal,A4a,6,16,True,0.1,0.9017457100652242,0.0017785413216893288,1.4605566710036948,1.3862943611198906,0.0,0.9,7,True,True,1.4551676321225604,1.3755188018468054,0.10187282425721736,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,hoptimus0,random,nb_conformal,nb_matched,every_kth_16,nb_conformal,A4a,6,16,True,0.1,0.9017457100652242,0.0017785413216893288,1.4605566710036948,1.3862943611198906,0.0,0.9,7,True,True,1.4551676321225604,1.3755188018468054,0.10187282425721736,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable.",,,,False
CCRCC,shipped,hoptimus0,random,scaled,cqr_matched,all,scaled,A4a,6,6,True,0.1,0.900233439625819,0.0005941682740266375,1.6080305424078045,1.5773596292269634,0.0,0.9,7,True,True,1.6070975710026318,1.5764360471996124,0.10022249682447273,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,hoptimus0,random,scaled,full,all,scaled,A4a,6,50,True,0.1,0.9003478976676013,0.0013467738362199623,1.584861845928862,1.5516128655571366,0.0,0.9,7,True,True,1.5834118408772238,1.5501708076234562,0.10033136829477772,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,hoptimus0,random,scaled,nb_matched,all,scaled,A4a,6,16,True,0.1,0.8994217101851212,0.0015970041174029174,1.6576160554594759,1.6093772902631636,0.0,0.9,7,True,True,1.6610062309109455,1.6127029748219992,0.09944643621243447,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable.",,,,False
CCRCC,shipped,hoptimus0,random,scaled_clip,cqr_matched,all,scaled_clip,A4a,6,6,True,0.1,0.899966673023087,0.0005135597087013189,1.6038851454029068,1.5747271311638256,0.0,0.9,7,True,True,1.6040802537227703,1.5749204469791485,0.09996779294462162,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,hoptimus0,random,scaled_clip,full,all,scaled_clip,A4a,6,50,True,0.1,0.8997432018828952,0.0013942969631320582,1.5768458513417571,1.5470547261375516,0.0,0.9,7,True,True,1.5784270750852074,1.548622583451729,0.09975346779896004,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,hoptimus0,random,scaled_clip,nb_matched,all,scaled_clip,A4a,6,16,True,0.1,0.8987986578707049,0.0015803343595938745,1.651691318379505,1.6081018106239295,0.0,0.9,7,True,True,1.65866315806682,1.6149550788094154,0.09885474071033304,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable.",,,,False
CCRCC,shipped,resnet50,donor,abs,cqr_matched,all,abs,A4a,24,6,True,0.1,0.8621376244124567,0.15924017671239088,2.131272594012778,1.9975048872708827,0.0,0.9,7,True,True,2.4848172286029757,2.3458863288901277,0.06428310290672203,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function.",,,,False
CCRCC,shipped,resnet50,donor,abs,full,all,abs,A4a,24,50,True,0.1,0.866082278514495,0.14567782113279026,2.17005280178422,2.070577655337885,0.0,0.9,7,True,True,2.5058020885875205,2.393851693601502,0.06707940339570344,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection.",,,,False
CCRCC,shipped,resnet50,donor,abs,nb_matched,all,abs,A4a,24,16,True,0.1,0.8652166481625774,0.15235623250067992,2.265188606305233,2.1151980943625115,0.0,0.9,7,True,True,2.6177600048831273,2.4541565588095944,0.06627360788412433,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable.",,,,False
