encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,gene_index,quantile,n_T_natural,n_T_used,subsample_fallback,subsample_reason,subsample_size,seconds,cumulative_task_seconds,timebox_s,solver,failure,_source
resnet50,PAAD,shipped,donor,TENX116,-1,0,donor,0,0.05,1951,1951,False,,2500,5.566,514.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX116,-1,0,donor,0,0.95,1951,1951,False,,2500,8.165,522.2,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX116,-1,0,donor,10,0.05,1951,1951,False,,2500,4.8,527.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX116,-1,0,donor,10,0.95,1951,1951,False,,2500,7.749,534.7,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX116,-1,0,donor,20,0.05,1951,1951,False,,2500,7.757,542.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX116,-1,0,donor,20,0.95,1951,1951,False,,2500,7.623,550.1,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX116,-1,0,donor,29,0.05,1951,1951,False,,2500,6.169,556.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX116,-1,0,donor,29,0.95,1951,1951,False,,2500,7.474,563.7,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX116,-1,0,donor,39,0.05,1951,1951,False,,2500,3.783,567.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX116,-1,0,donor,39,0.95,1951,1951,False,,2500,6.718,574.2,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX116,-1,0,donor,49,0.05,1951,1951,False,,2500,6.601,580.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX116,-1,0,donor,49,0.95,1951,1951,False,,2500,6.66,587.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX126,-1,0,donor,0,0.05,1951,1951,False,,2500,6.865,594.4,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX126,-1,0,donor,0,0.95,1951,1951,False,,2500,6.722,601.1,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX126,-1,0,donor,10,0.05,1951,1951,False,,2500,4.769,605.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX126,-1,0,donor,10,0.95,1951,1951,False,,2500,6.519,612.4,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX126,-1,0,donor,20,0.05,1951,1951,False,,2500,5.425,617.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX126,-1,0,donor,20,0.95,1951,1951,False,,2500,6.538,624.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX126,-1,0,donor,29,0.05,1951,1951,False,,2500,5.129,629.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX126,-1,0,donor,29,0.95,1951,1951,False,,2500,6.428,635.9,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX126,-1,0,donor,39,0.05,1951,1951,False,,2500,6.484,642.4,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX126,-1,0,donor,39,0.95,1951,1951,False,,2500,6.432,648.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX126,-1,0,donor,49,0.05,1951,1951,False,,2500,6.72,655.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX126,-1,0,donor,49,0.95,1951,1951,False,,2500,6.636,662.2,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX140,-1,0,donor,0,0.05,1951,1951,False,,2500,4.812,667.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX140,-1,0,donor,0,0.95,1951,1951,False,,2500,6.711,673.7,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX140,-1,0,donor,10,0.05,1951,1951,False,,2500,4.025,677.7,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX140,-1,0,donor,10,0.95,1951,1951,False,,2500,6.586,684.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX140,-1,0,donor,20,0.05,1951,1951,False,,2500,6.622,690.9,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX140,-1,0,donor,20,0.95,1951,1951,False,,2500,6.506,697.4,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX140,-1,0,donor,29,0.05,1951,1951,False,,2500,5.233,702.6,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX140,-1,0,donor,29,0.95,1951,1951,False,,2500,6.585,709.2,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX140,-1,0,donor,39,0.05,1951,1951,False,,2500,3.664,712.9,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX140,-1,0,donor,39,0.95,1951,1951,False,,2500,6.651,719.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX140,-1,0,donor,49,0.05,1951,1951,False,,2500,6.539,726.1,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PAAD,shipped,donor,TENX140,-1,0,donor,49,0.95,1951,1951,False,,2500,6.545,732.6,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,0,0,0,spot,0,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.66,8.7,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,0,0,0,spot,0,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.904,20.6,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,0,0,0,spot,10,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.905,29.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,0,0,0,spot,10,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.843,41.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,0,0,0,spot,20,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.187,49.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,0,0,0,spot,20,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.616,61.1,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,0,0,0,spot,29,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,12.016,73.1,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,0,0,0,spot,29,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,12.028,85.2,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,0,0,0,spot,39,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,7.409,92.6,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,0,0,0,spot,39,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,12.061,104.6,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,0,0,0,spot,49,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,9.064,113.7,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,0,0,0,spot,49,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,12.08,125.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,1,0,0,spot,0,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.261,134.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,1,0,0,spot,0,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.64,144.7,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,1,0,0,spot,10,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.059,152.7,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,1,0,0,spot,10,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.589,163.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,1,0,0,spot,20,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,7.435,170.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,1,0,0,spot,20,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.524,181.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,1,0,0,spot,29,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.56,191.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,1,0,0,spot,29,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.453,202.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,1,0,0,spot,39,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,7.058,209.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,1,0,0,spot,39,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.299,219.6,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,1,0,0,spot,49,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.225,227.9,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,random,1,0,0,spot,49,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.464,238.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,0,-1,0,slide,0,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,7.652,246.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,0,-1,0,slide,0,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.076,256.1,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,0,-1,0,slide,10,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.23,264.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,0,-1,0,slide,10,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.53,274.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,0,-1,0,slide,20,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,7.068,281.9,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,0,-1,0,slide,20,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,9.975,291.9,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,0,-1,0,slide,29,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,9.955,301.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,0,-1,0,slide,29,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.346,312.2,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,0,-1,0,slide,39,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,6.634,318.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,0,-1,0,slide,39,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.531,329.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,0,-1,0,slide,49,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.108,337.4,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,0,-1,0,slide,49,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.816,348.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,1,-1,0,slide,0,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.061,356.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,1,-1,0,slide,0,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,12.027,368.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,1,-1,0,slide,10,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,7.949,376.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,1,-1,0,slide,10,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.796,388.1,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,1,-1,0,slide,20,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,7.615,395.7,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,1,-1,0,slide,20,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,12.16,407.9,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,1,-1,0,slide,29,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,12.103,420.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,1,-1,0,slide,29,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.513,431.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,1,-1,0,slide,39,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,7.353,438.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,1,-1,0,slide,39,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,12.07,450.9,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,1,-1,0,slide,49,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.557,459.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,patient,1,-1,0,slide,49,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,12.205,471.7,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient1,-1,0,slide,0,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.644,480.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient1,-1,0,slide,0,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.773,491.1,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient1,-1,0,slide,10,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.668,499.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient1,-1,0,slide,10,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.957,510.7,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient1,-1,0,slide,20,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.284,519.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient1,-1,0,slide,20,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.265,530.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient1,-1,0,slide,29,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,10.953,541.2,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient1,-1,0,slide,29,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.324,552.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient1,-1,0,slide,39,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,7.33,559.9,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient1,-1,0,slide,39,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.296,571.2,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient1,-1,0,slide,49,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,9.234,580.4,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient1,-1,0,slide,49,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.077,591.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient2,-1,0,slide,0,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.773,600.2,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient2,-1,0,slide,0,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.963,612.2,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient2,-1,0,slide,10,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,9.215,621.4,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient2,-1,0,slide,10,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.685,633.1,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient2,-1,0,slide,20,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.371,641.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient2,-1,0,slide,20,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.931,653.4,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient2,-1,0,slide,29,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.946,665.4,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient2,-1,0,slide,29,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.776,677.1,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient2,-1,0,slide,39,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,8.022,685.2,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient2,-1,0,slide,39,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.558,696.7,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient2,-1,0,slide,49,0.05,19299,2500,True,pre_emptive_n_T_above_cap,2500,9.318,706.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,PRAD,shipped,donor,PRAD_patient2,-1,0,slide,49,0.95,19299,2500,True,pre_emptive_n_T_above_cap,2500,11.827,717.9,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,0,0,0,spot,0,0.05,2128,2128,False,,2500,4.11,4.1,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,0,0,0,spot,0,0.95,2128,2128,False,,2500,8.922,13.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,0,0,0,spot,10,0.05,2128,2128,False,,2500,3.922,17.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,0,0,0,spot,10,0.95,2128,2128,False,,2500,7.117,24.1,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,0,0,0,spot,20,0.05,2128,2128,False,,2500,4.885,29.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,0,0,0,spot,20,0.95,2128,2128,False,,2500,6.996,36.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,0,0,0,spot,29,0.05,2128,2128,False,,2500,3.411,39.4,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,0,0,0,spot,29,0.95,2128,2128,False,,2500,7.039,46.4,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,0,0,0,spot,39,0.05,2128,2128,False,,2500,4.324,50.7,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,0,0,0,spot,39,0.95,2128,2128,False,,2500,6.849,57.6,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,0,0,0,spot,49,0.05,2128,2128,False,,2500,4.746,62.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,0,0,0,spot,49,0.95,2128,2128,False,,2500,7.181,69.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,1,0,0,spot,0,0.05,2128,2128,False,,2500,3.372,72.9,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,1,0,0,spot,0,0.95,2128,2128,False,,2500,7.236,80.1,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,1,0,0,spot,10,0.05,2128,2128,False,,2500,3.971,84.1,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,1,0,0,spot,10,0.95,2128,2128,False,,2500,7.253,91.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,1,0,0,spot,20,0.05,2128,2128,False,,2500,4.437,95.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,1,0,0,spot,20,0.95,2128,2128,False,,2500,7.217,103.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,1,0,0,spot,29,0.05,2128,2128,False,,2500,3.312,106.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,1,0,0,spot,29,0.95,2128,2128,False,,2500,7.339,113.6,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,1,0,0,spot,39,0.05,2128,2128,False,,2500,4.346,118.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,1,0,0,spot,39,0.95,2128,2128,False,,2500,7.189,125.2,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,1,0,0,spot,49,0.05,2128,2128,False,,2500,4.677,129.9,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,random,1,0,0,spot,49,0.95,2128,2128,False,,2500,7.096,136.9,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,0,-1,0,slide,0,0.05,2128,2128,False,,2500,3.51,140.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,0,-1,0,slide,0,0.95,2128,2128,False,,2500,7.96,148.4,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,0,-1,0,slide,10,0.05,2128,2128,False,,2500,3.621,152.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,0,-1,0,slide,10,0.95,2128,2128,False,,2500,7.958,160.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,0,-1,0,slide,20,0.05,2128,2128,False,,2500,3.537,163.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,0,-1,0,slide,20,0.95,2128,2128,False,,2500,8.051,171.6,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,0,-1,0,slide,29,0.05,2128,2128,False,,2500,3.207,174.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,0,-1,0,slide,29,0.95,2128,2128,False,,2500,7.692,182.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,0,-1,0,slide,39,0.05,2128,2128,False,,2500,5.05,187.5,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,0,-1,0,slide,39,0.95,2128,2128,False,,2500,7.832,195.4,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,0,-1,0,slide,49,0.05,2128,2128,False,,2500,5.294,200.7,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,0,-1,0,slide,49,0.95,2128,2128,False,,2500,7.645,208.3,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,1,-1,0,slide,0,0.05,2128,2128,False,,2500,3.46,211.8,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,1,-1,0,slide,0,0.95,2128,2128,False,,2500,7.675,219.4,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
resnet50,READ,shipped,patient,1,-1,0,slide,10,0.05,2128,2128,False,,2500,4.549,224.0,1200.0,highs,,a4_cqr_fits__resnet50__cqrmain.csv
