encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,slide,n_test,n_genes,slide_ge_min_spots,K,calibration_unit_class,alpha,w_hat_abs_mean,w_star_recentred_mean,ratio_sum,ratio_n,ratio_mean,ratio_median,coverage_abs,coverage_recentred,b_s_mean,b_s_abs_mean,s_y_mean,b_s_over_sy_mean,_source
hoptimus0,CCRCC,shipped,random,0,0,0,spot,INT22,968,50,True,11170,spot,0.1,0.8035474448123887,0.7487695854412308,46.56460545145671,50,0.9312921090291342,0.915678939456838,0.9139256198347104,0.9003099173553718,-0.0064900062915199,0.024138642256072,0.504490475391849,0.0480573862615791,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,0,0,0,spot,INT23,1157,50,True,11170,spot,0.1,0.8035474448123887,0.825725232985712,51.57416463393467,50,1.0314832926786934,1.0257516159290658,0.873828867761452,0.9002074330164217,0.0084013382578752,0.0198913528631592,0.53406447425343,0.0368507514412137,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,0,0,0,spot,INT24,1143,50,True,11170,spot,0.1,0.8035474448123887,0.7621002442747661,47.24855241427417,50,0.9449710482854834,0.9088600843523243,0.9099562554680664,0.8998425196850394,0.0119658726169493,0.0229107474632023,0.5279399824215811,0.0380752889650801,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,0,0,0,spot,INT3,506,50,True,11170,spot,0.1,0.8035474448123887,0.7800408770076506,48.46386157982152,50,0.9692772315964304,0.9706508004135316,0.897588932806324,0.9001185770750988,-0.0700070335760868,0.080323449779313,0.4802581443769634,0.185850381871814,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,0,0,0,spot,INT4,333,50,True,11170,spot,0.1,0.8035474448123887,0.6939867843258637,42.968249930770426,50,0.8593649986154085,0.858298785639438,0.9087687687687688,0.8989189189189188,-0.2114903081043752,0.2114903081043752,0.3908480636783477,0.5716397384201749,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,0,0,0,spot,INT5,303,50,True,11170,spot,0.1,0.8035474448123887,0.9168060853531808,57.619292325179295,50,1.152385846503586,1.1017497776606522,0.6873267326732673,0.8993399339933995,0.445955058708047,0.4481281956954566,0.7343293843935063,0.6066816084926204,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,0,0,0,spot,INT6,393,50,True,11170,spot,0.1,0.8035474448123887,0.8743330362811921,54.34985683267072,50,1.0869971366534146,1.0681043663396967,0.859440203562341,0.8993893129770991,-0.0697216307650511,0.0782825356575562,0.5587626153034726,0.1599714019906381,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,0,0,0,spot,INT7,585,50,True,11170,spot,0.1,0.8035474448123887,0.8532507291153405,53.12434860963241,50,1.0624869721926482,1.0729806612355897,0.8598290598290599,0.9,-0.0038443711832409,0.0402970830637367,0.5170925198885757,0.0825304185836352,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,0,0,0,spot,INT8,480,50,True,11170,spot,0.1,0.8035474448123887,0.9952663701229656,61.85568601918601,50,1.23711372038372,1.225631402056456,0.7977083333333332,0.8987500000000002,0.0761455290350578,0.0933772476381274,0.628982430290079,0.141497865056366,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,0,0,0,spot,INT9,431,50,True,11170,spot,0.1,0.8035474448123887,0.8637002389621722,53.77754207925666,50,1.0755508415851331,1.088949901077536,0.8626914153132249,0.8989791183294662,-0.0256502425859984,0.0534694962711133,0.5747493901981463,0.1048261110521734,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT1,85,50,True,13531,spot,0.1,0.8023263788333628,0.7904009179837138,49.32064636460075,50,0.9864129272920148,0.9683524168590844,0.8924705882352942,0.9002352941176471,-0.1017197288293511,0.1281759978055211,0.4293302032724398,0.3475112009235676,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT10,189,50,True,13531,spot,0.1,0.8023263788333628,0.90308948344533,56.38860077500768,50,1.1277720155001536,1.111669668301833,0.850899470899471,0.9017989417989418,0.0574276115961875,0.0814596469777796,0.7149627516194116,0.1099558069856563,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT11,114,50,True,13531,spot,0.1,0.8023263788333628,0.9197014681488656,57.41363668359275,50,1.1482727336718552,1.1438552885821949,0.8340350877192984,0.899298245614035,-0.0253674155213305,0.0886360103642346,0.5484343524033394,0.1659536982129591,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT12,124,50,True,13531,spot,0.1,0.8023263788333628,0.8696701289753773,54.18227084699671,50,1.083645416939934,1.082829980295669,0.8619354838709676,0.8998387096774194,-0.0308809409665558,0.0645734657933734,0.5371842926224442,0.1243646600927931,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT13,399,50,True,13531,spot,0.1,0.8023263788333628,0.772619432044802,48.0518260453662,50,0.961036520907324,0.9894222236108632,0.9070175438596492,0.901203007518797,0.0040194729720365,0.0236817814638588,0.5297578094869773,0.0448947118175598,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT14,373,50,True,13531,spot,0.1,0.8023263788333628,0.6781219205443585,42.10010195280801,50,0.8420020390561602,0.8355628954443409,0.9417694369973192,0.8996782841823056,-0.0115828341203851,0.0252016493677433,0.4397162733400088,0.0573255910430345,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT15,434,50,True,13531,spot,0.1,0.8023263788333628,0.71528640566701,44.64613499982216,50,0.8929226999964431,0.8854643966041227,0.9294009216589862,0.8997695852534564,-0.0029001067588699,0.0247793268317906,0.4706213616617664,0.0522581853991883,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT16,262,50,True,13531,spot,0.1,0.8023263788333628,0.7131184793262898,44.34302275510495,50,0.886860455102099,0.8689199999015248,0.928702290076336,0.8983206106870228,-0.0189133692889871,0.0349508059468816,0.4661531994248616,0.0741630949448314,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT17,334,50,True,13531,spot,0.1,0.8023263788333628,0.646691099008412,40.32807941100905,50,0.806561588220181,0.7969892119937301,0.9492814371257484,0.8997005988023952,-0.0141393646199476,0.0297814997165222,0.3889656306704736,0.0789482339517112,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT18,446,50,True,13531,spot,0.1,0.8023263788333628,0.817101074977621,50.82570224178354,50,1.0165140448356709,1.019221498063702,0.8948878923766818,0.9003139013452914,0.0010123845899793,0.0369328389366291,0.5683397943532413,0.0633656921453489,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT19,439,50,True,13531,spot,0.1,0.8023263788333628,0.6277798760043829,38.95057927022138,50,0.7790115854044276,0.7659485748199992,0.9573576309794988,0.9009111617312072,-0.0217325319191592,0.0271788577641185,0.3902399607938606,0.0703841216994254,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT2,233,50,True,13531,spot,0.1,0.8023263788333628,0.7899370559969874,49.13458456226302,50,0.9826916912452603,1.0049134375264537,0.8942489270386267,0.8987124463519314,-0.0020088985412573,0.0634597969539918,0.5042954683640128,0.1251101482128124,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT20,446,50,True,13531,spot,0.1,0.8023263788333628,0.6305316930820597,39.259795839719494,50,0.7851959167943899,0.7813334400586103,0.9543946188340808,0.9000896860986549,-0.017873121662787,0.0254252314888801,0.3865824663349141,0.0668460144910118,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT21,438,50,True,13531,spot,0.1,0.8023263788333628,0.7908249617594204,49.243381905502005,50,0.98486763811004,1.0030102431199095,0.901689497716895,0.9011872146118722,-0.0219455869252163,0.0325932771194129,0.5577427135453793,0.0603709507414859,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT22,348,50,True,13531,spot,0.1,0.8023263788333628,0.7598818130684418,47.30653393073383,50,0.9461306786146766,0.9273265672314576,0.9092528735632184,0.9008045977011494,0.0033663333799279,0.0322996124754844,0.5098282457299639,0.0637437233000013,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT23,434,50,True,13531,spot,0.1,0.8023263788333628,0.8393836525664485,52.470887741564766,50,1.0494177548312953,1.070295249332089,0.8676958525345622,0.8996774193548389,0.021825044945179,0.0291808800962984,0.5464762162492843,0.0533379517973419,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT24,428,50,True,13531,spot,0.1,0.8023263788333628,0.7608951716703913,47.28686261081689,50,0.9457372522163378,0.9031043306016951,0.9143457943925232,0.9006542056074767,-0.0098095080824922,0.0297991465341264,0.5271533058195543,0.0543178973129048,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT3,196,50,True,13531,spot,0.1,0.8023263788333628,0.7668528006484407,47.73562031176642,50,0.9547124062353284,0.9528299078709626,0.9034693877551018,0.9008163265306124,-0.0588016941240298,0.0792500493103582,0.4690645769403713,0.1850149129840381,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT4,108,50,True,13531,spot,0.1,0.8023263788333628,0.6943669359776089,43.04035736820571,50,0.8608071473641142,0.846253305215961,0.9203703703703704,0.9038888888888889,-0.1660472657726105,0.1672504219516765,0.3846848424765946,0.4662298285563948,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT5,109,50,True,13531,spot,0.1,0.8023263788333628,0.9708440290288576,61.19100987448632,50,1.2238201974897265,1.173238708522374,0.6792660550458716,0.9056880733944952,0.4066908997571879,0.4113196683589722,0.8161562642587105,0.4947106180672216,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT6,143,50,True,13531,spot,0.1,0.8023263788333628,0.8850252141281528,54.9971553136453,50,1.099943106272906,1.0792096193432572,0.8485314685314685,0.8988811188811188,-0.0344742755815731,0.0678349490068916,0.5636271960971605,0.1299841023206025,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT7,181,50,True,13531,spot,0.1,0.8023263788333628,0.8469006395253793,52.8403592479349,50,1.056807184958698,1.0377809968558251,0.8575690607734806,0.8981215469613261,-0.0004705268416239,0.0472656391666828,0.5116393364165819,0.0960036383484745,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT8,163,50,True,13531,spot,0.1,0.8023263788333628,0.9810145691744228,61.170053334389614,50,1.2234010666877924,1.224891210422669,0.7861349693251534,0.8987730061349692,0.0858245575126957,0.1054180994492747,0.6348567229977952,0.1593282315943024,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,1,0,0,spot,INT9,143,50,True,13531,spot,0.1,0.8023263788333628,0.8775876326951456,54.76631361993808,50,1.0953262723987616,1.1214202911868876,0.8544055944055944,0.8986013986013985,-0.0406648377193801,0.0585241547159889,0.560560639538918,0.1143588761322685,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT1,162,50,True,12693,spot,0.1,0.802557139571018,0.7501916096640332,46.668554291549256,50,0.9333710858309852,0.9126717468237068,0.8998765432098764,0.8980246913580247,-0.1508155773395302,0.1628785082202279,0.4220909908742152,0.4480059339266368,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT10,260,50,True,12693,spot,0.1,0.802557139571018,0.909477383125178,56.69905778674586,50,1.133981155734917,1.1485001430273998,0.8423076923076924,0.8975384615384615,0.0500954263299552,0.0694167624121831,0.7525846888388389,0.0918165429117113,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT11,196,50,True,12693,spot,0.1,0.802557139571018,0.978617301640041,60.786716312448696,50,1.215734326248974,1.185607189817441,0.8076530612244898,0.9009183673469388,-0.0179072129703051,0.079299763336424,0.5878006780635436,0.1368973295047374,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT12,202,50,True,12693,spot,0.1,0.802557139571018,0.8770870947517229,54.58878798934916,50,1.091775759786983,1.0857178997065389,0.8644554455445546,0.8989108910891089,-0.010710430856658,0.0465897005739794,0.5455566353502218,0.0918575406238081,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT13,615,50,True,12693,spot,0.1,0.802557139571018,0.7799422920890434,48.47611584026926,50,0.9695223168053853,0.9808627703073048,0.9004878048780488,0.9000325203252032,-0.0181642743443553,0.0261141261323258,0.5305790609666348,0.050310259362258,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT14,647,50,True,12693,spot,0.1,0.802557139571018,0.6834182924958593,42.41148405799124,50,0.8482296811598248,0.8232817153809742,0.9374343122102008,0.9002782071097374,0.0029798023508337,0.0189880800584972,0.4508415198286037,0.0408226489756717,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT15,688,50,True,12693,spot,0.1,0.802557139571018,0.727951963880844,45.39506583392198,50,0.9079013166784397,0.8842997690180332,0.9209593023255814,0.9005813953488374,0.0128684308205007,0.0208961037573495,0.4792751530107145,0.04214560874069,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT16,451,50,True,12693,spot,0.1,0.802557139571018,0.7104138057271931,44.16801178193645,50,0.883360235638729,0.8888038329138048,0.9262971175166298,0.8987583148558759,0.0123055627379898,0.0237876700009148,0.4688010380647517,0.0479830994581762,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT17,554,50,True,12693,spot,0.1,0.802557139571018,0.639204970042853,39.80873236589336,50,0.7961746473178671,0.7878665363868943,0.94985559566787,0.899783393501805,-0.0213842817986507,0.0280186825427517,0.3796410587370493,0.0811433657403468,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT18,706,50,True,12693,spot,0.1,0.802557139571018,0.8181542401146471,50.891106907077095,50,1.017822138141542,0.9989176924776504,0.8912181303116147,0.9001133144475921,0.0092299804257306,0.0288266343986452,0.5684921315354263,0.0479391926294487,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT19,759,50,True,12693,spot,0.1,0.802557139571018,0.6365981952918343,39.56209910053817,50,0.7912419820107633,0.7792851765254274,0.9541238471673256,0.9004743083003952,-0.0023773101843993,0.0165700532741402,0.3873944871219145,0.0416692564326638,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT2,353,50,True,12693,spot,0.1,0.802557139571018,0.8054141413389546,50.02739767299633,50,1.0005479534599266,1.007511490665892,0.8866855524079321,0.8993201133144475,0.0179936777049065,0.0581577532885422,0.5048927430261819,0.1089963102874572,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT20,729,50,True,12693,spot,0.1,0.802557139571018,0.6323086097706296,39.33998205767126,50,0.7867996411534252,0.771505974570375,0.9535528120713306,0.9005486968449933,-0.0211426002334702,0.0250150999041756,0.3821320156510675,0.0667149736733873,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT21,683,50,True,12693,spot,0.1,0.802557139571018,0.778186920972857,48.476977865379666,50,0.9695395573075932,0.9669257683977328,0.9041288433382136,0.8995607613469986,0.0008747125879011,0.0280255845606989,0.5582478213348131,0.0491797449871802,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT22,532,50,True,12693,spot,0.1,0.802557139571018,0.7637185954078545,47.56102068928933,50,0.9512204137857866,0.9595328819593332,0.9080075187969924,0.8992857142857144,0.0130284165288918,0.0321597606384553,0.5146067455754434,0.0610438415113365,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT23,726,50,True,12693,spot,0.1,0.802557139571018,0.8282338272397054,51.82780914912748,50,1.0365561829825496,1.0322007723331883,0.8709917355371902,0.9000550964187329,-0.000208530459133,0.0237244580475629,0.5310475933880144,0.0442976051773564,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT24,678,50,True,12693,spot,0.1,0.802557139571018,0.7822059258979144,48.59518375855937,50,0.9719036751711876,0.9289823743597708,0.9048377581120944,0.9004129793510325,0.0009545135116733,0.0264726770277098,0.5426124979275174,0.0439348680620016,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT3,300,50,True,12693,spot,0.1,0.802557139571018,0.7682825213275468,47.81627032297429,50,0.9563254064594858,0.9657689058131116,0.9022,0.8984000000000001,-0.0717305524830562,0.0829620768543145,0.4758265461019682,0.1912567321368319,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT4,200,50,True,12693,spot,0.1,0.802557139571018,0.7003789672069155,43.39450726696934,50,0.8678901453393868,0.8362816271786198,0.9106,0.8976000000000002,-0.2018161510908648,0.202674987261498,0.4022225259609708,0.5307111978922119,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT5,204,50,True,12693,spot,0.1,0.802557139571018,0.9489442584502688,59.70470842423306,50,1.194094168484661,1.118634556234315,0.6908823529411764,0.899607843137255,0.3926041147696454,0.396942764752997,0.748846523720473,0.5209144374412633,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT6,260,50,True,12693,spot,0.1,0.802557139571018,0.8842790363421094,54.99226264611316,50,1.099845252922263,1.058232493369245,0.8450769230769231,0.8980769230769231,-0.085852117509561,0.0939744454900596,0.5619293414557758,0.1885336908178102,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT7,342,50,True,12693,spot,0.1,0.802557139571018,0.8332985121766738,51.950257104540775,50,1.0390051420908155,1.0745386217885835,0.8680701754385964,0.8990058479532163,0.0213194780784622,0.0495360940363153,0.5097288562983402,0.0958144817511731,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT8,265,50,True,12693,spot,0.1,0.802557139571018,1.0010922949464487,62.33406787446829,50,1.2466813574893658,1.2489757880192331,0.7933584905660378,0.9,0.1089966068874551,0.1171245036304676,0.6411339891312315,0.1721626524277575,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,2,0,0,spot,INT9,244,50,True,12693,spot,0.1,0.802557139571018,0.8607235472860496,53.71433181708125,50,1.074286636341625,1.069830048994574,0.8629508196721312,0.8995901639344263,-0.0043930599564157,0.0599585517618552,0.5803612778704815,0.1082721755642618,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,3,0,0,spot,INT1,100,50,True,13420,spot,0.1,0.8053698140430906,0.7325534606903132,45.47332173851276,50,0.9094664347702552,0.9029655031600438,0.9026,0.8948,-0.1429853839564002,0.1543185081140996,0.4164009586335395,0.4389042114977916,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,3,0,0,spot,INT10,205,50,True,13420,spot,0.1,0.8053698140430906,0.9620199096112922,59.751007854696894,50,1.1950201570939378,1.200567380605207,0.8240975609756097,0.9000975609756098,0.0874705227347751,0.0965054934841868,0.7621883399741476,0.1200221895439407,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,3,0,0,spot,INT11,139,50,True,13420,spot,0.1,0.8053698140430906,0.9795929121884656,60.79011558100294,50,1.2158023116200587,1.166704141976941,0.8151079136690648,0.9037410071942444,-0.0339171969903007,0.0981657696341686,0.5802450020725154,0.1727679353241388,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,3,0,0,spot,INT12,123,50,True,13420,spot,0.1,0.8053698140430906,0.8646249563109759,53.559947937536634,50,1.071198958750733,1.0724106650659313,0.8572357723577235,0.8982113821138212,-0.0357040793449639,0.0559407588812894,0.5524477512377248,0.1062881472205478,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,3,0,0,spot,INT13,410,50,True,13420,spot,0.1,0.8053698140430906,0.7883973312049938,48.746917078512325,50,0.9749383415702464,0.9623629829324892,0.8982926829268293,0.8987317073170732,-0.0037918436611459,0.0246592905074576,0.53984942222023,0.0480299307135268,a4_oracle_recentred__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,random,3,0,0,spot,INT14,474,50,True,13420,spot,0.1,0.8053698140430906,0.6808899633738791,42.0674618065772,50,0.841349236131544,0.8309657945503282,0.9416877637130802,0.9000421940928269,-0.0158133924908636,0.0242227857164699,0.4467925639426607,0.0538913907361259,a4_oracle_recentred__hoptimus0__cqrmain.csv
