encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,gene,gene_index,n_T,status,guard_pass,deviance,deviance_null,deviance_ratio,score_residual,score_tol,n_iter,max_iter,solver,tol,library_flag_trusted,alpha_g,mean_count_T,var_count_T,seconds,_source
hoptimus0,COAD,shipped,random,0,0,0,spot,LCN2,31,3389,ok,True,98969.4917512754,1139942.7251633033,0.0868197055576607,1.7338621884140649e-15,0.001,10,300,newton-cholesky,1e-06,False,0.150185278457943,99.05901445854234,70784.26038875688,0.879,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,NXPE4,36,3389,ok,True,31427.503152459452,379735.6221249214,0.0827615354508952,1.0847449787720599e-09,0.001,8,300,newton-cholesky,1e-06,False,0.1227073852735983,37.97639421658306,7265.536042366391,0.681,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,PI3,39,3389,ok,True,44536.10292187198,332455.10416265024,0.1339612548107643,5.036938354356861e-10,0.001,9,300,newton-cholesky,1e-06,False,0.207752478461044,28.3753319563293,7025.330158722417,0.816,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,PRPH,40,3389,ok,True,7097.3393869993,16823.691838123596,0.4218657507097378,2.705713251224323e-12,0.001,7,300,newton-cholesky,1e-06,False,0.288209728297102,1.8031867807612865,63.1162118012892,0.867,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,SPIB,45,3389,ok,True,8636.757650350253,34630.789416462656,0.2493953443130159,1.4921085361006222e-12,0.001,7,300,newton-cholesky,1e-06,False,0.1643317153558696,3.896429625258188,180.16311888974784,0.711,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,UGT2B17,49,3389,ok,True,11883.869061743502,129182.07245363075,0.0919931754927461,1.72352756621339e-13,0.001,8,300,newton-cholesky,1e-06,False,0.1021044014618908,11.734139864266746,1137.8900413275396,0.768,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,AQP8,0,3389,ok,True,4623.94151587317,17283.50453469686,0.2675349496735772,3.6704226434522616e-08,0.001,6,300,newton-cholesky,1e-06,False,0.0584423329521874,1.7987606963706109,45.36267851089869,0.779,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CA4,4,3389,ok,True,7261.83898383336,146886.1585598628,0.0494385519713474,1.7968135305466054e-09,0.001,8,300,newton-cholesky,1e-06,False,0.0272495526714032,8.10652109766893,1663.9517549833947,1.0,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CEACAM6,9,3389,ok,True,96587.71478349283,1643356.189420295,0.0587746682096745,3.218498396544296e-13,0.001,9,300,newton-cholesky,1e-06,False,0.0795752065011256,195.2086161109472,131816.05711582335,1.057,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CEACAM7,10,3389,ok,True,13449.179096537538,129722.39632391364,0.1036766162024579,5.188276051666072e-12,0.001,8,300,newton-cholesky,1e-06,False,0.0992994930151334,10.44732959575096,1419.700663616541,0.977,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CHI3L2,13,3389,ok,True,7167.379921510459,21499.6379634233,0.3333721216005642,8.050857868483441e-10,0.001,6,300,newton-cholesky,1e-06,False,0.269715614541977,3.0902921215697847,61.57567019208963,0.782,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CXCL10,18,3389,ok,True,82446.8956977907,219771.6512682563,0.3751480012185688,1.1873141101879774e-10,0.001,7,300,newton-cholesky,1e-06,False,0.8167083154847611,22.18412511065211,4751.643773887531,0.82,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,DMBT1,20,3389,ok,True,117196.2584020338,884563.586751029,0.1324904847513467,5.264759168309313e-13,0.001,9,300,newton-cholesky,1e-06,False,0.134885309367598,69.61847152552376,50973.95445209047,0.965,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,FCRL1,22,3389,ok,True,6812.281863807889,27528.951772702243,0.2474588179039551,2.8081173510425747e-08,0.001,6,300,newton-cholesky,1e-06,False,0.1290682489385047,2.685748008262024,86.34602173223114,0.805,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,HEPACAM2,27,3389,ok,True,8097.952229607772,93987.9766941915,0.0861594484149399,2.9029688903852506e-14,0.001,8,300,newton-cholesky,1e-06,False,0.0648518807845411,7.876364709353791,537.6963390830045,1.017,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,INSL5,29,3389,ok,True,7677.843422837776,18200.06153322722,0.421858102447654,6.913547098273569e-09,0.001,6,300,newton-cholesky,1e-06,False,0.9352385623865604,1.8453821186190615,46.498518367814754,0.755,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,LCN2,31,3389,ok,True,100771.20177309743,1164814.6433818429,0.0865126501848614,1.0165235090500146e-15,0.001,10,300,newton-cholesky,1e-06,False,0.1330560543179055,101.377692534671,73904.66013977438,1.105,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,NXPE4,36,3389,ok,True,31517.822568199983,410243.8130798025,0.0768270515320824,1.5927908928774976e-09,0.001,8,300,newton-cholesky,1e-06,False,0.1106555799434867,41.23635290646208,8468.563660366564,0.763,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,PI3,39,3389,ok,True,52755.38528334255,346319.54355548084,0.1523315281076277,1.1216280557542194e-11,0.001,9,300,newton-cholesky,1e-06,False,0.2796776863683247,29.536441428149896,7405.870351087255,0.872,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,PRPH,40,3389,ok,True,5917.745327626355,17204.636760945865,0.3439622358700128,2.893440015479634e-13,0.001,7,300,newton-cholesky,1e-06,False,0.1051523852741433,1.799350840956034,69.06303381695695,0.784,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,SPIB,45,3389,ok,True,8930.182961594692,33326.097388186834,0.2679636579577479,2.0608369322113938e-08,0.001,6,300,newton-cholesky,1e-06,False,0.1788581821773769,3.858660371791089,184.52989914937663,0.698,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,UGT2B17,49,3389,ok,True,10826.846083215618,128160.97847690684,0.0844784911279878,1.1106919141356202e-14,0.001,8,300,newton-cholesky,1e-06,False,0.071933116694153,11.597816465033931,1125.5397945223854,0.987,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,AQP8,0,3389,ok,True,5331.420215735789,21840.09109881257,0.2441116290044071,2.3159548864041782e-11,0.001,7,300,newton-cholesky,1e-06,False,0.1158341507064561,2.0519327235172615,66.86802238508292,0.93,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,CA4,4,3389,ok,True,7877.986754042003,182404.28182892012,0.0431897029776466,3.3470514879610918e-09,0.001,8,300,newton-cholesky,1e-06,False,0.0193608694683792,9.71082915314252,2816.6453992237543,0.816,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,CEACAM6,9,3389,ok,True,98126.5165689298,1678910.9952723717,0.0584465268529679,1.2738205140866398e-13,0.001,9,300,newton-cholesky,1e-06,False,0.0771868403316798,202.5210976689289,137219.43971119146,0.868,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,CEACAM7,10,3389,ok,True,13154.15330442385,149375.9467700268,0.0880607192045146,3.926484644904088e-11,0.001,8,300,newton-cholesky,1e-06,False,0.0691157978747867,11.648273827087635,1856.3166299887512,1.027,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,CHI3L2,13,3389,ok,True,7574.201783557824,20755.964289651227,0.3649168825817582,4.1949433600480274e-09,0.001,6,300,newton-cholesky,1e-06,False,0.4484779021295149,3.037179108881676,62.088345759232865,0.694,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,CXCL10,18,3389,ok,True,79681.91614030162,207103.0693103901,0.3847452208488543,9.066084171887433e-10,0.001,7,300,newton-cholesky,1e-06,False,0.94356951145122,21.737975804071997,3769.7583596558497,0.657,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,DMBT1,20,3389,ok,True,123217.12698187958,884576.8263064955,0.1392949976955266,5.990185734263042e-12,0.001,9,300,newton-cholesky,1e-06,False,0.1538676767282302,69.83948067276482,49251.79063680222,1.03,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,FCRL1,22,3389,ok,True,6832.504090331238,28256.871478836183,0.2417997369400446,5.127078673408097e-09,0.001,7,300,newton-cholesky,1e-06,False,0.103944311222354,2.7772204190026555,92.75466393634797,0.902,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,HEPACAM2,27,3389,ok,True,9084.34489963661,91160.28066639522,0.0996524454864409,4.997986454560436e-15,0.001,8,300,newton-cholesky,1e-06,False,0.0980440173762425,7.732074358217764,503.1365771892745,0.93,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,INSL5,29,3389,ok,True,8920.956140496495,21878.642018475417,0.4077472510845598,6.325300147748696e-08,0.001,6,300,newton-cholesky,1e-06,False,1.012830476982686,1.9344939510179997,73.79499930847875,0.646,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,LCN2,31,3389,ok,True,107832.28967682624,1154157.5385305844,0.0934294375567766,1.5217512308388768e-15,0.001,10,300,newton-cholesky,1e-06,False,0.1376028733354032,101.57981705517852,74268.23425604681,1.116,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,NXPE4,36,3389,ok,True,33781.25516089164,404278.57912416745,0.0835593496793118,2.0962589552305007e-16,0.001,9,300,newton-cholesky,1e-06,False,0.1200445368011364,40.96695190321629,8348.011304195148,0.871,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,PI3,39,3389,ok,True,53172.83793385615,338668.5603952715,0.1570055332912991,2.0516646593771192e-10,0.001,9,300,newton-cholesky,1e-06,False,0.2644844632972495,29.20832103865447,7349.442421885097,1.015,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,PRPH,40,3389,ok,True,7882.031390359969,18908.37617604168,0.4168539549338504,9.44005152658757e-10,0.001,7,300,newton-cholesky,1e-06,False,0.2994756863542474,1.9082325169666567,71.13059631427882,0.684,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,SPIB,45,3389,ok,True,8811.575308741027,34776.96706406094,0.2533738865873398,2.229089213872521e-08,0.001,6,300,newton-cholesky,1e-06,False,0.1554884388755522,4.070817350250811,188.29840727152887,0.711,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,UGT2B17,49,3389,ok,True,11393.078543413876,120060.24788535292,0.0948946778311941,1.688112710717766e-14,0.001,8,300,newton-cholesky,1e-06,False,0.0873203035894097,11.191796990262617,1018.370523009542,0.944,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,AQP8,0,3389,ok,True,4626.424250143367,17375.17924060557,0.2662662747864767,1.281222727298467e-10,0.001,7,300,newton-cholesky,1e-06,False,0.0720005139930654,1.7533195632930068,45.631574721048686,0.945,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,CA4,4,3389,ok,True,6934.38774712737,133435.930362155,0.0519679199471006,1.368332706401058e-09,0.001,8,300,newton-cholesky,1e-06,False,0.0197183071482081,7.251696665683093,1604.5797823920225,0.972,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,CEACAM6,9,3389,ok,True,89684.49952045057,1671680.7724236147,0.0536492977606157,4.3708406415721906e-13,0.001,9,300,newton-cholesky,1e-06,False,0.0711517245538984,195.69194452640895,135471.67189790012,0.987,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,CEACAM7,10,3389,ok,True,11544.392590404746,115580.6531711886,0.0998817040193235,1.612348443065437e-12,0.001,8,300,newton-cholesky,1e-06,False,0.0763770762481044,9.5818825612275,1113.589884176287,0.945,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,CHI3L2,13,3389,ok,True,6903.255446628095,20523.767118123844,0.3363542086058881,2.6423057548884977e-11,0.001,7,300,newton-cholesky,1e-06,False,0.2434429160614489,3.059899675420478,57.09765063928267,0.667,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,CXCL10,18,3389,ok,True,83475.89800927494,249080.98689964457,0.3351355679464511,2.492970989448098e-10,0.001,8,300,newton-cholesky,1e-06,False,0.575689254031184,23.131897314842135,6631.169433854859,0.826,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,DMBT1,20,3389,ok,True,111756.77365137372,864692.7657495072,0.1292444878436146,1.5024207037484215e-11,0.001,9,300,newton-cholesky,1e-06,False,0.1260641429081055,67.54116258483329,48335.92783583808,1.07,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,FCRL1,22,3389,ok,True,7046.335691499446,29627.41172433,0.2378316323093792,2.2302368305657575e-10,0.001,8,300,newton-cholesky,1e-06,False,0.1186009784058968,2.67984656240779,122.5093369304051,0.943,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,HEPACAM2,27,3389,ok,True,8229.530116820297,101604.52934337416,0.0809957013728046,1.4226103410773376e-11,0.001,8,300,newton-cholesky,1e-06,False,0.0728550813771067,8.480672764827382,602.854186560241,0.83,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,INSL5,29,3389,ok,True,8069.940976647171,21253.69864623351,0.3796958407555708,2.386116456644819e-13,0.001,7,300,newton-cholesky,1e-06,False,0.7599359636409609,1.976099144290351,66.24116411767636,0.76,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,LCN2,31,3389,ok,True,96740.33476307135,1121066.870672366,0.0862930992734187,1.1248264727169806e-14,0.001,10,300,newton-cholesky,1e-06,False,0.1428768032967731,97.72440247860726,67740.05212276122,1.187,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,NXPE4,36,3389,ok,True,30488.440723211796,403545.270192748,0.0755514758199232,2.0839357900538244e-15,0.001,9,300,newton-cholesky,1e-06,False,0.1081758894452459,41.20920625553261,8168.843173779466,0.79,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,PI3,39,3389,ok,True,46642.87648791304,335563.9606545815,0.1389984681219259,4.2735560732224957e-10,0.001,9,300,newton-cholesky,1e-06,False,0.2400224679382174,28.03098259073473,7179.49461240495,0.778,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,PRPH,40,3389,ok,True,7706.465396451722,14429.368067620486,0.534081975062029,4.0509674134200705e-10,0.001,6,300,newton-cholesky,1e-06,False,0.9604125298490566,1.6718796105045737,39.93008563367211,0.705,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,SPIB,45,3389,ok,True,9814.753317895384,36010.694049815516,0.2725510734205265,6.562800012793229e-15,0.001,8,300,newton-cholesky,1e-06,False,0.145232567918261,3.925641782236648,216.0062755989149,0.745,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,UGT2B17,49,3389,ok,True,10160.53077764117,130852.21406059845,0.0776489022412396,2.638687939223772e-14,0.001,8,300,newton-cholesky,1e-06,False,0.0614304598274322,11.96046031277663,1147.2806085247676,0.856,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,AQP8,0,3389,ok,True,5059.653006792407,22546.89126516331,0.2244057926783885,3.3334176634583477e-13,0.001,7,300,newton-cholesky,1e-06,False,0.0468117923239441,1.9861316022425497,97.89620666626485,0.938,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,CA4,4,3389,ok,True,7780.220656606552,171255.26988474058,0.0454305474035505,8.453499161842518e-14,0.001,9,300,newton-cholesky,1e-06,False,0.0212449647850138,9.384184125110652,2169.626857222286,1.04,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,CEACAM6,9,3389,ok,True,111154.370495139,1669509.7360563097,0.0665790489833896,3.077941722281009e-14,0.001,9,300,newton-cholesky,1e-06,False,0.0871042909624508,199.77043375627028,137857.0930925214,0.994,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,CEACAM7,10,3389,ok,True,13271.722556728591,143953.2348331944,0.092194680946956,3.5344182091852184e-10,0.001,8,300,newton-cholesky,1e-06,False,0.0645141419863152,11.162289760991444,1717.331387435494,0.879,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,CHI3L2,13,3389,ok,True,7115.218465381439,19822.342251238384,0.3589494306575663,3.4700664525973057e-13,0.001,7,300,newton-cholesky,1e-06,False,0.3379395041256657,2.9280023605783416,47.42515719479962,0.822,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,CXCL10,18,3389,ok,True,76472.21650317311,224870.3072400085,0.3400725397753507,1.1720510752355951e-09,0.001,7,300,newton-cholesky,1e-06,False,0.5879826719022528,21.890528179403955,4539.2663476843445,0.794,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,DMBT1,20,3389,ok,True,111345.10158420049,831126.1093242051,0.1339689613104995,4.6124632978213284e-12,0.001,9,300,newton-cholesky,1e-06,False,0.1462547882648833,65.91708468574801,44525.7655551348,1.116,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,FCRL1,22,3389,ok,True,7023.147843960787,33589.801716771115,0.2090857190280521,2.3361449913487902e-09,0.001,7,300,newton-cholesky,1e-06,False,0.0975902093393637,2.867807612865152,148.30778565837178,0.988,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,HEPACAM2,27,3389,ok,True,9845.587270243632,100873.409804297,0.0976033950804766,2.2415816307311065e-13,0.001,8,300,newton-cholesky,1e-06,False,0.0942531734089199,8.533785777515492,604.7896639694435,0.979,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,INSL5,29,3389,ok,True,7688.271098849307,19139.269092372044,0.4017013952697633,9.564372968111685e-12,0.001,7,300,newton-cholesky,1e-06,False,0.8093057642472813,1.8557096488639715,56.48891440917782,0.726,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,LCN2,31,3389,ok,True,114335.56328734408,1158481.8473098555,0.0986943071683393,2.4241050072267926e-10,0.001,9,300,newton-cholesky,1e-06,False,0.1687207683414527,101.2112717615816,72413.23339120978,1.041,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,NXPE4,36,3389,ok,True,32886.75265849345,412919.7979944472,0.0796444075053424,1.8395772480897735e-09,0.001,8,300,newton-cholesky,1e-06,False,0.1126410871458443,41.73266450280319,8458.120954557126,0.792,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,PI3,39,3389,ok,True,51416.782955364295,342265.8537635968,0.1502246934363423,1.002710695352442e-11,0.001,9,300,newton-cholesky,1e-06,False,0.2269329820865115,28.926231926822073,7573.313328802155,0.868,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,PRPH,40,3389,ok,True,8803.189593343559,20668.642448840597,0.4259200678096481,1.4474874854085724e-08,0.001,6,300,newton-cholesky,1e-06,False,0.3947422250388254,1.9563293006786664,104.90836385374864,0.605,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,SPIB,45,3389,ok,True,8891.703822074474,38007.595934618745,0.2339454417840613,3.043430440163463e-09,0.001,7,300,newton-cholesky,1e-06,False,0.0983827389137265,4.089701976984361,228.57282485212417,0.679,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,UGT2B17,49,3389,ok,True,11613.949757319066,128337.21987556187,0.0904955691620884,5.838866577737728e-15,0.001,8,300,newton-cholesky,1e-06,False,0.0783737646763839,11.766302744172322,1160.997907843384,0.885,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,AQP8,0,3389,ok,True,4668.339865121263,22751.21429947715,0.2051908000896702,8.452454713598341e-09,0.001,7,300,newton-cholesky,1e-06,False,0.0491997226195038,2.0239008557096487,73.07646518025015,0.887,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,CA4,4,3389,ok,True,7368.071526706795,181619.48241042456,0.0405687288000105,9.052111134681238e-15,0.001,9,300,newton-cholesky,1e-06,False,0.0180275952771977,9.961345529654766,2447.6912444700074,0.956,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,CEACAM6,9,3389,ok,True,97483.64117079473,1628744.480687114,0.0598520162780042,4.256596491493741e-13,0.001,9,300,newton-cholesky,1e-06,False,0.0779964608463445,192.14783121864855,129214.90287383692,1.071,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,CEACAM7,10,3389,ok,True,11806.784108581804,146232.281363761,0.0807399296411971,1.0903541393407164e-11,0.001,8,300,newton-cholesky,1e-06,False,0.0572407828340163,11.462673354971969,1711.768750938431,0.806,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,CHI3L2,13,3389,ok,True,7134.707650013012,21197.828717541564,0.3365772855834484,2.6504292877246113e-09,0.001,6,300,newton-cholesky,1e-06,False,0.2634314792822681,3.0731779285925054,59.76264813273585,0.589,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,CXCL10,18,3389,ok,True,89545.8090260037,234961.0202103605,0.3811092109909694,1.126763807750538e-10,0.001,7,300,newton-cholesky,1e-06,False,1.0705508990312531,22.18973148421363,5370.042208576047,0.816,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,DMBT1,20,3389,ok,True,114767.27857147974,886744.4043529793,0.1294254330877009,5.080254053825035e-10,0.001,9,300,newton-cholesky,1e-06,False,0.130614406899096,67.75095898495131,50764.68943606354,1.015,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,FCRL1,22,3389,ok,True,7086.5295986811725,25252.48456863292,0.2806270242209601,6.845072568066117e-13,0.001,7,300,newton-cholesky,1e-06,False,0.2285492779552519,2.5585718501032755,80.37001873900664,0.758,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,HEPACAM2,27,3389,ok,True,8687.124121282117,95116.03803141802,0.0913318542390574,1.222302208676799e-14,0.001,8,300,newton-cholesky,1e-06,False,0.0776853026523788,7.9041015048686925,551.0802340581706,0.94,a4_nb_guard__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,INSL5,29,3389,ok,True,8121.648986851691,22707.554863041132,0.3576628587197869,6.536910331017317e-13,0.001,7,300,newton-cholesky,1e-06,False,0.6501509458393555,2.024786072587784,75.25440317883785,0.685,a4_nb_guard__hoptimus0__main9.csv
