encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,gene,gene_index,n,ks_exact,pit_mean,pit_var,log_score_mean,alpha_g,_source
hoptimus0,COAD,shipped,random,0,0,0,spot,PI3,39,10572,0.1264668005539344,0.4665182847138665,0.1231620664006334,3.244497965829213,0.207752478461044,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,PRPH,40,10572,0.0495663997740634,0.509364953878594,0.0973106758523779,2.0162052108460347,0.288209728297102,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,SPIB,45,10572,0.0616887646759947,0.4856836105167402,0.1039657352844576,2.397620330707656,0.1643317153558696,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,UGT2B17,49,10572,0.0719504633512379,0.4873654939910229,0.108348351062249,2.5211235603432125,0.1021044014618908,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,AQP8,0,10572,0.0442712482078089,0.5010255764556204,0.0980039897780485,1.6737621818657498,0.0584423329521874,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CA4,4,10572,0.1072636164598598,0.5163752356353605,0.1148737861830238,2.413679471593229,0.0272495526714032,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CEACAM6,9,10572,0.2090643628718393,0.4098676353392366,0.1274667776263632,5.00059600088647,0.0795752065011256,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CEACAM7,10,10572,0.0868791994383386,0.4935569715144013,0.1170294974103526,2.5836696004485376,0.0992994930151334,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CHI3L2,13,10572,0.038385049711799,0.5074560541687974,0.0932819083179851,2.030134181287108,0.269715614541977,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,CXCL10,18,10572,0.0679976310726298,0.4891666187931761,0.1012876756047522,3.74369048333105,0.8167083154847611,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,DMBT1,20,10572,0.2529124047290622,0.4177346313347652,0.1496362143924894,5.425420386678671,0.134885309367598,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,FCRL1,22,10572,0.0581460024456881,0.4988041206659969,0.1026153694255917,2.0228911114292476,0.1290682489385047,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,HEPACAM2,27,10572,0.0706477228664624,0.4859535118849541,0.1066493051175374,2.368200039238145,0.0648518807845411,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,INSL5,29,10572,0.059906028340753,0.5386910691277751,0.0875930150001645,1.7372893314399829,0.9352385623865604,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,LCN2,31,10572,0.1770296082159303,0.4457576173354186,0.134170294772458,4.303195192370217,0.1330560543179055,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,NXPE4,36,10572,0.1161484475989567,0.4675061291112595,0.1168394693230686,3.4259281003661455,0.1106555799434867,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,PI3,39,10572,0.1243449741920524,0.4601374895498383,0.1190918439273808,3.035066863976815,0.2796776863683247,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,PRPH,40,10572,0.0507603573185931,0.5072675713906533,0.0994198759267873,2.3940185081778607,0.1051523852741433,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,SPIB,45,10572,0.0600112147852196,0.4945295645022216,0.1050133993706335,2.4047514403371633,0.1788581821773769,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,1,0,spot,UGT2B17,49,10572,0.0839314896446715,0.4827845728424438,0.1109663280277177,2.6473206506570324,0.071933116694153,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,AQP8,0,10572,0.0353274117125241,0.4928295414907074,0.0952622654029445,1.5723408266383123,0.1158341507064561,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,CA4,4,10572,0.0756882916875051,0.4959779039030167,0.1107420040567186,2.434278560059031,0.0193608694683792,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,CEACAM6,9,10572,0.2216875574341626,0.4092118525917124,0.1315928025033279,5.160296191795155,0.0771868403316798,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,CEACAM7,10,10572,0.0934445845908643,0.4875039461305034,0.1179363232014126,2.7824702965636163,0.0691157978747867,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,CHI3L2,13,10572,0.0225536445147903,0.5143603661284059,0.084873620676065,1.965087619804654,0.4484779021295149,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,CXCL10,18,10572,0.0787167384822419,0.5090744138273002,0.0992489512712662,3.836342083910218,0.94356951145122,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,DMBT1,20,10572,0.2405907863320403,0.4239005045029049,0.148046920236341,5.365844635671143,0.1538676767282302,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,FCRL1,22,10572,0.0607983039003094,0.4859732757694613,0.1033380735552632,2.011871965270682,0.103944311222354,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,HEPACAM2,27,10572,0.0660397551222599,0.4966860384410375,0.1071667743407918,2.2389936610847334,0.0980440173762425,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,INSL5,29,10572,0.0854198458212482,0.554348614467496,0.0914365494496307,1.7473203535365565,1.012830476982686,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,LCN2,31,10572,0.1684594371248519,0.4484060527518487,0.1312404487695492,4.387958624176088,0.1376028733354032,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,NXPE4,36,10572,0.1274799906702143,0.4544146623117044,0.1160077058190978,3.298647553250513,0.1200445368011364,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,PI3,39,10572,0.1107648207294036,0.4757041210146565,0.1202251068450441,3.103809006767004,0.2644844632972495,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,PRPH,40,10572,0.0537534944713689,0.5062505524077412,0.0999010918553293,2.0058143663491608,0.2994756863542474,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,SPIB,45,10572,0.0696201441298497,0.480911455057054,0.105213783120636,2.3625715536998593,0.1554884388755522,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,2,0,spot,UGT2B17,49,10572,0.0711410928940287,0.4875412021722721,0.1094517300710036,2.569511428899265,0.0873203035894097,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,AQP8,0,10572,0.0445444553125212,0.500924157710277,0.0974811461645139,1.6250595096235143,0.0720005139930654,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,CA4,4,10572,0.0868556128328724,0.5063837229078573,0.1106280347173011,2.554169667798496,0.0197183071482081,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,CEACAM6,9,10572,0.2222861159536606,0.4061912361800988,0.1304172376071522,5.268302156401272,0.0711517245538984,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,CEACAM7,10,10572,0.0915682630064176,0.4815300835133853,0.1147210494475223,2.6862855963578305,0.0763770762481044,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,CHI3L2,13,10572,0.0398586299009982,0.5007108451580397,0.0954436867594039,2.066749956490617,0.2434429160614489,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,CXCL10,18,10572,0.1095114857575666,0.4759803107572708,0.1181716302484934,4.191055186868899,0.575689254031184,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,DMBT1,20,10572,0.257687954743338,0.4203953171815947,0.1532187315990748,5.750658109869906,0.1260641429081055,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,FCRL1,22,10572,0.0584135912480047,0.4878762479312656,0.1031983782006032,2.023046151751686,0.1186009784058968,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,HEPACAM2,27,10572,0.0674452719252831,0.489565737533376,0.1074855994427149,2.2864718316477908,0.0728550813771067,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,INSL5,29,10572,0.0624411993332389,0.5346762754636322,0.0930667146123838,1.7543690950016286,0.7599359636409609,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,LCN2,31,10572,0.1563453596078786,0.4558311635981413,0.1290220545141654,4.122838047756833,0.1428768032967731,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,NXPE4,36,10572,0.1363108109364682,0.4512551924043186,0.1184447996093295,3.3590774996322597,0.1081758894452459,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,PI3,39,10572,0.1048437005627935,0.4827805039756872,0.1226956348500048,3.250557634462607,0.2400224679382174,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,PRPH,40,10572,0.0664043202383881,0.5427432006715337,0.0832655881850217,1.8137753618732615,0.9604125298490566,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,SPIB,45,10572,0.073765387549885,0.4738643905436424,0.1039359056121281,2.367079327916998,0.145232567918261,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,3,0,spot,UGT2B17,49,10572,0.0793565504879787,0.483527035595229,0.1110128634578846,2.6893316107544356,0.0614304598274322,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,AQP8,0,10572,0.0462858467413038,0.4982657532377305,0.1002134647198359,1.6813341401245805,0.0468117923239441,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,CA4,4,10572,0.0967950136697417,0.5162809624218528,0.1136037782970687,2.455146821038661,0.0212449647850138,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,CEACAM6,9,10572,0.2160834714142672,0.4055532604777291,0.1265899323844408,4.954209113046272,0.0871042909624508,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,CEACAM7,10,10572,0.0962784447847603,0.5003774276940791,0.1188495102443548,2.8181226961884875,0.0645141419863152,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,CHI3L2,13,10572,0.0334213304002616,0.5187065054224309,0.0890400830315671,2.0211715969481387,0.3379395041256657,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,CXCL10,18,10572,0.104506487482714,0.4731595089437438,0.1158367325581725,4.091382868680859,0.5879826719022528,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,DMBT1,20,10572,0.2348525755337435,0.4423698437255492,0.1549138391017504,5.540555760001421,0.1462547882648833,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,FCRL1,22,10572,0.0656418868811797,0.4984838140860812,0.1068274345954668,2.02451189667468,0.0975902093393637,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,HEPACAM2,27,10572,0.0744183832673343,0.4816043070903679,0.1068685215493244,2.2210998694647217,0.0942531734089199,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,INSL5,29,10572,0.0602906797477621,0.5368918250966218,0.0896304954365713,1.7296329148516592,0.8093057642472813,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,LCN2,31,10572,0.15269479368812,0.4417972600434043,0.1221678236679054,3.910098445594498,0.1687207683414527,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,NXPE4,36,10572,0.1284195655238802,0.4543897521271056,0.1160232041906011,3.3506123298689774,0.1126410871458443,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,PI3,39,10572,0.1142374010071006,0.4688785091440773,0.1192347296518311,3.156074995214461,0.2269329820865115,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,PRPH,40,10572,0.0520591629367485,0.5089045879392446,0.0983280275415723,1.9694621119881792,0.3947422250388254,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,SPIB,45,10572,0.08094498404013,0.4780647379603135,0.1075709112308394,2.396063074968397,0.0983827389137265,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,0,4,0,spot,UGT2B17,49,10572,0.0792831522884352,0.4882092809960636,0.1112231000122746,2.604705057014782,0.0783737646763839,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,AQP8,0,5079,0.0623129276210067,0.5062547616997931,0.10018793438821,1.700446407261471,0.0491997226195038,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,CA4,4,5079,0.0907448986510186,0.5006816675024718,0.113210367710323,2.4630894967795336,0.0180275952771977,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,CEACAM6,9,5079,0.2229702609509571,0.4046760967771013,0.1287685620940844,5.092552185809591,0.0779964608463445,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,CEACAM7,10,5079,0.0983791279523856,0.4864400086630296,0.1199827587725434,2.8618128807292034,0.0572407828340163,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,CHI3L2,13,5079,0.0313933878766913,0.4926460993923447,0.0929329978723238,2.023883776923062,0.2634314792822681,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,CXCL10,18,5079,0.0835252267372014,0.5264070187042651,0.0971399756581322,4.00214915499406,1.0705508990312531,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,DMBT1,20,5079,0.2550070982506854,0.424028605694338,0.15381910315108,6.016793193876498,0.130614406899096,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,FCRL1,22,5079,0.0465514740721026,0.4957394404191677,0.0997151709279853,1.9040392401744863,0.2285492779552519,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,HEPACAM2,27,5079,0.0680221069903783,0.4933858769529757,0.1078572073576211,2.375516500925927,0.0776853026523788,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,INSL5,29,5079,0.0684592990302955,0.5283361817470552,0.0969315577598135,1.845402246068571,0.6501509458393555,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,LCN2,31,5079,0.1790314456852852,0.4400852037639462,0.1327939614939848,4.466324334758314,0.1313625921719807,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,NXPE4,36,5079,0.131299603860321,0.4519127907277177,0.1166254715686991,3.4194428508053045,0.1111871763322314,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,PI3,39,5079,0.1126496263413319,0.4735187530815617,0.1211528218129634,3.207782152490658,0.2536998020062416,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,PRPH,40,5079,0.0551341165483191,0.5133199545831386,0.0968814141150264,1.9647747543307683,0.4051627099359198,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,SPIB,45,5079,0.057053054379495,0.4916436045563945,0.1033464442067975,2.3727121863119516,0.1807241468415293,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,UGT2B17,49,5079,0.0850494792350659,0.499621504548138,0.1130275196759954,2.8067633151345137,0.0809431395004792,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,AQP8,0,5079,0.0359818625275484,0.5111546967057782,0.0909094868008928,1.531827061746422,0.1414474122007055,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,CA4,4,5079,0.0814268144534458,0.5115550470579867,0.1103253929896823,2.4964978950921437,0.0176197564652225,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,CEACAM6,9,5079,0.2117168338560831,0.409521834292499,0.1281822428126538,5.109417279545191,0.0784399468420613,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,CEACAM7,10,5079,0.0889830853050247,0.5106583500859978,0.1130706964430788,2.5672612185910513,0.0989925110831468,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,CHI3L2,13,5079,0.0345599460140212,0.510779548076308,0.0923242248865849,2.02008131816222,0.3184912272767158,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,CXCL10,18,5079,0.0815411224434428,0.4880850509082427,0.1088672422677982,3.9223302773807616,0.7354388959220671,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,DMBT1,20,5079,0.2513247109608563,0.4218269517777651,0.1506373070246495,5.337151811190126,0.1600548949872413,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,FCRL1,22,5079,0.072117382269367,0.4847254447732084,0.1056163066654593,1.992589559071566,0.1155174842810006,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,HEPACAM2,27,5079,0.0676429026854183,0.4888898200739591,0.106988414579356,2.3231537321093993,0.0757807510056168,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,INSL5,29,5079,0.0374133328152286,0.5120027673886475,0.0930477809066662,1.817759302165363,0.5092973282524923,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,LCN2,31,5079,0.139838768148231,0.4751832800774359,0.1324946143455569,4.088903778235162,0.1483969442606263,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,NXPE4,36,5079,0.1139886293415381,0.4646279999676,0.1162161752037135,3.3627350468716335,0.1204724399947155,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,PI3,39,5079,0.1120635793494948,0.4707671173291198,0.11964188561712,3.0938142548356993,0.2196723506031384,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,PRPH,40,5079,0.0520410004631012,0.5066313468128357,0.0967005780372888,1.9310366170302715,0.4839023159273806,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,SPIB,45,5079,0.0738255261171009,0.4854319484251114,0.1070361976593754,2.4652213442923245,0.15293180335034,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,1,0,spot,UGT2B17,49,5079,0.0748962251837475,0.4885038559178327,0.1091130764654653,2.514991767790339,0.0838192520134977,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,AQP8,0,5079,0.0328887010080066,0.4953209342345784,0.0936553232440475,1.610910490784322,0.1339564515177017,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,CA4,4,5079,0.0833654240995334,0.5001202013008673,0.110749139136464,2.3859835905390487,0.03066052504264,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,CEACAM6,9,5079,0.1879789382944944,0.4301267088504873,0.1307257864104178,5.296913743032777,0.077465869221028,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,CEACAM7,10,5079,0.0921456441241797,0.4801879534476566,0.1148302323642958,2.7033856840634023,0.0872050806253256,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,CHI3L2,13,5079,0.0306708551196018,0.498807495546456,0.0921262836491637,1.978624052626737,0.2705043370373134,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,CXCL10,18,5079,0.136425613107255,0.4775266829086423,0.1312318571923526,4.55636076449441,0.5139225008238528,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,DMBT1,20,5079,0.2438101033579516,0.4473335478889542,0.1599661332504777,6.035317419674028,0.1188644412092213,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,FCRL1,22,5079,0.056366922664363,0.4882573767163765,0.1017490748712085,1.9774071166684128,0.1447067663446606,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,HEPACAM2,27,5079,0.0761213044811634,0.4789707791166396,0.1061422625575373,2.2484662843476477,0.1115528492124346,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,INSL5,29,5079,0.0488264803393875,0.5209043236216211,0.0928948102148818,1.7570156640198475,0.7182507347177592,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,LCN2,31,5079,0.1437380636900556,0.4806536544193915,0.1348764401380829,4.330163477440996,0.1603077476204076,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,NXPE4,36,5079,0.1468357787244195,0.4452103633308792,0.1196181951231191,3.39917634534006,0.1125802242082123,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,PI3,39,5079,0.1139633580066263,0.4780227238638295,0.1222311725526149,3.172435503008817,0.2634971615225605,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,PRPH,40,5079,0.0602789390865778,0.4966466053170073,0.1034720634728028,2.20174097902468,0.2653990169761288,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,SPIB,45,5079,0.0694488610709718,0.4871809452400447,0.1075013894532945,2.3884180324110216,0.1513492052461811,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,2,0,spot,UGT2B17,49,5079,0.0766776755745349,0.4870760585300549,0.1095859166027408,2.590762614140726,0.0810744959023956,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,3,0,spot,AQP8,0,5079,0.0396970186744635,0.495339613363506,0.0968098992037483,1.6600338139498374,0.0487722368910657,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,3,0,spot,CA4,4,5079,0.0744528858976941,0.5029874225547711,0.1082425218048084,2.3741057152416154,0.0240602987136865,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,3,0,spot,CEACAM6,9,5079,0.1932314862969585,0.4233345077245014,0.1289411138352422,5.081034492618616,0.0770901321569033,a4_pit_by_cell__hoptimus0__main9.csv
hoptimus0,COAD,shipped,random,1,3,0,spot,CEACAM7,10,5079,0.0854727845697709,0.4940170051358504,0.1161137909644554,2.6081027006327315,0.0921455283052632,a4_pit_by_cell__hoptimus0__main9.csv
