task,label_set,encoder,design,score,n_folds,coverage_mean,coverage_sd,width_mean,width_sd,interval_score_mean,miss_above_mean,miss_below_mean,calibration_unit,n_train_matched
HCC,shipped,hoptimus1,random,abs,2,0.9022824701121387,0.0004924236022579245,1.5924970508211327,0.0038501194778850765,2.1379223453161744,0.07160287346206433,0.026114656425797016,spot,1203
HCC,shipped,hoptimus1,random,scaled,2,0.8993175852612894,0.0006296003726170937,2.148201028361198,0.09632413180125074,2.7788512212733356,0.0841043296835825,0.016578085055128096,spot,1203
IDC,audited,hoptimus1,donor,abs,3,0.8108757654558966,0.10381183778258771,4.37242967652753,0.630341711920799,7.330603513536327,0.12779496954267366,0.06132926500142988,donor,3005
IDC,audited,hoptimus1,donor,scaled,3,0.7993765112835404,0.07112633137459078,16.505082506422482,14.832754829925921,19.888755249655027,0.12839103488877382,0.07223245382768594,donor,3005
IDC,audited,hoptimus1,patient,abs,4,0.8096352761929908,0.09086353436371211,3.8946521629486113,0.2109992679285199,6.95150039274623,0.13290017240081273,0.05746455140619652,patient,3005
IDC,audited,hoptimus1,patient,scaled,4,0.8299163958257,0.06542955314665111,6.896664743497915,2.5929414951017167,9.747008429741665,0.11775333973139863,0.05233026444290136,patient,3005
IDC,audited,hoptimus1,random,abs,4,0.8791068590731302,0.0008994753444339207,2.120006128080245,0.0032403517697482892,3.043885163557842,0.06299096438308979,0.05790217654378006,spot,3005
IDC,audited,hoptimus1,random,scaled,4,0.8944041576696555,0.0004514711062662097,2.307595347712321,0.007228053929916197,3.012400609613501,0.05890235214222478,0.046693490188119746,spot,3005
IDC,shipped,hoptimus1,donor,abs,4,0.8163617489465332,0.10929533326440394,4.027684748556552,0.38050578584491146,7.091018471020348,0.13284304352996024,0.05079520752350658,donor,3005
IDC,shipped,hoptimus1,donor,scaled,4,0.820919055108901,0.09827432868469442,4.612313165748789,0.5066198647921262,7.615942091655028,0.13029511131725913,0.04878583357384,donor,3005
IDC,shipped,hoptimus1,patient,abs,4,0.8045406423214075,0.09803986317314534,3.832141324337465,0.24699299171781738,7.010114341868428,0.13682373744498338,0.05863562023360916,patient,3005
IDC,shipped,hoptimus1,patient,scaled,4,0.8165099400171232,0.07990782164371966,4.352221252761927,0.3930847983707049,7.336376951174775,0.13203372481623693,0.05145633516663994,patient,3005
IDC,shipped,hoptimus1,random,abs,4,0.8797062485948728,0.0010147688677786377,2.0688781258224367,0.0034776098656490416,2.971613349426798,0.06266552623649588,0.057628225168631295,spot,3005
IDC,shipped,hoptimus1,random,scaled,4,0.8963310235557815,0.00041307364389184665,2.1543075362639845,0.00361639787235724,2.802105847676148,0.058738197764927544,0.04493077867929094,spot,3005
LUNG,shipped,hoptimus1,donor,abs,2,0.5953761935459996,0.019684039132152754,2.011333653995886,0.021024435667767877,8.587129321117926,0.2171042553442013,0.1875195511097991,block,1027
LUNG,shipped,hoptimus1,donor,scaled,2,0.6042978799813961,0.04183114615987768,2.3703854046714907,0.09420923731338497,9.217590348595422,0.20500366905270734,0.1906984509658965,block,1027
LUNG,shipped,hoptimus1,patient,abs,2,0.6016372311919522,0.033087634108035925,2.062226153131348,0.02675802788157555,8.48222730559295,0.2156810119268393,0.1826817568812085,block,1027
LUNG,shipped,hoptimus1,patient,scaled,2,0.6146204948448233,0.023697952884706518,2.5241310169737687,0.0017332817906492387,9.128842317085505,0.20360287939687083,0.18177662575830594,block,1027
LUNG,shipped,hoptimus1,random,abs,2,0.8985755180332298,0.0007169668870522925,2.0129865571837007,0.0034608911067720346,2.6389756395069632,0.04900024371706003,0.05242423824971011,spot,1027
LUNG,shipped,hoptimus1,random,scaled,2,0.9003041601992643,0.0002461331827016837,2.456775907831889,0.0035414614147424675,3.0888716345064067,0.04825652491527349,0.05143931488546226,spot,1027
LYMPH_IDC,shipped,hoptimus1,donor,abs,4,0.8188143360304047,0.1348277983625676,2.4517167266473407,0.4653733613867227,4.7943863936645945,0.1432974145963132,0.037888249373282196,donor,9980
LYMPH_IDC,shipped,hoptimus1,donor,scaled,4,0.8073889043105161,0.09348263137111903,3.397590901536579,0.9628096270749369,5.6298023734288,0.14858900490450586,0.044022090784977964,donor,9980
LYMPH_IDC,shipped,hoptimus1,patient,abs,4,0.8050080976930102,0.13180459531383462,2.3598362469163554,0.3906379607152471,4.749901536372062,0.14245583417295526,0.0525360681340345,patient,9980
LYMPH_IDC,shipped,hoptimus1,patient,scaled,4,0.7886961386280064,0.09072407307887176,3.0412064464261803,0.3587425314280106,5.494181126578102,0.15128374899973612,0.06002011237225752,patient,9980
LYMPH_IDC,shipped,hoptimus1,random,abs,4,0.9004540055805839,0.000399829746876051,1.4948920873589184,0.0018631534073580243,1.9944233471160044,0.0685543216607774,0.03099167275863865,spot,9980
LYMPH_IDC,shipped,hoptimus1,random,scaled,4,0.9002687998815451,0.00019600276668457875,1.410319258484982,0.002718185595598624,1.8634266622546036,0.08328104067022549,0.01645015944822946,spot,9980
PAAD,shipped,hoptimus1,donor,abs,3,0.8944234743578114,0.03923085035217814,3.1143537667974,0.4398348410816771,4.13991793694026,0.0632621599751088,0.042314365667079745,donor,1951
PAAD,shipped,hoptimus1,donor,scaled,3,0.8729188375867604,0.04099999255155576,12.442317902810158,4.3585496315672625,13.902718837027308,0.07622350708353616,0.05085765532970341,donor,1951
PAAD,shipped,hoptimus1,patient,abs,3,0.8673212560796483,0.051661838762224216,3.1329463199748564,0.4234794119516861,4.403562101624826,0.09475785253571258,0.03792089138463922,patient,1951
PAAD,shipped,hoptimus1,patient,scaled,3,0.85018828906506,0.026281209716101817,8.058543869646337,3.572144964042131,9.89305014463047,0.10165301425466837,0.0481586966802716,patient,1951
PAAD,shipped,hoptimus1,random,abs,3,0.8930957915318293,0.0012597557452840437,1.9845184384457035,0.006190163690833228,2.7976600336649633,0.05656953262828205,0.050334675839888564,spot,1951
PAAD,shipped,hoptimus1,random,scaled,3,0.9037611876147983,0.0009556224831797847,2.307303029954932,0.010939456241371971,2.9733707784304677,0.052678816884707526,0.04355999550049419,spot,1951
PRAD,shipped,hoptimus1,donor,abs,2,0.8736742142673259,0.09667072583252508,2.253331337243269,0.5287912530050334,3.36024829569644,0.08369053595639868,0.04263524977627544,slide,19299
PRAD,shipped,hoptimus1,donor,scaled,2,0.8229089636464142,0.06468132615518578,2.18471550266053,0.7003673825644606,3.709337998984484,0.13505778662831178,0.04203324972527405,slide,19299
PRAD,shipped,hoptimus1,patient,abs,2,0.8819259441932485,0.11064592563621525,2.2432177350047415,0.606646644995849,3.3255154404203227,0.07706212358445728,0.041011932222294115,slide,19299
PRAD,shipped,hoptimus1,patient,scaled,2,0.8850472971694404,0.0715562059866318,2.2443220395726513,0.5232767380558465,3.2858376648291574,0.0921950659525616,0.022757636877998,slide,19299
PRAD,shipped,hoptimus1,random,abs,2,0.9040396150917774,0.0006165560756861814,1.8271470995089325,0.0010797405953883274,2.394591157883259,0.06357589182449638,0.032384493083726124,spot,19299
PRAD,shipped,hoptimus1,random,scaled,2,0.898751952280171,0.000708742623391824,1.6485700898743652,0.00036001764610973507,2.1822628954019394,0.08688555069214503,0.014362497027683978,spot,19299
READ,shipped,hoptimus1,donor,abs,2,0.8366416362836195,0.09431076851542487,1.6613388466986474,0.5363172624961136,2.97036760915746,0.11083771452542959,0.05252064919095091,slide,2128
READ,shipped,hoptimus1,donor,scaled,2,0.8347636059607046,0.0010272437469767248,9.899862757525801,9.676634084467146,11.182389398257452,0.12242583310932675,0.04281056092996866,slide,2128
READ,shipped,hoptimus1,patient,abs,2,0.8381669119024419,0.09215370304892921,1.6610912941080573,0.5366673547271267,2.9985200950583186,0.11303065298111938,0.04880243511643879,slide,2128
READ,shipped,hoptimus1,patient,scaled,2,0.8334785200014243,0.002844629739406104,10.09756221152546,9.397044835347073,11.397837432335976,0.1239724929471235,0.042548987051452145,slide,2128
READ,shipped,hoptimus1,random,abs,2,0.8978127605216932,0.0012907576265773315,1.423371932916524,0.00660594850076705,1.977688892746921,0.07743294540071322,0.024754294077593365,spot,2128
READ,shipped,hoptimus1,random,scaled,2,0.9023122356568294,0.001387797401145199,1.6446646636892401,0.010461212175888638,2.1784999411217654,0.09129814201854052,0.006389622324630022,spot,2128
SKCM,shipped,hoptimus1,donor,abs,2,0.6585885278378592,0.019011091533261037,2.221411710406978,0.04114308854835368,7.011809885801312,0.12941140819378386,0.21200006396835697,block,693
SKCM,shipped,hoptimus1,donor,scaled,2,0.6850104207711178,0.028931558206317466,4.661892582035067,1.164725126254476,9.899336570138956,0.12193687744684517,0.19305270178203704,block,693
SKCM,shipped,hoptimus1,patient,abs,2,0.6786116660218005,0.05486034915103067,2.362879401325844,0.13919963509166605,6.926903933858911,0.1211036466553804,0.20028468732281912,block,693
SKCM,shipped,hoptimus1,patient,scaled,2,0.6988664466569796,0.0030489797572224703,4.44091025325354,0.7874088090349063,9.427088769197047,0.11488226046404601,0.1862512928789744,block,693
SKCM,shipped,hoptimus1,random,abs,2,0.9021843060196597,7.647429827914135e-05,2.159193948135299,0.0065962086622455484,2.8972386621165414,0.050449272687471854,0.047366421292868506,spot,693
SKCM,shipped,hoptimus1,random,scaled,2,0.902116580593645,0.00040855691495890754,3.0959911187860385,0.003875468692803437,3.852173992194568,0.050721856467808954,0.04716156293854604,spot,693
