encoder,task,fold,n_train,n_test,n_train_samples,n_common_genes,n_genes_shared,n_fold_genes_used,n_fold_genes_off_panel,genes_off_panel,pearson_pooled_shipped,pearson_pooled_fold,pearson_within_shipped,pearson_within_fold,delta_pooled,delta_within,mean_within_only_in_shipped,mean_within_only_in_fold,genes_only_in_shipped,genes_only_in_fold
uni_v2,IDC,0,14775,20761,3,280,34,50,0,,0.47359673742549013,0.427936090566868,0.47359673742549013,0.427936090566868,0.045660646858622145,0.045660646858622145,0.5963831004543894,0.4536935790211952,ABCC11;ANKRD30A;AQP1;AQP3;CEACAM8;CLIC6;DST;ESR1;FASN;GATA3;KLF5;SERPINA3;TACSTD2;TCL1A;TOP2A;TPSAB1,APOC1;BANK1;CCL8;CXCL5;GZMA;KRT23;KRT7;LPL;LTB;LYPD3;LYZ;MZB1;S100A8;SFRP4;SPIB;TCIM
uni_v2,IDC,1,27776,7760,3,278,34,50,0,,0.6369041872753322,0.6499967861816427,0.6369041872753322,0.6499967861816427,-0.013092598906310537,-0.013092598906310537,0.6761743345649587,0.7170887061471792,CCR7;CEACAM8;CLIC6;DST;ESR1;GATA3;IL2RG;KIT;MS4A1;MYLK;OXTR;PTPRC;TACSTD2;TCL1A;TOP2A;TPSAB1,AGR3;AR;BANK1;CCDC80;CD19;CENPF;EPCAM;FLNB;LTB;MLPH;MZB1;PGR;RHOH;S100A8;SELL;TPD52
uni_v2,IDC,2,31526,4010,3,278,38,50,0,,0.5597776211832657,0.5285048201335534,0.5597776211832657,0.5285048201335534,0.03127280104971231,0.03127280104971231,0.6735011629335701,0.5431978252264354,CEACAM6;CEACAM8;CYTIP;DST;ERBB2;FASN;KLF5;MYLK;PTPRC;SCD;SLAMF7;TENT5C,AGR3;BANK1;CCL5;CCL8;CD19;KRT23;LTB;MLPH;MYO5B;S100A8;SFRP4;TCIM
uni_v2,IDC,3,32531,3005,3,278,39,50,0,,0.6886205857732435,0.7101374098282562,0.6886205857732435,0.7101374098282562,-0.021516824055012762,-0.021516824055012762,0.6442402021231664,0.74204394782777,CD3E;CEACAM8;DST;ESR1;MMP1;SCD;SCGB2A1;SLAMF7;TACSTD2;TCL1A;TENT5C,ACTG2;AGR3;BANK1;CCL5;CD79B;CXCR4;KRT23;LTB;LYPD3;LYZ;SFRP4
uni_v2,LUNG,0,1944,3262,1,384,19,28,22,TRAC;TENT5C;MYC;MYH11;SFRP2;VWF;PTGDS;CA4;CCDC39;C6orf118;DES;C7;TNFRSF13B;CYP2F1;SERPINB3;TSPAN19;LGR5;UnassignedCodeword_0438;C1orf194;PRG4;TAT;C20orf85,0.5457288416919319,0.5628630309547902,0.5457288416919319,0.5628630309547902,-0.017134189262858257,-0.017134189262858257,0.5504771662882868,0.6153900121921999,ACE2;ALDH1A3;BBOX1;CAPN8;CD163;CD1A;CD274;CD79A;CDK1;COL5A2;CTSK;CYP2A7;FCER1A;FGFBP1;GPRC5A;LIF;MALL;MARCO;MCEMP1;MEDAG;MKI67;MZB1;PECAM1;PLA2G7;PTPRC;SERPINB2;SNCG;SRPX;TCL1A;TOP2A;UBE2C,CD68;CCL5;SERPINB9;BANK1;CD3E;IL7R;PRDM1;RETN;MLANA
uni_v2,LUNG,1,3262,1944,1,480,19,22,28,CDK6;IL13RA2;CCL14;IDO1;TFF3;IGHGP;CCL21;FN1;IGHG1;IGKC;CHIT1;IL6;RGS5;ISG15;JCHAIN;APOE;IGHG3;IL1B;IGHG2;IGHG4;RGS1;IGHM;MUC5AC;IGLC3;CXCL11;MMP9;CXCL13;CXCL14,0.5720407612591658,0.5387493749394864,0.5720407612591658,0.5387493749394864,0.03329138631967943,0.03329138631967943,0.6042781405197907,0.6610230385432,ACE2;BBOX1;CAPN8;CD163;CD19;CD1A;CD2;CD274;CDK1;COL5A2;CTSK;CXCR4;CYP2A7;DNAAF1;GPRC5A;LIF;MALL;MCEMP1;MET;MZB1;OGN;PCSK2;PECAM1;PLA2G7;PTPRC;SNCG;SNTN;SOX2;SPIB;SRPX;TCL1A,EPCAM;CRISPLD2;PROX1
uni_v2,LYMPH_IDC,0,14972,4992,3,10544,24,50,0,,0.32323068238705877,0.27151653677121507,0.32323068238705877,0.27151653677121507,0.0517141456158437,0.0517141456158437,0.34156306768978956,0.24211278765932082,AAMDC;ANKS1B;CCL28;CCNO;CD72;CLNS1A;CROT;CXCL11;CYP4Z1;DAPK1;EPHB3;GTPBP3;IFI44L;MX1;NUDT1;PARD6B;PDZK1IP1;POLD3;PTRH2;QSOX1;RAB38;RSF1;SCRN1;SNCG;TCF7;TMEM64,ABHD8;C19orf33;CA2;CDCA7;CHEK2;CMPK2;CTXN1;DEPDC1;FXYD6;GDF15;GINS4;IDO1;IFIT3;ITGB4;MARVELD3;MCM10;PAK1;PDE5A;SCGB1D2;SCGB2A2;SERPINA3;SLC12A2;SPOCK2;TSPYL5;TTC30A;VLDLR
uni_v2,LYMPH_IDC,1,14972,4992,3,10920,21,50,0,,0.21905751116092775,0.175360600442909,0.21905751116092775,0.175360600442909,0.04369691071801876,0.04369691071801876,0.2187281485401761,0.1422467918329021,ANKS1B;AREG;CCNO;CD22;CD72;CROT;CXCL10;CXCL11;CYP4Z1;DAPK1;HAAO;IFI44L;IGHV3-11;MAPK8IP2;MX2;MYH11;NUDT1;PARD6B;PDZK1IP1;POLD3;PTRH2;RAB38;RSF1;SCRN1;SERPINI1;SNCG;TCF7;TMEM64;ZMAT5,AADAT;ACKR1;AKR7A3;BLK;CES3;CNTNAP2;CR2;DEGS2;ENPP3;FADS1;FAM129C;GZMB;IFIT3;IGHD;IGHG4;IGHJ2;IGHV1-46;IGHV5-10-1;IGLV6-57;KIF16B;KMO;NDRG1;PAQR6;PAX5;PHLDA2;RGS13;S100A7;SLC44A4;TCL1A
uni_v2,LYMPH_IDC,2,14976,4988,3,10364,16,50,0,,0.29573699415793137,0.19555547508580612,0.29573699415793137,0.19555547508580612,0.10018151907212525,0.10018151907212525,0.3509893844110033,0.20366362106964267,AAMDC;AKR1E2;ANKS1B;ANO8;CCNO;CLNS1A;CROT;CXCL10;DAPK1;EPHB3;GTPBP3;HAUS8;IFI44L;IFIT2;MAPK8IP2;MX1;MX2;MYH11;NARS2;NUDT1;OASL;PARD6B;PATZ1;PDZK1IP1;POLD3;PTRH2;QSOX1;RAB38;RSAD2;RSF1;SCRN1;SHANK2;SNCG;ZMAT5,ABLIM3;ACTG2;ARHGAP9;CCL19;CCL21;CD37;CD79A;CXCL13;CYFIP2;DEPRECATED_ENSG00000211890;DGKA;EFS;FCMR;FGD2;FOSB;HIST1H4F;IGLV3-1;IKZF3;IRF8;JAK3;LNX1;LTB;NHSL1;PIK3CD;PLIN1;POU2AF1;PTGER3;PTPRCAP;RUBCNL;SEPT1;SFRP2;SP140;TBC1D10C;TRAJ18
uni_v2,LYMPH_IDC,3,14972,4992,3,10377,23,50,0,,0.252812556082535,0.31566915309727933,0.252812556082535,0.31566915309727933,-0.06285659701474433,-0.06285659701474433,0.2735852550268501,0.38998636060971,AAMDC;ANO8;CCNO;CD22;CD72;CROT;CSTA;DAPK1;EPHB3;GTPBP3;HAAO;HAUS8;IFI44L;MAPK8IP2;MX1;MX2;PARD6B;PATZ1;PDZK1IP1;POLD3;PTRH2;QSOX1;RAB38;RSF1;SERPINI1;SNCG;TCF7,ABHD8;ALDH3B2;APOD;CHEK2;CMPK2;CTXN1;CXCL13;DTNA;GGT1;GGTLC3;HIST1H3E;IFIT3;ITGB4;ITGB6;KYNU;LAD1;MARVELD3;PAK1;PKIB;S100A8;SFRP4;SHISA2;SLC12A2;SLC49A3;SRD5A3;ST6GALNAC2;ZNF486
uni_v2,PAAD,0,5561,2010,2,109,39,47,3,UnassignedCodeword_0421;UnassignedCodeword_0461;UnassignedCodeword_0474,0.46537855197777367,0.4662627335797618,0.46537855197777367,0.4662627335797618,-0.0008841816019881099,-0.0008841816019881099,0.4700934334954635,0.4770560690346731,AIF1;CD14;CD8A;DERL3;FCGR3A;FOXP3;GPR183;HPGDS;MARCO;PLA2G7;VSIG4,CCR2;CD274;CD28;CD3D;CENPF;MZB1;SPIB;VCAN
uni_v2,PAAD,1,3961,3610,2,374,15,15,35,ALAS2;AMY2A;BMX;C1orf194;CCNB2;CFB;CHGA;COL17A1;DES;FGFBP1;FOXA1;FOXJ1;GCG;GHRL;GPX2;HMGCS2;INS;LGR5;LYVE1;MEDAG;MYH11;PCSK2;PPY;PTGDS;RERGL;RND1;SCGB2A1;SCGN;SELE;SERPINB3;SFRP4;SLC18A2;SST;TFF2;TM4SF4,0.5552946653787056,0.5268848597632573,0.5552946653787056,0.5268848597632573,0.02840980561544837,0.02840980561544837,0.5674704164920381,,ACTA2;AIF1;ANPEP;BANK1;CCL5;CCR7;CD14;CD19;CD1A;CD1C;CD2;CD27;CD3E;CD79A;CD8A;CXCL6;CXCR4;DERL3;EPCAM;ESR1;FCGR3A;FOXP3;GPR183;GZMA;GZMK;HPGDS;IRF8;KLRC1;LIF;LILRA4;PDCD1;SELL;TNFRSF17;UBE2C;VSIG4,
uni_v2,PAAD,2,5620,1951,2,102,44,49,1,IL1B,0.4794367553005159,0.46155504528040375,0.4794367553005159,0.46155504528040375,0.01788171002011213,0.01788171002011213,0.5952815928217937,0.44320979193891025,CD8A;CDK1;CPA3;FCGR3A;FOXP3;UBE2C,CD274;GZMB;KLRB1;MZB1;SPIB
uni_v2,PRAD,0,36819,25891,15,1673,12,50,0,,0.4066320038144419,0.34626555115723234,0.37201439468096303,0.30933849873732394,0.06036645265720958,0.06267589594363909,0.363132328021999,0.28066404388563176,C1orf43;C6orf48;C8orf59;CAT;CCDC47;COX17;COX5A;COX7B;DNAJC3;EIF3E;EIF3H;GNG5;HLA-DRA;HSPD1;IMPDH2;MIF;MPC2;MRPL33;NUCB2;PCBD1;PDIA4;RPL37A;RPN1;RPS29;RSL24D1;SELENOT;SLIRP;SNHG8;SNHG9;SNRPE;SPCS3;SRRM1;SVIP;TMCO1;TOB1;TXNL4A;XBP1;ZFAS1,ACPP;ANXA1;ANXA2;APOD;APP;ATP1B3;CD46;CFD;COL3A1;CYSTM1;DDIT4;F3;FDFT1;GADD45B;GLUL;HES1;ID2;IL32;JAG1;KLF6;KRT19;LAMP2;LDLRAD4;LIFR;MKNK2;MT2A;ODC1;PRSS23;PTGDS;PTPRF;RARRES3;RASD1;RDH11;RGS5;RNASE1;RPL22L1;S100A10;SDC4
uni_v2,PRAD,1,25891,36819,8,1575,10,50,0,,0.30750029684534086,0.32085362187748806,0.23125266252356114,0.20621393101285776,-0.0133533250321472,0.025038731510703377,0.2332090405121932,0.20191062612381394,AMD1;C1orf43;C8orf59;CAT;CCDC47;COX17;COX5A;COX7B;DNAJC3;EIF3E;EIF3H;GLO1;HSPD1;MAOA;MIF;MRPL33;MT1E;MT1X;NUDT4;PCBD1;PDIA4;PERP;REXO2;RPL37A;RPN1;RPS29;RSL24D1;SEC11C;SELENOT;SGK1;SLIRP;SNHG9;SNRPE;SPCS3;SRRM1;SVIP;TMCO1;TOB1;TXNL4A;XBP1,A2M;AGR2;ATP6V0E2;C19orf48;C1QB;CD74;CISD3;CYB5A;CYC1;CYP1B1;HLA-DRB1;IER2;IGFBP2;JUNB;MAGEH1;MARCKSL1;MAZ;NAA10;NPY;NSMCE1;PDCD5;PDLIM5;POLD2;PPA1;PRSS23;RGS2;RHOU;RPL26;RPS18;RTN3;SLC25A39;SLC25A6;SMS;SNHG19;TM7SF2;TNFSF10;TRPM4;TSPAN8;TUBB2A;UQCRH
uni_v2,READ,0,3819,4588,2,9532,18,50,0,,0.2602962054645752,0.4066609828657143,0.26274456380098893,0.4073040146556269,-0.14636477740113907,-0.14455945085463795,0.18623718830774735,0.4121113302681192,AC010883.3;ADAMDEC1;ANGPTL2;APOC1;BTNL3;CEMIP;CHI3L1;CLU;CXCL9;EFEMP1;FRZB;HMOX1;IGHG2;IGHG4;ITGB2;ITIH5;LAMA3;LOX;MMP9;MXI1;P3H3;PADI2;PLAAT3;PRRG3;PTGDS;SECTM1;SGK1;SMPDL3A;SPHK1;TPSB2;TSPAN9;UBD,ACKR1;AGR3;AHCYL2;B3GNT7;BCAS1;CA12;CCL19;CDHR5;CEACAM7;CES3;COL17A1;COMP;CXCL11;CXCL13;DEFA5;DEFA6;DES;GCNT3;HOXB13;ITLN1;KRT20;LCN2;MUC4;NXPE4;PI16;PI3;PLA2G10;PLAC8;SDCBP2;SLC6A8;SULT1B1;ZG16
uni_v2,READ,1,4588,3819,2,10041,15,50,0,,0.1849967827092817,0.19371299548713805,0.21869777466710308,0.20754889673218624,-0.008716212777856364,0.01114887793491684,0.2193048671394536,0.20325522224714257,AC010883.3;ADAMDEC1;ANGPTL2;APOC1;BTNL3;CA2;CCL14;CD177;CEMIP;CHI3L1;CLU;CXCL8;EFEMP1;EGLN3;FRZB;HMOX1;ITGB2;ITIH5;LAMA3;LOX;MMP28;MT1F;MXI1;P3H3;PADI2;PDE9A;PLAAT3;PRRG3;SGK1;SLC26A3;SMPDL3A;SPHK1;TPSB2;TSPAN9;UBD,C2orf88;C3;CA4;CCL3;CCL4;CHGA;CLCA4;CLDN8;CSF3;CXCL5;DHRS9;GAL;GREM1;HBA1;HBA2;HBB;IDO1;IGHGP;IL11;IL6;LCN15;LYPD8;MMP10;MMP11;MMP3;MS4A12;MT1H;PKIB;PYY;REG1B;SERPINA3;SI;THBS2;TNC;TRPM6
uni_v2,SKCM,0,1741,1293,1,281,33,50,0,,0.6763713514352884,0.6636508326373939,0.6763713514352884,0.6636508326373939,0.012720518797894487,0.012720518797894487,0.5696761547872411,0.5322628642051987,AQP3;BIRC3;CD52;CRABP2;GZMK;HAPLN1;HBD;IDO1;ITM2A;LCK;MGP;MYH11;POSTN;TFF3;TYRP1;VIM;VWF,AZGP1;PLVAP;PERP;PTGDS;SFRP2;TFAP2B;NOTCH3;SOSTDC1;CXADR;FABP4;PROX1;PMEL;LYVE1;IL33;AREG;LGALS2;FCER1A
uni_v2,SKCM,1,1293,1741,1,409,28,44,6,KRT1;ARG1;LOR;COMP;CD207;C3,0.6462139500985573,0.631889904794808,0.6462139500985573,0.631889904794808,0.014324045303749311,0.014324045303749311,0.6155981194996657,0.5647259880047513,ACER1;AHNAK2;BIRC3;CAPNS2;CCL19;CD1B;CD52;FGFBP1;GZMK;HAPLN1;IDO1;ITM2A;LAMB3;LCK;LYZ;MGP;MMRN1;POSTN;TYRP1;VIM;VWF;WDFY4,AZGP1;PERP;CLDN1;KRT15;LYPD3;TACSTD2;TMEM45A;SYNPO2;CXADR;MYL9;CCR7;CD79A;CLDN4;PPP1R14A;MT1X;DCT
