encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,n_T,n_C,n_E,weighting,auc,auc_holdout,clip_rate,clip_rate_test,no_support,K,converged,n_eff,n_eff_frac,w_C_min,w_C_max,all_positive_finite,difference_list,clip_value,frac_joined,detail,_source,superseded_label_set
hoptimus0,CCRCC,shipped,random,0,3,0,spot,35996,11170,18371,W1b,0.5093862933641342,0.4972672344663933,0.0050915499853128,0.0045978384188212,0,,True,10201.694065071915,0.9988929859073647,0.3796953057815401,0.6551417064412262,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",0.6551417064412262,0.912629904200941,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,0,3,0,spot,35996,11170,18371,none_sub,,,0.0,0.0,0,,True,10213.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.912629904200941,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,0,3,0,spot,35996,11170,18371,W2,,,0.0,0.0,0,,True,11170.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,0,3,0,spot,35996,11170,18371,W3,,,0.0,0.0,0,11170.0,True,11170.0,1.0,1.0,1.0,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,0,4,0,spot,35996,11170,18371,none,,,0.0,0.0,0,,True,11170.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,0,4,0,spot,35996,11170,18371,W1,0.5533783077499389,0.5023341151466139,0.0050134288272157,0.0094170159490501,0,,True,10781.636530606133,0.9652315604839868,0.1917240308859066,0.9767479090671788,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",0.9767479090671788,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,0,4,0,spot,35996,11170,18371,W1b,0.509729607483226,0.4998238889944525,0.0050029429075927,0.0059655192984549,0,,True,10184.035509414269,0.9990225141665948,0.1681805106423956,0.6939706173454063,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",0.6939706173454063,0.9125283504282184,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,0,4,0,spot,35996,11170,18371,none_sub,,,0.0,0.0,0,,True,10194.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9125283504282184,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,0,4,0,spot,35996,11170,18371,W2,,,0.0,0.0,0,,True,11170.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,0,4,0,spot,35996,11170,18371,W3,,,0.0,0.0,0,11170.0,True,11170.0,1.0,1.0,1.0,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,0,0,spot,35996,13531,6569,none,,,0.0,0.0,0,,True,13531.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,0,0,spot,35996,13531,6569,W1,0.564185718379762,0.5020395198303272,0.0050254970068731,0.0111128025574668,0,,True,12837.211087760112,0.9487259690902456,0.5920886836740783,3.735542598706839,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",3.735542598706839,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,0,0,spot,35996,13531,6569,W1b,0.5123555517289918,0.5117842082830302,0.0050773694390715,0.0058734687028024,0,,True,12382.682313663792,0.9979595675099768,0.127616276048375,2.3115612845871176,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",2.3115612845871176,0.9137810945273632,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,0,0,spot,35996,13531,6569,none_sub,,,0.0,0.0,0,,True,12408.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9137810945273632,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,0,0,spot,35996,13531,6569,W2,,,0.0,0.0,0,,True,13531.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,0,0,spot,35996,13531,6569,W3,,,0.0,0.0,0,13531.0,True,13531.0,1.0,1.0,1.0,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,1,0,spot,35996,13531,6569,none,,,0.0,0.0,0,,True,13531.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,1,0,spot,35996,13531,6569,W1,0.5658560650954261,0.4985691732005898,0.0050254970068731,0.0111128025574668,0,,True,12792.84164316693,0.9454468733402506,0.6270764198979188,3.809447849510339,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",3.809447849510339,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,1,0,spot,35996,13531,6569,W1b,0.5051290194402951,0.4988407014813107,0.0050324675324675,0.0068642223338355,0,,True,12313.985353820815,0.9995117981997416,1.880808258416517,2.1729083174186656,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",2.1729083174186656,0.9100995024875622,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,1,0,spot,35996,13531,6569,none_sub,,,0.0,0.0,0,,True,12320.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9100995024875622,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,1,0,spot,35996,13531,6569,W2,,,0.0,0.0,0,,True,13531.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,1,0,spot,35996,13531,6569,W3,,,0.0,0.0,0,13531.0,True,13531.0,1.0,1.0,1.0,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,2,0,spot,35996,13531,6569,none,,,0.0,0.0,0,,True,13531.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,2,0,spot,35996,13531,6569,W1,0.5659231854269813,0.500169618798622,0.0050254970068731,0.0120261835895874,0,,True,12799.787683700712,0.9459602160742528,0.7062746218324615,3.6921680670774086,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",3.6921680670774086,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,2,0,spot,35996,13531,6569,W1b,0.5110626517982144,0.5015137760620576,0.0050394212793627,0.0053404539385847,0,,True,12287.56612620878,0.9987455194837666,1.8566368482045943,2.333774423703922,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",2.333774423703922,0.9101990049751244,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,2,0,spot,35996,13531,6569,none_sub,,,0.0,0.0,0,,True,12303.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9101990049751244,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,2,0,spot,35996,13531,6569,W2,,,0.0,0.0,0,,True,13531.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,2,0,spot,35996,13531,6569,W3,,,0.0,0.0,0,13531.0,True,13531.0,1.0,1.0,1.0,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,3,0,spot,35996,13531,6569,none,,,0.0,0.0,0,,True,13531.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,3,0,spot,35996,13531,6569,W1,0.5715423024764579,0.5030650161902718,0.0050254970068731,0.0100471913533262,0,,True,12670.616126475412,0.9364138738064748,0.5849159148646389,3.901077069692208,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",3.901077069692208,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,3,0,spot,35996,13531,6569,W1b,0.5206543534661126,0.5142850495770768,0.0050320590861131,0.0088554720133667,0,,True,12248.61969153345,0.9941254517923424,0.5142589476837816,2.5068097869714485,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",2.5068097869714485,0.9107462686567164,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,3,0,spot,35996,13531,6569,none_sub,,,0.0,0.0,0,,True,12321.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9107462686567164,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,3,0,spot,35996,13531,6569,W2,,,0.0,0.0,0,,True,13531.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,3,0,spot,35996,13531,6569,W3,,,0.0,0.0,0,13531.0,True,13531.0,1.0,1.0,1.0,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,4,0,spot,35996,13531,6569,none,,,0.0,0.0,0,,True,13531.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,4,0,spot,35996,13531,6569,W1,0.568344940091729,0.5045717440276861,0.0050254970068731,0.0109605723854467,0,,True,12768.675716958813,0.9436609058427916,0.7880219352932926,3.853316458631745,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",3.853316458631745,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,4,0,spot,35996,13531,6569,W1b,0.5113161160323204,0.508790955326788,0.0050113158745554,0.0063070539419087,0,,True,12347.624122711546,0.9980297545030348,0.0372007335709315,2.3764740606710824,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",2.3764740606710824,0.915273631840796,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,4,0,spot,35996,13531,6569,none_sub,,,0.0,0.0,0,,True,12372.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.915273631840796,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,4,0,spot,35996,13531,6569,W2,,,0.0,0.0,0,,True,13531.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,1,4,0,spot,35996,13531,6569,W3,,,0.0,0.0,0,13531.0,True,13531.0,1.0,1.0,1.0,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,0,0,spot,35996,12693,10756,none,,,0.0,0.0,0,,True,12693.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,0,0,spot,35996,12693,10756,W1,0.5575298719126629,0.5057886283203755,0.0050421492161033,0.0081814801041279,0,,True,12168.908475144144,0.958710192637213,0.4648033532090525,2.1117711301443896,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",2.1117711301443896,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,0,0,spot,35996,12693,10756,W1b,0.5086986058079994,0.495802671691083,0.0050138312586445,0.0066333299316256,0,,True,11553.856502119806,0.9987773601417536,0.2988865666560452,1.3145441370065003,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",1.3145441370065003,0.9112115655251825,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,0,0,spot,35996,12693,10756,none_sub,,,0.0,0.0,0,,True,11568.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9112115655251825,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,0,0,spot,35996,12693,10756,W2,,,0.0,0.0,0,,True,12693.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,0,0,spot,35996,12693,10756,W3,,,0.0,0.0,0,12693.0,True,12693.0,1.0,1.0,1.0,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,1,0,spot,35996,12693,10756,none,,,0.0,0.0,0,,True,12693.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,1,0,spot,35996,12693,10756,W1,0.5597304286011414,0.5026131589094633,0.0050421492161033,0.0107846783190777,0,,True,12155.036302027816,0.9576172931558984,0.4677447925139205,1.9966136915561257,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",1.9966136915561257,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,1,0,spot,35996,12693,10756,W1b,0.5065414972971025,0.490535628404181,0.0050321013361096,0.0053839902478667,0,,True,11519.083083857931,0.99939988581103,0.3344463010797511,1.2430474840385766,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",1.2430474840385766,0.9113395027506505,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,1,0,spot,35996,12693,10756,none_sub,,,0.0,0.0,0,,True,11526.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9113395027506505,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,1,0,spot,35996,12693,10756,W2,,,0.0,0.0,0,,True,12693.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,1,0,spot,35996,12693,10756,W3,,,0.0,0.0,0,12693.0,True,12693.0,1.0,1.0,1.0,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,2,0,spot,35996,12693,10756,none,,,0.0,0.0,0,,True,12693.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,2,0,spot,35996,12693,10756,W1,0.5634062657177127,0.5120974978559605,0.0050421492161033,0.0094830792116028,0,,True,12087.584221816012,0.952303176697078,0.4465997685574583,2.1322552785153928,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",2.1322552785153928,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,2,0,spot,35996,12693,10756,W1b,0.5104534375176052,0.4942229589614467,0.005009933488814,0.004479739360619,0,,True,11563.826697051009,0.9988621142827164,0.2595529380212256,1.302695384694495,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",1.302695384694495,0.912576229263508,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,2,0,spot,35996,12693,10756,none_sub,,,0.0,0.0,0,,True,11577.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.912576229263508,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,2,0,spot,35996,12693,10756,W2,,,0.0,0.0,0,,True,12693.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,2,0,spot,35996,12693,10756,W3,,,0.0,0.0,0,12693.0,True,12693.0,1.0,1.0,1.0,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,random,2,3,0,spot,35996,12693,10756,none,,,0.0,0.0,0,,True,12693.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
