encoder,task,held_slide,n_slides,m_test,n_train,n_genes,pearson_cross,pearson_within,site_shift,test_slides_in_train
uni_v1,PRAD,MEND148,23,1633,61077,50,0.24530692398548126,0.5833017826080322,0.33799485862255096,23
uni_v1,PRAD,MEND149,23,1851,60859,50,0.3695467412471771,0.5732318162918091,0.20368507504463196,23
uni_v1,PRAD,MEND150,23,1751,60959,50,0.5292009711265564,0.5584540963172913,0.029253125190734863,23
uni_v1,PRAD,MEND151,23,2600,60110,50,0.4509522318840027,0.5640642046928406,0.11311197280883789,23
uni_v1,PRAD,MEND152,23,3082,59628,50,0.22250428795814514,0.5525466799736023,0.33004239201545715,23
uni_v1,PRAD,MEND153,23,1820,60890,50,0.39650484919548035,0.5562471151351929,0.15974226593971252,23
uni_v1,PRAD,MEND154,23,2736,59974,50,0.5584536194801331,0.5689510107040405,0.01049739122390747,23
uni_v1,PRAD,MEND156,23,3554,59156,50,0.3066631555557251,0.5518684983253479,0.2452053427696228,23
uni_v1,PRAD,MEND157,23,3190,59520,50,0.4776310622692108,0.5614744424819946,0.08384338021278381,23
uni_v1,PRAD,MEND158,23,3092,59618,50,0.29993608593940735,0.576606035232544,0.2766699492931366,23
uni_v1,PRAD,MEND159,23,3856,58854,50,0.08077104389667511,0.5507381558418274,0.4699671119451523,23
uni_v1,PRAD,MEND160,23,4079,58631,50,0.3458901643753052,0.5501799583435059,0.20428979396820068,23
uni_v1,PRAD,MEND161,23,2775,59935,50,0.4720667004585266,0.5662325024604797,0.09416580200195312,23
uni_v1,PRAD,MEND162,23,2609,60101,50,0.24358968436717987,0.5658857822418213,0.3222960978746414,23
uni_v1,READ,ZEN36,4,1691,6716,50,0.34018152952194214,0.5205540657043457,0.18037253618240356,4
uni_v1,READ,ZEN40,4,2128,6279,50,0.25103309750556946,0.5198832154273987,0.2688501179218292,4
uni_v1,READ,ZEN48,4,2385,6022,50,0.3229255974292755,0.5160074830055237,0.19308188557624817,4
uni_v1,READ,ZEN49,4,2203,6204,50,0.3095039427280426,0.5258073806762695,0.21630343794822693,4
